season,week,home_ab,away_ab,open_spread,pred_margin,actual_margin,side,tier,p_cal,label,model_agrees,teased_line,win,push
2024,18,PIT,CIN,2.5,4.430210233171979,-2,HOME,2,0.766,HOME +1.5/+2.5 dog -> +7.5/+8.5 [Wong B],True,8.5,1.0,False
2024,19,PHI,GB,-2.5,8.046228983129694,12,AWAY,1,0.794,AWAY +1.5/+2.5 dog -> +7.5/+8.5 [Wong D],False,-8.5,0.0,False
2024,19,TB,WAS,-3.5,7.838316369988227,-3,AWAY,2,0.749,AWAY +3/+3.5 dog -> +9/+9.5 (through 3+7),False,-9.5,1.0,False
2024,20,BUF,BAL,-1.0,2.11119494714501,2,HOME,2,0.733,HOME pickem -> +5/+7 (through 3),True,5.0,1.0,False
2024,20,KC,HOU,-3.5,11.478176014386761,9,AWAY,2,0.749,AWAY +3/+3.5 dog -> +9/+9.5 (through 3+7),False,-9.5,1.0,False
2024,20,PHI,LAR,-6.0,8.00803015839709,6,HOME,2,0.749,HOME -7/-6 fav -> -1/-0 (through 3),True,0.0,1.0,False
2024,21,KC,BUF,-1.5,1.505621788749593,3,AWAY,1,0.794,AWAY +1.5/+2.5 dog -> +7.5/+8.5 [Wong D],False,-7.5,1.0,False
2024,21,PHI,WAS,-3.5,3.2575806613887797,32,AWAY,2,0.749,AWAY +3/+3.5 dog -> +9/+9.5 (through 3+7),True,-9.5,0.0,False
2024,22,PHI,KC,1.5,6.3092386865901045,18,HOME,2,0.766,HOME +1.5/+2.5 dog -> +7.5/+8.5 [Wong B],True,7.5,1.0,False
2025,4,ARI,SEA,-2.5,1.679633836180424,-3,AWAY,1,0.794,AWAY +1.5/+2.5 dog -> +7.5/+8.5 [Wong D],True,-8.5,1.0,False
2025,4,ATL,WAS,2.5,0.31822077750575095,7,HOME,2,0.766,HOME +1.5/+2.5 dog -> +7.5/+8.5 [Wong B],True,8.5,1.0,False
2025,4,DAL,GB,5.0,-5.4712820268158895,0,HOME,1,0.833,HOME +4/+5.5 dog -> +10/+11.5 (through 7),False,11.0,1.0,False
2025,4,HOU,TEN,-7.0,4.275044496727423,26,HOME,2,0.749,HOME -7/-6 fav -> -1/-0 (through 3),False,-1.0,1.0,False
2025,4,KC,BAL,2.5,-9.15500254482751,17,HOME,2,0.766,HOME +1.5/+2.5 dog -> +7.5/+8.5 [Wong B],False,8.5,1.0,False
2025,4,LV,CHI,-2.0,5.980040642911287,-1,AWAY,1,0.794,AWAY +1.5/+2.5 dog -> +7.5/+8.5 [Wong D],False,-8.0,1.0,False
2025,4,MIA,NYJ,-2.5,0.0856193094750059,6,AWAY,1,0.794,AWAY +1.5/+2.5 dog -> +7.5/+8.5 [Wong D],True,-8.5,1.0,False
2025,4,NYG,LAC,5.5,-5.373630679061241,3,HOME,1,0.833,HOME +4/+5.5 dog -> +10/+11.5 (through 7),True,11.5,1.0,False
2025,4,PIT,MIN,-1.5,-1.3184589509480007,3,AWAY,1,0.794,AWAY +1.5/+2.5 dog -> +7.5/+8.5 [Wong D],True,-7.5,1.0,False
2025,4,SF,JAX,-3.5,-4.608382289381395,-5,AWAY,2,0.749,AWAY +3/+3.5 dog -> +9/+9.5 (through 3+7),True,-9.5,1.0,False
2025,4,TB,PHI,2.5,-2.2891907336016004,-6,HOME,2,0.766,HOME +1.5/+2.5 dog -> +7.5/+8.5 [Wong B],True,8.5,1.0,False
2025,5,CAR,MIA,0.0,-1.4301576705021737,3,HOME,2,0.733,HOME pickem -> +5/+7 (through 3),False,6.0,1.0,False
2025,5,CIN,DET,7.5,-9.616326487666457,-13,AWAY,2,0.821,AWAY -7.5/-8.5 fav -> -1.5/-2.5 [Wong C],True,1.5,1.0,False
2025,5,CLE,MIN,4.5,-6.362094752416645,-4,HOME,1,0.833,HOME +4/+5.5 dog -> +10/+11.5 (through 7),False,10.5,1.0,False
2025,5,IND,LV,-6.5,5.387146444602433,34,HOME,2,0.749,HOME -7/-6 fav -> -1/-0 (through 3),False,-0.5,1.0,False
2025,5,LAC,WAS,-3.0,-3.597787521537177,-17,AWAY,2,0.749,AWAY +3/+3.5 dog -> +9/+9.5 (through 3+7),True,-9.0,1.0,False
2025,5,LAR,SF,-3.0,5.659250832822699,-3,AWAY,2,0.749,AWAY +3/+3.5 dog -> +9/+9.5 (through 3+7),False,-9.0,1.0,False
2025,5,NO,NYG,2.0,0.6037068825722631,12,HOME,2,0.766,HOME +1.5/+2.5 dog -> +7.5/+8.5 [Wong B],True,8.0,1.0,False
2025,5,NYJ,DAL,1.5,-4.148942724283892,-15,HOME,2,0.766,HOME +1.5/+2.5 dog -> +7.5/+8.5 [Wong B],False,7.5,0.0,False
2025,5,SEA,TB,-2.0,2.6013672320046464,-3,AWAY,1,0.794,AWAY +1.5/+2.5 dog -> +7.5/+8.5 [Wong D],False,-8.0,1.0,False
2025,6,ATL,BUF,5.5,-2.697303746174492,10,HOME,1,0.833,HOME +4/+5.5 dog -> +10/+11.5 (through 7),True,11.5,1.0,False
2025,6,BAL,LAR,7.5,-3.2393413447490023,-14,AWAY,2,0.821,AWAY -7.5/-8.5 fav -> -1.5/-2.5 [Wong C],False,1.5,1.0,False
2025,6,IND,ARI,-3.5,4.848944764043529,4,AWAY,2,0.749,AWAY +3/+3.5 dog -> +9/+9.5 (through 3+7),False,-9.5,1.0,False
2025,6,JAX,SEA,-1.0,-6.432982735011499,-8,HOME,2,0.733,HOME pickem -> +5/+7 (through 3),False,5.0,0.0,False
2025,6,KC,DET,-1.0,-4.422232692336934,13,HOME,2,0.733,HOME pickem -> +5/+7 (through 3),False,5.0,1.0,False
2025,6,LV,TEN,-6.5,1.1083475177426232,10,HOME,2,0.749,HOME -7/-6 fav -> -1/-0 (through 3),False,-0.5,1.0,False
2025,6,MIA,LAC,5.5,-8.648149503251284,-2,HOME,1,0.833,HOME +4/+5.5 dog -> +10/+11.5 (through 7),False,11.5,1.0,False
2025,6,NYG,PHI,7.5,-7.9472202504612754,17,AWAY,2,0.821,AWAY -7.5/-8.5 fav -> -1.5/-2.5 [Wong C],True,1.5,0.0,False
2025,6,NYJ,DEN,6.5,-13.520099361250622,-2,AWAY,2,0.796,AWAY -6/-7 fav -> -0/-1 (through 3),True,0.5,1.0,False
2025,6,TB,SF,-2.0,-0.7076954439982703,11,AWAY,1,0.794,AWAY +1.5/+2.5 dog -> +7.5/+8.5 [Wong D],True,-8.0,0.0,False
2025,7,ARI,GB,5.5,-8.032070324964092,-4,HOME,1,0.833,HOME +4/+5.5 dog -> +10/+11.5 (through 7),False,11.5,1.0,False
2025,7,CHI,NO,-6.0,6.469012674127492,12,HOME,2,0.749,HOME -7/-6 fav -> -1/-0 (through 3),True,0.0,1.0,False
2025,7,CIN,PIT,4.5,-3.1683899907374524,2,HOME,1,0.833,HOME +4/+5.5 dog -> +10/+11.5 (through 7),True,10.5,1.0,False
2025,7,CLE,MIA,-2.5,-1.0366881684502582,25,AWAY,1,0.794,AWAY +1.5/+2.5 dog -> +7.5/+8.5 [Wong D],True,-8.5,0.0,False
2025,7,DAL,WAS,2.5,1.805354127662453,22,HOME,2,0.766,HOME +1.5/+2.5 dog -> +7.5/+8.5 [Wong B],True,8.5,1.0,False
2025,7,LAC,IND,-1.5,3.2476934404429674,-14,AWAY,1,0.794,AWAY +1.5/+2.5 dog -> +7.5/+8.5 [Wong D],False,-7.5,1.0,False
2025,7,MIN,PHI,2.5,-3.373718463263273,-6,HOME,2,0.766,HOME +1.5/+2.5 dog -> +7.5/+8.5 [Wong B],False,8.5,1.0,False
2025,7,NYJ,CAR,-2.5,0.6400786040025126,-7,AWAY,1,0.794,AWAY +1.5/+2.5 dog -> +7.5/+8.5 [Wong D],True,-8.5,1.0,False
2025,7,SEA,HOU,-3.0,0.9870352074804949,8,AWAY,2,0.749,AWAY +3/+3.5 dog -> +9/+9.5 (through 3+7),True,-9.0,1.0,False
2025,7,TEN,NE,6.0,-12.22089839467773,-18,AWAY,2,0.796,AWAY -6/-7 fav -> -0/-1 (through 3),True,0.0,1.0,False
2025,8,ATL,MIA,-6.0,6.038215346711022,-24,HOME,2,0.749,HOME -7/-6 fav -> -1/-0 (through 3),True,0.0,0.0,False
2025,8,BAL,CHI,-6.5,0.11733090273264567,14,HOME,2,0.749,HOME -7/-6 fav -> -1/-0 (through 3),False,-0.5,1.0,False
2025,8,CAR,BUF,7.5,-6.881865820963935,-31,AWAY,2,0.821,AWAY -7.5/-8.5 fav -> -1.5/-2.5 [Wong C],False,1.5,1.0,False
2025,8,CIN,NYJ,-2.5,9.41062313402184,-1,AWAY,1,0.794,AWAY +1.5/+2.5 dog -> +7.5/+8.5 [Wong D],False,-8.5,1.0,False
2025,8,HOU,SF,-2.0,4.212662589250598,11,AWAY,1,0.794,AWAY +1.5/+2.5 dog -> +7.5/+8.5 [Wong D],False,-8.0,0.0,False
2025,8,LAC,MIN,-3.0,-0.3387930875026056,27,AWAY,2,0.749,AWAY +3/+3.5 dog -> +9/+9.5 (through 3+7),True,-9.0,0.0,False
2025,8,NE,CLE,-7.0,6.468616907084174,19,HOME,2,0.749,HOME -7/-6 fav -> -1/-0 (through 3),False,-1.0,1.0,False
2025,8,NO,TB,5.5,0.6699488234147883,-20,HOME,1,0.833,HOME +4/+5.5 dog -> +10/+11.5 (through 7),True,11.5,0.0,False
2025,9,BUF,KC,1.5,0.3246221289281572,7,HOME,2,0.766,HOME +1.5/+2.5 dog -> +7.5/+8.5 [Wong B],True,7.5,1.0,False
2025,9,CIN,CHI,1.5,1.028553770757733,-5,HOME,2,0.766,HOME +1.5/+2.5 dog -> +7.5/+8.5 [Wong B],True,7.5,1.0,False
2025,9,DAL,ARI,-3.0,7.3437899008163905,-10,AWAY,2,0.749,AWAY +3/+3.5 dog -> +9/+9.5 (through 3+7),False,-9.0,1.0,False
2025,9,HOU,DEN,1.5,7.26229552862737,-3,HOME,2,0.766,HOME +1.5/+2.5 dog -> +7.5/+8.5 [Wong B],True,7.5,1.0,False
2025,9,MIA,BAL,7.5,-4.531803119364538,-22,AWAY,2,0.821,AWAY -7.5/-8.5 fav -> -1.5/-2.5 [Wong C],False,1.5,1.0,False
2025,9,NE,ATL,-3.0,1.505531111481816,1,AWAY,2,0.749,AWAY +3/+3.5 dog -> +9/+9.5 (through 3+7),True,-9.0,1.0,False
2025,9,PIT,IND,2.5,0.35977603607622294,7,HOME,2,0.766,HOME +1.5/+2.5 dog -> +7.5/+8.5 [Wong B],True,8.5,1.0,False
2025,9,TEN,LAC,8.0,-6.459594021542675,-7,AWAY,2,0.821,AWAY -7.5/-8.5 fav -> -1.5/-2.5 [Wong C],False,2.0,1.0,False
2025,10,CAR,NO,-3.5,4.464897551169554,-10,AWAY,2,0.749,AWAY +3/+3.5 dog -> +9/+9.5 (through 3+7),False,-9.5,1.0,False
2025,10,CHI,NYG,-3.5,6.480469173718372,4,AWAY,2,0.749,AWAY +3/+3.5 dog -> +9/+9.5 (through 3+7),False,-9.5,1.0,False
2025,10,GB,PHI,-3.0,-0.7196777584638945,-3,AWAY,2,0.749,AWAY +3/+3.5 dog -> +9/+9.5 (through 3+7),True,-9.0,1.0,False
2025,10,HOU,JAX,-3.0,-1.6849092731098563,7,AWAY,2,0.749,AWAY +3/+3.5 dog -> +9/+9.5 (through 3+7),True,-9.0,1.0,False
2025,10,IND,ATL,-7.0,6.643658057044934,6,HOME,2,0.749,HOME -7/-6 fav -> -1/-0 (through 3),False,-1.0,1.0,False
2025,10,NYJ,CLE,-2.0,0.5015613518076179,7,AWAY,1,0.794,AWAY +1.5/+2.5 dog -> +7.5/+8.5 [Wong D],True,-8.0,1.0,False
2025,10,SEA,ARI,-6.0,7.643464673526505,22,HOME,2,0.749,HOME -7/-6 fav -> -1/-0 (through 3),True,0.0,1.0,False
2025,10,TB,NE,-2.5,4.859801051385588,-5,AWAY,1,0.794,AWAY +1.5/+2.5 dog -> +7.5/+8.5 [Wong D],False,-8.5,1.0,False
2025,11,ARI,SF,1.5,-2.586487503469674,-19,HOME,2,0.766,HOME +1.5/+2.5 dog -> +7.5/+8.5 [Wong B],False,7.5,0.0,False
2025,11,ATL,CAR,-3.5,-0.6026682442088613,-3,AWAY,2,0.749,AWAY +3/+3.5 dog -> +9/+9.5 (through 3+7),True,-9.5,1.0,False
2025,11,BUF,TB,-6.0,4.926353705413253,12,HOME,2,0.749,HOME -7/-6 fav -> -1/-0 (through 3),False,0.0,1.0,False
2025,11,CLE,BAL,8.0,-12.392900336246687,-7,AWAY,2,0.821,AWAY -7.5/-8.5 fav -> -1.5/-2.5 [Wong C],True,2.0,1.0,False
2025,11,JAX,LAC,2.0,-0.9561232769313801,29,HOME,2,0.766,HOME +1.5/+2.5 dog -> +7.5/+8.5 [Wong B],True,8.0,1.0,False
2025,11,LAR,SEA,-2.5,4.8237867848403955,2,AWAY,1,0.794,AWAY +1.5/+2.5 dog -> +7.5/+8.5 [Wong D],False,-8.5,1.0,False
2025,11,MIA,WAS,1.5,-0.11463706104890913,3,HOME,2,0.766,HOME +1.5/+2.5 dog -> +7.5/+8.5 [Wong B],True,7.5,1.0,False
2025,11,MIN,CHI,-3.0,4.051417812111211,-2,AWAY,2,0.749,AWAY +3/+3.5 dog -> +9/+9.5 (through 3+7),False,-9.0,1.0,False
2025,11,NYG,GB,7.0,-8.792892875757166,-7,AWAY,2,0.796,AWAY -6/-7 fav -> -0/-1 (through 3),True,1.0,1.0,False
2025,11,PHI,DET,-1.5,1.0721813120741186,7,AWAY,1,0.794,AWAY +1.5/+2.5 dog -> +7.5/+8.5 [Wong D],True,-7.5,1.0,False
2025,11,PIT,CIN,-6.0,2.9202453773422405,22,HOME,2,0.749,HOME -7/-6 fav -> -1/-0 (through 3),False,0.0,1.0,False
2025,11,TEN,HOU,7.5,-8.100982383548741,-3,AWAY,2,0.821,AWAY -7.5/-8.5 fav -> -1.5/-2.5 [Wong C],True,1.5,1.0,False
2025,12,ARI,JAX,0.0,1.563098031736238,-3,HOME,2,0.733,HOME pickem -> +5/+7 (through 3),True,6.0,1.0,False
2025,12,CHI,PIT,-2.5,-1.2209617233014354,3,AWAY,1,0.794,AWAY +1.5/+2.5 dog -> +7.5/+8.5 [Wong D],True,-8.5,1.0,False
2025,12,CIN,NE,5.5,-6.57452891725169,-6,HOME,1,0.833,HOME +4/+5.5 dog -> +10/+11.5 (through 7),False,11.5,1.0,False
2025,12,DAL,PHI,4.0,-5.141069878370004,3,HOME,1,0.833,HOME +4/+5.5 dog -> +10/+11.5 (through 7),False,10.0,1.0,False
2025,12,GB,MIN,-6.0,1.192677397530088,17,HOME,2,0.749,HOME -7/-6 fav -> -1/-0 (through 3),False,0.0,1.0,False
2025,12,HOU,BUF,2.5,3.2764033031860818,4,HOME,2,0.766,HOME +1.5/+2.5 dog -> +7.5/+8.5 [Wong B],True,8.5,1.0,False
2025,12,LAR,TB,-6.0,8.804273712890456,27,HOME,2,0.749,HOME -7/-6 fav -> -1/-0 (through 3),True,0.0,1.0,False
2025,12,LV,CLE,-2.0,2.128389490788912,-14,AWAY,1,0.794,AWAY +1.5/+2.5 dog -> +7.5/+8.5 [Wong D],False,-8.0,1.0,False
2025,12,SF,CAR,-6.5,8.52243499876918,11,HOME,2,0.749,HOME -7/-6 fav -> -1/-0 (through 3),True,-0.5,1.0,False
2025,13,CLE,SF,6.5,-7.316794785946051,-18,AWAY,2,0.796,AWAY -6/-7 fav -> -0/-1 (through 3),True,0.5,1.0,False
2025,13,DAL,KC,4.0,-6.6062438317238055,3,HOME,1,0.833,HOME +4/+5.5 dog -> +10/+11.5 (through 7),False,10.0,1.0,False
2025,13,DET,GB,-3.0,6.206880028738079,-7,AWAY,2,0.749,AWAY +3/+3.5 dog -> +9/+9.5 (through 3+7),False,-9.0,1.0,False
2025,13,NYJ,ATL,1.5,2.47041858866777,3,HOME,2,0.766,HOME +1.5/+2.5 dog -> +7.5/+8.5 [Wong B],True,7.5,1.0,False
2025,13,PHI,CHI,-7.0,3.6844796483457674,-9,HOME,2,0.749,HOME -7/-6 fav -> -1/-0 (through 3),False,-1.0,0.0,False
2025,13,PIT,BUF,4.25,1.7873138085305498,-19,HOME,1,0.833,HOME +4/+5.5 dog -> +10/+11.5 (through 7),True,10.25,0.0,False
2025,13,TB,ARI,-6.5,-0.41590728042883385,3,HOME,2,0.749,HOME -7/-6 fav -> -1/-0 (through 3),False,-0.5,1.0,False
2025,13,TEN,JAX,7.0,-7.256455936174087,-22,AWAY,2,0.796,AWAY -6/-7 fav -> -0/-1 (through 3),True,1.0,1.0,False
2025,13,WAS,DEN,6.5,-9.757378374874023,-1,AWAY,2,0.796,AWAY -6/-7 fav -> -0/-1 (through 3),True,0.5,1.0,False
2025,14,ARI,LAR,8.5,-3.8342249585901764,-28,AWAY,2,0.821,AWAY -7.5/-8.5 fav -> -1.5/-2.5 [Wong C],False,2.5,1.0,False
2025,14,ATL,SEA,7.5,-1.8800397757881735,-28,AWAY,2,0.821,AWAY -7.5/-8.5 fav -> -1.5/-2.5 [Wong C],False,1.5,1.0,False
2025,14,BAL,PIT,-6.5,4.540923787833538,-5,HOME,2,0.749,HOME -7/-6 fav -> -1/-0 (through 3),False,-0.5,0.0,False
2025,14,BUF,CIN,-6.5,10.478256740311041,5,HOME,2,0.749,HOME -7/-6 fav -> -1/-0 (through 3),True,-0.5,1.0,False
2025,14,CLE,TEN,-3.5,2.240906770963227,-2,AWAY,2,0.749,AWAY +3/+3.5 dog -> +9/+9.5 (through 3+7),True,-9.5,1.0,False
2025,14,GB,CHI,-6.25,8.365125937648424,7,HOME,2,0.749,HOME -7/-6 fav -> -1/-0 (through 3),True,-0.25,1.0,False
2025,14,LAC,PHI,2.5,-0.890984674775105,3,HOME,2,0.766,HOME +1.5/+2.5 dog -> +7.5/+8.5 [Wong B],True,8.5,1.0,False
2025,14,LV,DEN,8.0,-14.802769068070745,-7,AWAY,2,0.821,AWAY -7.5/-8.5 fav -> -1.5/-2.5 [Wong C],True,2.0,1.0,False
2025,14,MIN,WAS,-2.5,1.098522770712752,31,AWAY,1,0.794,AWAY +1.5/+2.5 dog -> +7.5/+8.5 [Wong D],True,-8.5,0.0,False
2025,15,DEN,GB,1.5,3.183533713486331,8,HOME,2,0.766,HOME +1.5/+2.5 dog -> +7.5/+8.5 [Wong B],True,7.5,1.0,False
2025,15,HOU,ARI,-7.0,10.234755088169635,20,HOME,2,0.749,HOME -7/-6 fav -> -1/-0 (through 3),True,-1.0,1.0,False
2025,15,NE,BUF,-0.5,-5.401768850399922,-4,HOME,2,0.733,HOME pickem -> +5/+7 (through 3),False,5.5,1.0,False
2025,15,NO,CAR,2.5,-9.975314068733049,3,HOME,2,0.766,HOME +1.5/+2.5 dog -> +7.5/+8.5 [Wong B],False,8.5,1.0,False
2025,15,NYG,WAS,2.0,-2.6609070099103853,-8,HOME,2,0.766,HOME +1.5/+2.5 dog -> +7.5/+8.5 [Wong B],False,8.0,,True
