phase,feature,rule,market,disc_n,disc_roi,disc_z,val_n,val_roi,val_excess,val_z
postdl,pair_l5_gtot_vs_line,pair_l5_gtot_vs_line >= 3.9,h1_spread_away,136,12.081928551197052,2.0984511,338,-3.379811719059944,2.4551022797822952,0.47264743
late,h2h_prev_margin_h,h2h_prev_margin_h < 0,h1_spread_fav,126,8.786868304014206,2.0879414,257,-7.29561373591423,2.7965642511844635,0.4709832
all,a_d3_cover,a_d3_cover <= -0.3559,fg_spread_dog,232,7.841712981462479,2.1187131,270,-0.9459539316594601,2.734118327498436,0.47025582
gp25,rt_net_diff,rt_net_diff <= -5.663,h1_total_over,125,12.807255983352661,2.2068424,246,-0.8363134227693081,2.8577227145433426,0.4701106
gp50,a_rest_days,a_rest_days <= 1,fg_spread_fav,197,15.314830839633942,2.4350681,188,5.5957164615392685,3.2638348639011383,0.4700336
gp25,d_l10_cover,d_l10_cover <= -0.3,fg_ml_home,185,16.940827667713165,2.9319532,205,-5.055161565542221,3.3620409667491913,0.46928924
all,d_l10_h1t,d_l10_h1t <= -4,fg_total_under,646,3.1363293528556824,2.1176116,622,-5.138732865452766,1.794494315981865,0.46891662
stretch,a_b2b,a_b2b == 1,fg_spread_fav,214,15.97118079662323,2.7953076,211,1.3295458629727364,3.0750665813684464,0.46810743
gp50,st_a_l10,st_a_l10 >= 0.7,fg_ml_fav,254,8.210651576519012,2.819384,261,2.4399518966674805,1.8067020922899246,0.4679547
gp50,rt_imp_total,rt_imp_total >= 459.3,fg_ml_home,200,6.353913992643356,2.0102375,252,-8.905212581157684,2.8122253715991974,0.46524745
all,h_l10_margin_vs_need,h_l10_margin_vs_need >= 5.8,h1_spread_away,137,14.064504206180573,2.3763912,329,-0.7246362511068583,2.448725886642933,0.4650851
mid,a_l3_h1t,a_l3_h1t <= 112,fg_spread_fav,266,13.417993485927582,2.6068876,341,-5.881226062774658,2.38642618060112,0.46187735
postdl,pair_l5_margin_vs_line,pair_l5_margin_vs_line >= 3.695,h1_total_over,138,11.843598634004593,2.2414198,295,-1.167269516736269,2.5601908564567566,0.46114555
gp25,d_rest_days,d_rest_days <= -1,h1_total_over,177,8.753407001495361,2.0601618,344,-1.339279394596815,2.3547567427158356,0.45807612
all,h2h_prev_cover_h,h2h_prev_cover_h == 1,fg_ml_dog,807,6.4328983426094055,2.2892883,791,-3.520507365465164,2.514224871993065,0.45669547
stretch,h_d5_margin,h_d5_margin >= 5.214,fg_total_under,223,13.86435329914093,2.378988,281,-7.58720189332962,2.58912593126297,0.4554072
mid,h_d5_cover,h_d5_cover <= -0.1122,fg_spread_fav,269,10.000753402709961,2.0342686,267,-5.612647533416748,2.65500470995903,0.45469737
gp25,a_rest_days,a_rest_days <= 1,fg_spread_fav,336,7.379468530416489,2.130412,315,-1.1949912644922733,2.431728318333626,0.45210582
all,a_s2d_own,a_s2d_own <= 111,fg_total_over,459,5.2342623472213745,2.133074,484,-0.19600277300924063,1.948210597038269,0.44918153
gp25,a_l5_own,a_l5_own >= 118.6,fg_total_under,522,7.161008566617966,2.5767484,496,-4.522838816046715,1.922457292675972,0.44854352
all,d_l5_margin,d_l5_margin <= -9.84,fg_spread_fav,459,6.902363151311874,2.3593183,522,-3.440380096435547,1.8738135695457458,0.44845003
postdl,pair_l5_oum,pair_l5_oum >= 3.36,tt_home_over,121,6.058119982481003,2.002422,350,1.5611659735441208,2.268441580235958,0.44733328
gp50,a_l5_margin,a_l5_margin >= 4.8,tt_away_under,159,6.958373636007309,2.2120624,329,-5.148373544216156,2.3406624794006348,0.4464871
all,a_l5_own,a_l5_own <= 106.2,h1_total_under,146,14.994652569293976,2.4859395,254,-2.9744716361165047,2.6702435687184334,0.4455215
stretch,h_l5_h1t,h_l5_h1t <= 109.2,h1_total_under,164,11.748332530260086,2.0088456,211,-2.2392716258764267,2.925129607319832,0.44474822
stretch,c_tt_home_point,c_tt_home_point <= 109.5,fg_total_over,181,6.5363384783267975,2.0144758,226,3.9132583886384964,2.812088280916214,0.44365412
gp50,a_l3_win,a_l3_win == 1,fg_spread_fav,137,15.667277574539185,2.073909,159,5.67115992307663,3.3392786979675293,0.4422553
gp50,h_d5_h1m,h_d5_h1m >= 4.174,fg_total_under,199,18.958425521850586,3.2870967,226,-7.075917720794678,2.791527658700943,0.44028646
gp50,st_a_gp,st_a_gp >= 76,fg_total_over,200,8.812151104211807,2.1650312,195,3.785090148448944,2.9945798218250275,0.43874732
mid,a_l3_h1t,a_l3_h1t <= 109.7,fg_ml_fav,189,9.939175844192505,2.2592683,248,-5.555128306150436,1.9386373460292816,0.4380759
all,d_l5_h1t,d_l5_h1t >= 7.2,fg_ml_fav,473,3.784368559718132,2.092539,511,-3.6240797489881516,1.291942223906517,0.435692
all,h_l5_win,h_l5_win == 0.6,fg_total_under,647,3.2758351415395737,2.1564248,570,-5.203063786029816,1.7301633954048157,0.43279564
early,h_l3_cover,h_l3_cover >= 0.666667,fg_spread_home,176,17.24541187286377,2.8439,168,3.4881319850683212,3.18172387778759,0.4323681
stretch,pair_l10_margin_vs_line,pair_l10_margin_vs_line >= 6.65,fg_spread_fav,225,15.40030688047409,2.7765112,242,0.9041782468557358,2.6496989652514458,0.4319704
postdl,st_a_l10,st_a_l10 >= 0.7,fg_ml_fav,229,8.5028275847435,2.8415954,260,1.8656980246305466,1.6686677932739258,0.43037817
gp50,a_d3_atsm,a_d3_atsm <= -3.629,fg_ml_away,299,18.604597449302673,2.109625,307,-7.1670472621917725,3.1764432787895203,0.4296216
veryLate,h_l5_h1m,h_l5_h1m > 0,fg_total_under,252,3.0369868502020836,2.1215587,247,-11.884737014770508,2.59513258934021,0.4295717
gp50,st_days_to_deadline,st_days_to_deadline >= 45,tt_home_over,181,4.127142950892448,2.2800448,353,1.2116425670683384,2.1641820669174194,0.42854956
gp50,open_spread_home_point,open_spread_home_point > 0,fg_ml_fav,359,5.022094026207924,2.4586616,394,1.976480521261692,1.3432307168841362,0.42746025
gp25,h_adj_tempo_pts,h_adj_tempo_pts <= 223,fg_total_over,346,5.942836403846741,2.226345,289,-0.24391491897404194,2.3889249190688133,0.42556795
veryLate,open_total_move,open_total_move < 0,fg_total_over,235,16.173790395259857,2.5024543,219,8.109952509403229,2.7069125324487686,0.42193577
postdl,st_a_gp,st_a_gp <= 59,fg_total_under,197,11.44438236951828,2.1888988,265,-7.0476233959198,2.469860762357712,0.42174312
postdl,d_l10_margin,d_l10_margin <= -8.5,fg_spread_fav,175,14.550955593585968,2.219593,205,4.267740994691849,2.787124738097191,0.41887635
stretch,d_s2d_margin,d_s2d_margin <= -5.57,h1_total_over,145,10.37801131606102,2.0696921,267,-1.5045596286654472,2.441835217177868,0.41842514
gp50,h_d5_margin,h_d5_margin >= 5.313,fg_total_under,196,12.987011671066284,2.3863466,241,-7.314497232437134,2.552948147058487,0.41580495
stretch,a_s2d_cover,a_s2d_cover >= 0.5441,tt_away_under,122,9.886220842599869,2.0279794,236,-4.9254294484853745,2.566077932715416,0.41461742
gp25,h2h_days,h2h_days >= 77,h1_total_under,150,13.20083886384964,2.111245,270,-3.044244274497032,2.4062905460596085,0.4139671
postdl,d_d3_h1m,d_d3_h1m >= 5.067,fg_total_under,259,9.828003495931625,2.2372873,288,-7.196653634309769,2.320830523967743,0.41313526
postdl,st_h_gp,st_h_gp >= 73,tt_away_over,141,13.559173047542572,2.0149508,284,-1.0088001377880573,2.3186244070529938,0.41149047
gp25,h_d5_margin,h_d5_margin >= 5.138,fg_total_under,344,8.776229619979858,2.405639,418,-4.525827616453171,1.919468492269516,0.41112718
gp50,d_l5_win,d_l5_win <= -0.4,fg_spread_fav,159,21.27525806427002,2.9755032,163,5.37944994866848,3.0475685372948647,0.40866652
all,a_l10_margin,a_l10_margin >= 5.7,fg_spread_fav,441,5.639823526144028,2.0348454,531,-3.625323623418808,1.6888700425624847,0.40765798
all,a_s2d_own,a_s2d_own >= 119.4,fg_ml_home,238,9.647728502750397,2.0653765,347,-4.606273770332336,2.253471314907074,0.40719458
veryLate,h_d5_atsm,h_d5_atsm >= 3.061,fg_spread_dog,157,7.017046213150024,2.023065,147,-11.681430786848068,3.184739500284195,0.40681207
postdl,h_l5_h1m,h_l5_h1m >= 4.8,fg_total_under,185,22.800977528095245,3.7394834,234,-6.99290931224823,2.5245748460292816,0.40508744
gp50,h2h_prev_margin_h,h2h_prev_margin_h > 0,h1_spread_dog,225,8.542533218860626,2.0920622,413,-4.8286087810993195,1.9019119441509247,0.4048141
gp50,h_l5_h1m,h_l5_h1m >= 4.8,fg_total_under,213,21.89500331878662,3.8497827,237,-7.36469104886055,2.502754330635071,0.4042328
gp50,st_a_l10,st_a_l10 >= 0.7,fg_spread_fav,249,11.172538250684738,2.052455,257,4.731174185872078,2.3992927744984627,0.40399092
veryLate,d_d3_h1m,d_d3_h1m >= 5.373,fg_ml_away,157,34.21342074871063,2.4325387,146,-5.9858255088329315,4.37227264046669,0.40393236
gp50,a_b2b,a_b2b == 1,fg_spread_fav,186,13.927745819091797,2.167803,187,5.137265473604202,2.805384062230587,0.40293494
all,d_s2d_atsm,d_s2d_atsm >= 4.373,fg_total_over,229,10.888557881116867,2.4030383,259,0.24458433035761118,2.388797700405121,0.40289566
all,a_l10_gtot_vs_line,a_l10_gtot_vs_line <= -9.92,fg_ml_dog,218,17.99401342868805,2.3111475,209,-1.7380772158503532,4.296655207872391,0.4011788
postdl,h_d5_opp,h_d5_opp >= 2.067,fg_spread_away,260,11.60728707909584,2.0962288,358,-6.138457357883453,1.972002536058426,0.3911236
stretch,a_rest_days,a_rest_days <= 1,fg_spread_fav,225,17.08574742078781,3.0414534,214,0.8030857890844345,2.5486065074801445,0.39071444
stretch,a_l5_margin,a_l5_margin >= 4.6,fg_total_under,349,11.049359291791916,2.4249024,381,-8.29450935125351,1.8818184733390808,0.3854196
stretch,st_h_gp,st_h_gp >= 75,fg_total_over,228,7.171744853258133,2.3615096,225,3.522835671901703,2.4216655641794205,0.38121217
gp50,a_d5_over,a_d5_over <= -0.1328,tt_home_under,148,18.558137118816376,2.3293858,212,-6.898276507854462,2.4802863597869873,0.38044462
all,rt_imp_total,rt_imp_total <= 447.6,fg_total_over,723,8.26510637998581,3.5308628,441,-0.4247842822223902,1.7194291576743126,0.37841374
postdl,pair_l10_margin_vs_line,pair_l10_margin_vs_line >= 6.71,fg_spread_fav,172,18.761537969112396,2.7793212,211,3.960750624537468,2.48013436794281,0.37815422
veryLate,d_l3_atsm,d_l3_atsm >= 6.167,fg_ml_away,158,31.919115781784058,2.2521749,153,-6.3597820699214935,3.998316079378128,0.37813583
gp50,pair_l5_oum,pair_l5_oum >= 3.2,tt_home_over,132,5.714548751711845,2.1407797,356,0.9370431303977966,1.8895827233791351,0.37576023
postdl,d_l3_atsm,d_l3_atsm >= 9.333,fg_ml_dog,177,23.77256006002426,2.0842671,207,-18.067750334739685,3.8356751203536987,0.37295818
postdl,st_a_gp,st_a_gp >= 73,fg_total_over,288,6.720741093158722,2.1988943,283,2.5468023493885994,2.1060872822999954,0.37165862
stretch,rt_imp_total,rt_imp_total <= 448.2,fg_total_over,228,12.204652279615402,3.15805,186,3.6931701004505157,2.5919999927282333,0.37098196
mid,a_l3_h1t,a_l3_h1t <= 109.7,fg_spread_fav,185,14.564184844493866,2.3373952,246,-6.023416668176651,2.244235575199127,0.3689245
mid,rt_imp_total,rt_imp_total >= 453.3,fg_spread_dog,268,4.737218841910362,2.0475023,519,0.8215215057134628,1.5433704480528831,0.36835235
stretch,st_h_gb_10,st_h_gb_10 > 0,fg_spread_fav,370,7.833097130060196,2.0350862,345,0.14614699175581336,1.8916677683591843,0.3682173
all,a_adj_def,a_adj_def <= 109.8,fg_total_over,240,15.344387292861938,3.183222,248,0.07680048584006727,2.22101379185915,0.36655605
gp50,a_gp_prior,a_gp_prior >= 73,fg_total_over,324,4.8797182738780975,2.0140793,284,2.857936918735504,2.0674265921115875,0.3655531
postdl,d_l5_win,d_l5_win <= -0.4,fg_spread_fav,138,18.966999650001526,2.5148113,163,4.20822873711586,2.727612480521202,0.36553502
stretch,a_adj_tempo_pts,a_adj_tempo_pts <= 224.2,fg_total_over,339,3.072376549243927,2.0884209,257,3.2691214233636856,2.167951315641403,0.364735
all,d_d5_opp,d_d5_opp >= 9.58,fg_total_under,232,7.80506432056427,2.0140188,208,-4.521026089787483,2.412201091647148,0.36450502
gp25,st_d_games_left,st_d_games_left >= 1,fg_total_over,570,3.8292791694402695,2.3288991,564,-1.1696025729179382,1.4632372185587883,0.36414284
gp25,st_d_gp,st_d_gp <= -1,fg_total_over,571,3.647441416978836,2.2854207,564,-1.1696025729179382,1.4632372185587883,0.36414284
postdl,st_a_l10,st_a_l10 >= 0.7,fg_spread_fav,224,11.646508425474167,2.0555274,256,3.648803010582924,2.168186753988266,0.36414066
all,d_d5_h1m,d_d5_h1m >= 8.558,fg_ml_away,236,13.007304072380066,2.0540864,238,-0.9541952051222324,3.1383752822875977,0.36248145
mid,a_l5_h1t,a_l5_h1t <= 110.4,fg_ml_fav,189,8.892742544412613,2.0558617,227,-5.817606300115585,1.6761593520641327,0.36237246
early,h_l3_margin_vs_need,h_l3_margin_vs_need > 0,fg_spread_home,139,25.09358525276184,3.4961605,154,3.0479518696665764,2.74154394865036,0.35669097
gp50,h_d5_opp,h_d5_opp >= 2.346,fg_spread_away,294,11.69169545173645,2.3231046,343,-5.934736877679825,1.8355824053287506,0.35630193
all,pair_l10_margin_vs_line,pair_l10_margin_vs_line >= 10.37,h1_spread_away,127,13.828909397125244,2.2601702,272,-1.1122058145701885,2.0611561834812164,0.35595053
gp25,a_l5_h1m,a_l5_h1m >= 5,fg_spread_fav,346,7.597541064023972,2.2043803,352,-1.8172811716794968,1.809438318014145,0.35561895
stretch,a_l10_atsm,a_l10_atsm >= 3.5,tt_home_under,135,16.112877428531647,2.014185,253,-6.8723030388355255,2.118571847677231,0.35507035
gp25,a_l10_h1t,a_l10_h1t <= 108.1,tt_home_over,123,7.436387985944748,2.1183069,160,-1.7565572634339333,2.664070390164852,0.35501388
mid,a_d3_h1m,a_d3_h1m >= 3.246,fg_ml_away,272,6.497148424386978,2.0347517,264,5.463961511850357,2.9855137690901756,0.35380825
early,h_l3_win,h_l3_win >= 0.333333,fg_ml_home,303,10.192292928695679,2.0758736,314,1.162555254995823,1.9863881170749664,0.3536802
all,d_s2d_opp,d_s2d_opp <= -8.164,fg_spread_home,235,8.093693852424622,2.012705,251,-1.1267214082181454,2.124250680208206,0.3524368
all,a_d3_atsm,a_d3_atsm <= -5.799,fg_spread_dog,465,4.320017620921135,2.2042027,504,-2.180289104580879,1.4997832477092743,0.35243478
stretch,a_l10_gtot,a_l10_gtot >= 233.9,fg_total_under,342,11.089452356100082,2.4082327,367,-8.4237739443779,1.7525538802146912,0.35228813
gp25,d_s2d_atsm,d_s2d_atsm >= 3.707,fg_total_over,175,14.55988883972168,2.7775583,170,-0.06043784669600427,2.572401985526085,0.35146394
gp50,rt_imp_total,rt_imp_total >= 456.9,fg_ml_home,299,6.620561331510544,2.5003881,380,-9.990022331476212,1.7274156212806702,0.35093144
postdl,a_l5_margin,a_l5_margin >= 4.8,tt_away_under,148,7.230112701654434,2.1039224,326,-4.861116409301758,1.8450602889060974,0.35026395
mid,a_d3_h1m,a_d3_h1m >= 5.667,fg_spread_away,178,8.379664272069931,2.3316913,155,1.0903967544436455,2.6712140068411827,0.34829956
gp25,a_adj_tempo_pts,a_adj_tempo_pts <= 222.9,fg_total_over,345,6.261258572340012,2.2850866,267,-0.6219869945198298,2.0108528435230255,0.34431303
gp50,h_l3_cover,h_l3_cover == 0.333333,fg_ml_home,413,1.66978407651186,2.0119698,353,-9.966056793928146,1.7513811588287354,0.34292695
stretch,a_adj_tempo_pts,a_adj_tempo_pts <= 223.2,fg_total_over,226,10.67885234951973,2.9037468,177,3.5558726638555527,2.4547025561332703,0.3427258
gp50,rt_net_diff,rt_net_diff <= -3.737,h1_total_over,124,16.783185303211212,2.5972092,232,-0.5846192128956318,2.140047773718834,0.34188056
postdl,gbr_fav,gbr_fav <= -0.2391,tt_away_over,136,19.166363775730133,2.6737773,291,-1.4439239166676998,1.8835004419088364,0.33836263
stretch,st_a_gp,st_a_gp >= 71,tt_away_over,172,10.638287663459778,2.0442705,341,-0.811894703656435,1.7343763262033463,0.3373581
postdl,st_days_to_deadline,st_days_to_deadline <= 24,fg_total_under,273,11.188805103302002,2.5325181,279,-7.600294053554535,1.9171901047229767,0.33590767
gp50,st_a_gp,st_a_gp >= 72,tt_home_over,159,5.574510619044304,2.330793,309,0.8596166968345642,1.8121562898159027,0.3357336
postdl,a_l10_win,a_l10_win >= 0.7,fg_ml_fav,233,8.239274471998215,2.8067582,262,1.490861177444458,1.2938308529555798,0.3349823
all,open_total_move,open_total_move >= 2,h1_total_under,286,7.437950372695923,2.1403215,646,-4.386333748698235,1.2583814561367035,0.33483398
mid,h_l10_oum,h_l10_oum <= -1.72,fg_ml_dog,218,11.716219782829285,2.0652196,378,7.918748259544373,2.763669192790985,0.3332311
gp25,d_trav_km,d_trav_km > 0,fg_spread_away,369,9.170015156269073,2.3469288,385,-4.259498044848442,1.6175739467144012,0.33242843
all,pair_l5_gtot_vs_line,pair_l5_gtot_vs_line >= 8.6,fg_ml_fav,236,6.444945931434631,2.06183,261,-3.5407550632953644,1.3752669095993042,0.33146167
all,pair_l3_gtot_vs_line,pair_l3_gtot_vs_line <= -9.5,fg_ml_home,248,11.001625657081604,2.3167303,237,-4.645921662449837,2.2138234227895737,0.33059964
gp25,pair_l10_gtot_vs_line,pair_l10_gtot_vs_line < 0,fg_ml_home,777,4.106215760111809,2.6278684,788,-7.2144486010074615,1.2027539312839508,0.3291551
stretch,h_gp_prior,h_gp_prior >= 76,fg_total_over,237,8.740593492984772,2.6608164,194,3.3359959721565247,2.2348258644342422,0.3266675
stretch,a_l5_cover,a_l5_cover == 0.8,fg_spread_fav,160,14.556729793548584,2.229537,165,0.6807331461459398,2.426253817975521,0.3266089
gp25,a_l3_gtot_vs_line,a_l3_gtot_vs_line <= -5.5,fg_total_under,519,4.835332557559013,2.0142522,513,-5.078957602381706,1.3663385063409805,0.32420826
all,gbr_fav,gbr_fav <= -0.2895,tt_home_over,128,10.60921922326088,2.0273488,270,-2.369111031293869,1.8629293888807297,0.32245362
all,a_adj_def,a_adj_def >= 115.3,fg_total_under,486,4.4920507818460464,2.149848,789,-5.859970673918724,1.0732565075159073,0.31586418
postdl,open_spread_home_point,open_spread_home_point > 0,fg_ml_fav,316,4.059945419430733,2.1689882,390,1.1967030353844166,0.9996727108955383,0.31577942
stretch,h_s2d_h1m,h_s2d_h1m >= 2.28,fg_spread_dog,226,6.429126858711243,2.0878885,289,-5.511847883462906,1.7590560019016266,0.31318417
gp50,a_l10_win,a_l10_win >= 0.7,fg_ml_fav,259,8.12186673283577,2.8258743,262,1.8387235701084137,1.2054737657308578,0.31282783
all,d_streak_ats,d_streak_ats <= -2,h1_spread_fav,422,8.303795754909515,2.0819278,813,-5.691617354750633,1.0416138917207718,0.3114446
all,st_d_season_frac,st_d_season_frac >= 0.0122,fg_total_under,612,7.310536503791809,3.1429458,679,-5.794460698962212,1.1387664824724197,0.31090516
gp25,h_alt_m,h_alt_m >= 253,fg_ml_home,353,6.5901100635528564,2.2122667,348,-6.711596250534058,1.7056062817573547,0.31019095
veryLate,h_l5_h1t,h_l5_h1t >= 117.4,fg_ml_home,158,15.468484163284302,2.4636416,180,-10.617317259311676,2.3036539554595947,0.3071634
stretch,a_gp_prior,a_gp_prior >= 76,fg_total_over,233,8.14932957291603,2.543669,198,3.176775947213173,2.0756058394908905,0.3065059
all,d_l10_h1t,d_l10_h1t <= -6.2,fg_total_under,430,5.662189796566963,2.2763982,402,-5.483591556549072,1.449635624885559,0.3045301
all,gbr_a,gbr_a <= -0.1776,h1_total_over,122,17.119471728801727,2.5164607,252,-1.6417190432548523,1.821071282029152,0.30312732
veryLate,h_l5_opp,h_l5_opp >= 116.8,fg_ml_fav,158,8.320295065641403,2.3323352,196,1.2070050463080406,1.3088658452033997,0.3015539
veryLate,h_l3_gtot_vs_line,h_l3_gtot_vs_line >= 7.05,fg_ml_fav,156,7.189749181270599,2.1036568,155,1.3583684340119362,1.4602292329072952,0.29917732
gp25,gbr_d,gbr_d >= 0.3333,fg_spread_fav,345,8.453024923801422,2.3676674,351,-2.1096087992191315,1.5171106904745102,0.29774234
all,a_d5_over,a_d5_over <= -0.2789,h1_spread_away,125,14.548687636852264,2.3267117,207,-1.1979041621088982,1.9754579290747643,0.29760984
all,a_d3_margin,a_d3_margin <= -9.842,fg_ml_dog,238,14.951322972774506,2.1064906,258,-3.1805910170078278,2.8541412204504013,0.2960872
gp50,a_l5_h1m,a_l5_h1m >= 4.6,fg_ml_fav,213,6.480972468852997,2.208614,226,1.856638491153717,1.2233886867761612,0.29485986
mid,gbr_dog,gbr_dog < 0,fg_spread_fav,142,14.308981597423553,2.015948,142,-5.912293866276741,2.355358377099037,0.2941729
gp50,a_days_since_home,a_days_since_home <= 2,fg_ml_home,328,2.919834665954113,2.0015304,326,-10.161810368299484,1.5556275844573975,0.29271707
mid,h_s2d_opp,h_s2d_opp <= 111.3,fg_ml_fav,272,7.370823621749878,2.1114147,212,-6.092829257249832,1.4009363949298859,0.29269364
all,h_d3_own,h_d3_own <= -3.232,fg_spread_fav,701,4.0413424372673035,2.122136,744,-4.294176772236824,1.0200168937444687,0.29143804
stretch,a_l3_atsm,a_l3_atsm <= -6.167,fg_spread_dog,230,6.243875250220299,2.0768454,263,-5.555344372987747,1.7155595123767853,0.29137677
stretch,gbr_fav,gbr_fav <= -0.3254,fg_total_over,225,7.757579535245895,2.4380279,245,2.865966036915779,1.7647959291934967,0.28989378
mid,h_l3_gtot_vs_line,h_l3_gtot_vs_line >= 10.3,fg_spread_fav,175,14.544403553009033,2.270603,136,-5.89601993560791,2.371632307767868,0.28988
mid,d_s2d_cover,d_s2d_cover >= 0.07851,fg_spread_fav,268,12.56711632013321,2.4707117,243,-6.494058668613434,1.7735935747623444,0.28977352
stretch,a_s2d_win,a_s2d_win >= 0.6233,tt_away_under,138,10.727249085903168,2.2615714,234,-5.69797158241272,1.7935357987880707,0.28856233
late,st_d_gp,st_d_gp <= -1,fg_total_over,230,-1.2216339819133282,2.1742246,232,-0.4307718016207218,1.8039308488368988,0.287942
all,d_l3_h1t,d_l3_h1t >= 8.667,fg_ml_fav,491,3.860616311430931,2.1561131,511,-4.073122888803482,0.8428990840911865,0.2842576
gp25,d_trav_km,d_trav_km >= 808.2,fg_ml_away,175,19.450567662715912,2.006696,182,-0.7390002720057964,2.7891259640455246,0.27919146
all,h_l3_gtot_vs_line,h_l3_gtot_vs_line >= 10.33,fg_ml_fav,481,5.742974206805229,2.7236571,440,-4.0249064564704895,0.8911155164241791,0.27886012
stretch,rt_imp_total,rt_imp_total >= 459.4,fg_ml_home,229,7.5118765234947205,2.1166527,289,-9.41731110215187,1.6135014593601227,0.27858934
mid,t24_total_point,t24_total_point <= 226.3,fg_spread_fav,178,12.634672224521637,2.023005,266,-6.648246198892593,1.6194060444831848,0.2768204
gp50,a_adj_tempo_pts,a_adj_tempo_pts <= 223.2,fg_total_over,199,13.224132359027863,2.8116457,154,2.9063064604997635,2.115796133875847,0.2754834
veryLate,open_total_move,open_total_move > 0,fg_total_under,226,5.591310560703278,2.4119935,221,-12.732940912246704,1.7469286918640137,0.27352622
all,d_s2d_oum,d_s2d_oum <= -3.384,fg_total_under,453,8.731525391340256,3.0208642,474,-5.739156529307365,1.194070652127266,0.27238145
stretch,h_l5_h1m,h_l5_h1m >= 4.8,fg_total_under,236,18.913710117340088,3.2604342,280,-8.628550916910172,1.5477769076824188,0.27175713
stretch,h2h_prev_margin_h,h2h_prev_margin_h < 0,h1_spread_fav,258,5.543417856097221,2.0060172,495,-2.8430353850126266,1.15448497235775,0.2692436
gp50,a_d3_atsm,a_d3_atsm <= -3.629,fg_spread_dog,293,3.611088916659355,2.0554492,301,-9.881965816020966,1.471944898366928,0.26802245
all,rt_imp_margin,rt_imp_margin <= -2.333,h1_total_over,176,10.447415709495544,2.093956,486,-2.304401248693466,1.158389076590538,0.26777527
postdl,d_s2d_margin,d_s2d_margin <= -3.01,h1_total_over,155,9.427803754806519,2.0598688,328,-2.3206330835819244,1.4068271964788437,0.2671975
stretch,a_s2d_win,a_s2d_win >= 0.5909,tt_away_under,214,5.745190009474754,2.043906,320,-6.074904277920723,1.4166031032800674,0.26652926
all,h_d3_cover,h_d3_cover <= -0.3846,fg_spread_fav,237,9.550025314092636,2.122328,230,-3.650350496172905,1.6638431698083878,0.2643192
veryLate,open_total_move,open_total_move >= 1,fg_total_under,177,8.93682911992073,2.6015139,188,-12.66028881072998,1.8195807933807373,0.26277128
stretch,st_a_l10,st_a_l10 >= 0.7,fg_ml_fav,298,4.8123423010110855,2.279715,299,-2.0243627950549126,0.9658962488174438,0.25946254
stretch,d_trav_km,d_trav_km > 0,fg_ml_away,248,19.314049184322357,2.0425186,247,-3.6074094474315643,2.2039949893951416,0.25937575
mid,a_l5_gtot_vs_line,a_l5_gtot_vs_line <= -4.8,h1_spread_home,148,8.090374618768692,2.0307543,310,-9.375672787427902,1.397290825843811,0.25827074
early,h_l3_atsm,h_l3_atsm > 0,fg_spread_home,172,13.29779326915741,2.2693179,172,2.1808868274092674,1.8744789063930511,0.2577397
postdl,h_l3_atsm,h_l3_atsm <= -6,fg_spread_fav,179,14.116895198822021,2.1839433,209,3.177061304450035,1.6964450478553772,0.2574337
mid,d_l5_oum,d_l5_oum >= 9,fg_spread_fav,151,15.066567063331604,2.1763992,192,-6.497921794652939,1.7697304487228394,0.25701544
postdl,st_h_gp,st_h_gp >= 73,tt_home_over,141,5.690199136734009,2.1152275,283,0.7419092580676079,1.4491848647594452,0.25697246
stretch,st_days_to_deadline,st_days_to_deadline >= 50,fg_total_over,238,10.691868513822556,2.9819453,283,2.5468023493885994,1.4456323347985744,0.25521865
all,h_d3_h1m,h_d3_h1m >= 7.847,fg_total_under,236,11.642181128263474,2.648845,238,-5.360614508390427,1.5726126730442047,0.25419593
postdl,a_d3_atsm,a_d3_atsm <= -3.904,fg_ml_away,264,19.175627827644348,2.0421908,297,-9.438066929578781,1.8843241035938263,0.25208527
gp25,st_d_playin_edge,st_d_playin_edge >= 8.5,tt_away_over,217,12.000935524702072,2.1607494,451,-2.351514808833599,1.1251011863350868,0.25162154
stretch,pair_l5_gtot_vs_line,pair_l5_gtot_vs_line <= -2.7,fg_ml_home,345,4.112236946821213,2.0223556,317,-9.647755324840546,1.3830572366714478,0.25010133
gp50,h_l5_h1m,h_l5_h1m >= 3,fg_total_under,302,13.154719769954681,2.992698,332,-8.570576459169388,1.296868920326233,0.24791585
veryLate,d_d3_margin,d_d3_margin >= 6.585,fg_ml_away,157,29.823943972587585,2.0738084,169,-7.908542454242706,2.4495556950569153,0.24347574
mid,h_l3_h1m,h_l3_h1m <= -6.333,fg_spread_home,179,14.149719476699829,2.0884511,172,-5.6524720042943954,1.7561707645654678,0.24131806
gp25,st_d_playin_edge,st_d_playin_edge <= -9,h1_total_over,215,7.250535488128662,2.039349,413,-2.571180835366249,1.122855395078659,0.23933776
gp25,h_l3_own,h_l3_own >= 121.3,tt_home_under,171,17.050856351852417,2.472594,341,-4.5861851423978806,1.2306146323680878,0.23926334
veryLate,d_d3_margin,d_d3_margin >= 6.585,fg_spread_dog,156,7.689977437257767,2.104726,167,-13.11885267496109,1.747317612171173,0.2378983
all,late_total_move,late_total_move <= -1,fg_spread_away,324,7.242439687252045,2.234218,320,-4.473790153861046,1.2695357203483582,0.2377994
