phase,feature,rule,market,disc_n,disc_roi,disc_z,val_n,val_roi,val_excess,val_z
postdl,d_l3_h1m,d_l3_h1m >= 8.533,fg_ml_dog,176,23.89547973871231,2.0880623,208,-23.495306074619293,-1.5918806195259094,-0.1551584
gp25,a_adj_off,a_adj_off >= 115.4,fg_total_under,344,7.114987075328827,2.0828373,477,-7.129984349012375,-0.6846882402896881,-0.15666036
gp25,d_trav_km,d_trav_km >= 95.54,fg_spread_away,346,8.158817887306213,2.075515,352,-6.674559414386749,-0.797487422823906,-0.15671077
gp25,late_spread_move,late_spread_move <= -0.5,tt_home_under,220,13.227903842926025,2.203105,435,-6.532157212495804,-0.7153574377298355,-0.15708858
postdl,a_d3_margin,a_d3_margin <= -4.178,fg_spread_dog,263,5.264127627015114,2.1908033,321,-11.347588151693344,-0.8441440761089325,-0.15864128
veryLate,h_d5_over,h_d5_over < 0,h1_total_under,130,17.424391210079193,2.1612606,207,-4.953131824731827,-1.0575935244560242,-0.15932158
mid,a_l3_h1m,a_l3_h1m >= 6.667,fg_spread_away,187,7.212898135185242,2.2226655,169,-2.75795329362154,-1.1771360412240028,-0.16026857
gp25,h_l10_margin,h_l10_margin >= 8.03,h1_spread_away,122,17.35566258430481,2.3596869,273,-3.260054439306259,-0.9325884282588959,-0.1613509
all,d_d5_margin,d_d5_margin <= -4.521,fg_spread_fav,691,3.882325440645218,2.0631557,704,-5.898679420351982,-0.5844857543706894,-0.16244738
postdl,a_l10_atsm,a_l10_atsm <= -2.2,fg_spread_dog,264,6.322859227657318,2.375249,304,-11.393897235393524,-0.8904531598091125,-0.1628527
stretch,st_h_rank,st_h_rank <= 2,fg_spread_dog,145,9.276536107063293,2.0316653,140,-8.59016478061676,-1.3192608952522278,-0.16348049
all,h_l3_gtot_vs_line,h_l3_gtot_vs_line >= 10.33,fg_spread_fav,470,7.641112804412842,2.5551996,437,-6.061544269323349,-0.7473506033420563,-0.16365059
all,open_total_move,open_total_move <= -3.25,fg_ml_away,260,14.49686735868454,2.3369725,333,-5.292411148548126,-1.1998407542705536,-0.16392234
mid,a_l10_oum,a_l10_oum <= -3.475,fg_ml_dog,146,20.508350431919098,2.4281752,269,3.539752960205078,-1.6153261065483093,-0.16430469
postdl,h_l5_atsm,h_l5_atsm <= -2.8,fg_spread_fav,263,10.338813066482544,2.004995,332,0.6198170594871044,-0.860799103975296,-0.16463543
stretch,h_l10_win,h_l10_win >= 0.7,fg_spread_away,264,12.809140980243683,2.3935082,307,-8.565378189086914,-0.8996874094009399,-0.1651951
postdl,a_l3_atsm,a_l3_atsm <= -6.5,fg_spread_dog,176,9.556479007005692,2.3889723,201,-11.62121295928955,-1.1177688837051392,-0.1662253
stretch,a_streak_ou,a_streak_ou >= 2,tt_home_over,133,10.80031543970108,2.6711795,315,-2.259516902267933,-0.9001236408948898,-0.16838256
all,a_d5_win,a_d5_win <= -0.1,h1_spread_away,341,5.1405709236860275,2.0206783,740,-3.7653926759958267,-0.5920305848121643,-0.16863756
stretch,d_s2d_win,d_s2d_win >= 0.1655,tt_away_over,140,13.044184446334839,2.1466348,260,-3.540254756808281,-0.9939838200807571,-0.16882494
postdl,d_l3_atsm,d_l3_atsm <= -5.833,fg_spread_fav,263,11.06792837381363,2.1289384,264,0.4907337948679924,-0.989882368594408,-0.1688255
postdl,d_l3_atsm,d_l3_atsm >= 9.333,fg_spread_dog,177,6.777817010879517,2.0083191,201,-11.639036238193512,-1.1355921626091003,-0.16887583
all,st_d_gp,st_d_gp <= -1,fg_total_over,785,4.334455356001854,2.5254474,783,-2.728465385735035,-0.5842519924044609,-0.17133434
all,st_d_games_left,st_d_games_left >= 1,fg_total_over,784,4.467535018920898,2.5628738,783,-2.728465385735035,-0.5842519924044609,-0.17133434
late,h2h_prev_margin_h,h2h_prev_margin_h < 0,fg_ml_fav,269,4.145781323313713,2.006567,261,-6.000636518001556,-0.7154237478971481,-0.1724842
all,t4_total_point,t4_total_point <= 217,fg_total_over,271,8.493299782276154,2.201058,223,-3.2517559826374054,-1.1075425893068314,-0.17333098
gp25,d_streak_ats,d_streak_ats <= -2,h1_spread_fav,299,7.049614191055298,2.074068,574,-7.555023580789566,-0.6938040256500244,-0.17425062
gp50,h_adj_tempo_pts,h_adj_tempo_pts <= 224.1,tt_away_over,160,14.185841381549835,2.1669369,225,-3.637576475739479,-1.1060334742069244,-0.17471963
mid,a_d3_margin,a_d3_margin >= 6.722,fg_spread_away,178,8.326593786478043,2.3242695,175,-2.8517400845885277,-1.2709228321909904,-0.17608267
gp50,a_l3_atsm,a_l3_atsm <= -3.458,fg_spread_dog,295,4.208829998970032,2.1700583,318,-12.29822263121605,-0.9443119168281555,-0.17673615
gp25,h_s2d_own,h_s2d_own >= 119.2,tt_home_over,155,8.20644497871399,2.4797447,217,-5.57081513106823,-1.1501874774694443,-0.17849997
stretch,d_trav_km,d_trav_km >= 100.9,fg_ml_away,229,22.341641783714294,2.2882671,224,-7.426083832979202,-1.6146793961524963,-0.18095918
gp25,a_s2d_own,a_s2d_own >= 117.6,fg_total_under,343,8.540449291467667,2.3563912,369,-7.366783916950226,-0.9214878082275391,-0.18544276
stretch,a_s2d_h1t,a_s2d_h1t >= 116.9,fg_ml_home,343,6.708618253469467,2.454852,314,-12.069033086299896,-1.0382205247879028,-0.18685324
stretch,a_d3_margin,a_d3_margin <= -6.367,fg_spread_dog,227,7.649751007556915,2.2852063,271,-8.358810842037201,-1.0879069566726685,-0.1875632
all,st_h_gb_6,st_h_gb_6 >= 12,fg_spread_away,248,7.761810719966888,2.0403662,299,-6.78241029381752,-1.0390844196081161,-0.18813832
gp50,st_h_gp,st_h_gp <= 59,fg_total_under,312,8.301591873168945,2.143715,283,-10.936019569635391,-1.0685741901397705,-0.18859798
stretch,h_d3_margin,h_d3_margin >= 4.05,fg_total_under,336,10.797955095767975,2.3310065,361,-11.145133525133133,-0.9688057005405426,-0.19314519
gp25,d_l3_gtot,d_l3_gtot >= 14,tt_away_under,178,5.141080543398857,2.0825446,339,-7.536197453737259,-1.007574051618576,-0.1950776
gp25,a_d5_opp,a_d5_opp <= -7.265,fg_total_under,172,15.433400869369507,2.6157405,168,-7.909449189901352,-1.4641530811786652,-0.19881457
all,h_s2d_over,h_s2d_over <= 0.4,h1_total_over,167,11.950641125440598,2.2434986,274,-4.633039608597755,-1.1702492833137512,-0.20311947
gp25,d_s2d_atsm,d_s2d_atsm >= 2.551,fg_total_over,344,4.896346479654312,2.0165622,335,-3.7038642913103104,-1.0710244998335838,-0.20541838
all,h_d3_own,h_d3_own >= 5.581,fg_ml_fav,474,3.958379104733467,2.1488574,489,-5.539538338780403,-0.6235163658857346,-0.2056972
all,h_s2d_win,h_s2d_win <= 0.3721,fg_spread_away,466,7.746218889951706,2.7933636,556,-6.577123701572418,-0.8337978273630142,-0.20586807
gp50,a_l10_h1m,a_l10_h1m >= 4,fg_spread_fav,202,17.1860471367836,2.7445633,208,0.9689321741461754,-1.3629492372274399,-0.20645869
stretch,t60_spread_home_point,t60_spread_home_point <= -8.5,tt_away_over,135,14.476870000362396,2.28473,294,-3.698323667049408,-1.1520527303218842,-0.20807345
gp25,h_d3_h1t,h_d3_h1t >= 3.46,fg_ml_fav,525,3.0995000153779984,2.5195816,521,-5.118350312113762,-0.6062284111976624,-0.20821312
gp25,h2h_prev_cover_h,h2h_prev_cover_h == 1,fg_ml_dog,678,10.051756352186203,2.0930629,674,-8.684269338846207,-1.25565305352211,-0.20925374
veryLate,a_l3_atsm,a_l3_atsm <= -3.333,fg_spread_dog,159,8.080831915140152,2.1765358,169,-16.400834918022156,-1.5346646308898926,-0.21019293
gp50,t4_total_point,t4_total_point <= 222.5,fg_total_over,296,8.353985846042633,2.5512936,238,-0.508213834837079,-1.298724114894867,-0.21021642
gp50,a_l3_atsm,a_l3_atsm <= -3.458,fg_ml_dog,299,20.168597996234894,2.5280004,324,-24.403183162212372,-1.7348319292068481,-0.21141042
all,a_d5_atsm,a_d5_atsm <= -4.313,fg_ml_away,475,7.818379998207092,2.0620482,497,-5.364791676402092,-1.2722212821245193,-0.21234073
postdl,a_d5_h1m,a_d5_h1m >= 3.595,fg_spread_fav,172,14.309707283973694,2.1673207,225,0.12913047103211284,-1.3514856807887554,-0.21279196
gp50,a_streak_ou,a_streak_ou >= 2,tt_home_over,123,10.576526075601578,2.6391041,276,-2.1693212911486626,-1.2167817912995815,-0.21305275
gp50,d_d3_margin,d_d3_margin >= 9.499,fg_ml_away,200,21.355609595775604,2.000054,250,-12.09341287612915,-1.7499223351478577,-0.21358196
gp50,open_spread_home_point,open_spread_home_point > 0,fg_spread_fav,353,9.238877147436142,2.0629373,390,1.2990706600248814,-1.032810751348734,-0.21422732
postdl,h2h_prev_margin_h,h2h_prev_margin_h < 0,h1_spread_fav,213,9.032054990530014,2.0576925,435,-2.9984747990965843,-0.9843671694397926,-0.21519594
gp50,a_d3_margin,a_d3_margin >= 6.903,fg_total_under,199,12.251485139131546,2.2958314,228,-11.240193247795105,-1.3727478682994843,-0.21746899
late,h_s2d_cover,h_s2d_cover <= 0.4423,fg_ml_home,127,11.02864220738411,2.1013105,152,-11.235151439905167,-1.706153154373169,-0.2175707
mid,d_d3_h1t,d_d3_h1t > 0,fg_ml_fav,438,5.95797523856163,2.2612536,451,-8.210080116987228,-0.7163144648075104,-0.21828252
stretch,a_d3_margin,a_d3_margin <= -6.367,fg_ml_dog,229,19.25434023141861,2.0023293,277,-15.868671238422394,-2.03106552362442,-0.22131374
gp50,h_l3_h1m,h_l3_h1m >= 3.667,fg_total_under,313,10.397904366254807,2.535716,322,-11.054050922393799,-1.186605542898178,-0.22339502
stretch,st_h_l10,st_h_l10 >= 0.7,fg_spread_away,266,14.114060997962952,2.6256554,306,-8.890458941459656,-1.2247681617736816,-0.22451785
mid,d_d3_win,d_d3_win <= -0.1994,h1_spread_home,125,9.665129333734512,2.0512357,269,-12.0800219476223,-1.307058334350586,-0.22504982
postdl,a_s2d_gtot,a_s2d_gtot <= 224.5,fg_total_over,175,10.186632722616196,2.19442,218,-1.0251027531921864,-1.4658177271485329,-0.22702982
veryLate,a_d3_h1m,a_d3_h1m >= 3.476,fg_ml_home,157,12.472081184387207,2.1412356,161,-14.72533494234085,-1.80436372756958,-0.2275375
gp25,a_l3_win,a_l3_win == 1,fg_total_under,257,9.939868003129959,2.2747407,265,-7.783787697553635,-1.3384915888309479,-0.22826831
postdl,t60_total_point,t60_total_point <= 218.5,fg_total_over,181,12.864816188812256,2.6092143,126,-1.5017872676253319,-1.9425023347139359,-0.22872913
all,a_l3_h1m,a_l3_h1m <= -6,fg_total_over,475,4.90049421787262,2.0937285,528,-3.096272051334381,-0.9520586580038071,-0.22926828
gp25,st_d_gb_6,st_d_gb_6 < 0,tt_away_over,425,7.75936022400856,2.0951545,829,-4.237434267997742,-0.7608182728290558,-0.2306886
all,st_d_season_frac,st_d_season_frac <= -0.0122,h1_total_over,300,6.789951026439667,2.0692813,652,-4.324893653392792,-0.8621033281087875,-0.230824
early,d_streak_ou,d_streak_ou >= 2,fg_ml_home,131,18.89345347881317,2.4051287,123,-2.906244248151779,-2.0824111998081207,-0.23206028
all,h_s2d_cover,h_s2d_cover >= 0.5595,fg_total_over,460,5.420670658349991,2.1772792,483,-3.163330629467964,-1.0191172361373901,-0.2347259
postdl,d_d3_cover,d_d3_cover > 0,fg_ml_away,428,16.243314743041992,2.1763246,469,-12.72227168083191,-1.3998806476593018,-0.23533745
all,h_l3_h1t,h_l3_h1t >= 125,fg_ml_fav,249,7.998085021972656,2.4678843,226,-5.983269587159157,-1.0672476142644882,-0.23935665
postdl,d_l10_atsm,d_l10_atsm <= -4.8,fg_spread_fav,176,16.06951802968979,2.4370985,212,-0.087889184942469,-1.5685053542256355,-0.23972118
postdl,a_l3_atsm,a_l3_atsm <= -3.667,fg_ml_dog,265,23.05060476064682,2.480448,314,-23.9117369055748,-2.008311450481415,-0.24050774
stretch,h_d5_h1m,h_d5_h1m >= 2.787,fg_total_under,337,9.333689510822296,2.052713,362,-11.386852711439133,-1.2105248868465424,-0.24166937
gp50,h_adj_tempo_pts,h_adj_tempo_pts <= 224.1,fg_total_over,295,5.489632487297058,2.0315769,227,-0.7402320392429829,-1.530742272734642,-0.2419782
stretch,h_s2d_atsm,h_s2d_atsm <= -1.571,h1_spread_home,145,15.855878591537476,2.7088542,212,-6.358582526445389,-1.588577777147293,-0.2424177
late,h2h_prev_margin_h,h2h_prev_margin_h > 0,fg_ml_away,251,15.965686738491058,2.186353,251,-4.2646195739507675,-2.08035446703434,-0.2430707
postdl,t60_total_point,t60_total_point <= 222,fg_total_over,265,6.621125340461731,2.0922751,224,-1.1081591248512268,-1.5488741919398308,-0.2431727
gp25,a_d3_opp,a_d3_opp >= 9.377,fg_spread_dog,173,9.25876647233963,2.0149088,181,-7.1274518966674805,-1.7391543835401535,-0.24496098
veryLate,d_d3_cover,d_d3_cover > 0,fg_ml_away,263,23.811857402324677,2.0481591,233,-12.45884895324707,-2.1007508039474487,-0.24517575
veryLate,d_l3_over,d_l3_over >= 0.3333,fg_total_over,172,16.538752615451813,2.1911173,122,3.285527601838112,-2.1175123751163483,-0.24635188
stretch,a_l10_margin_vs_need,a_l10_margin_vs_need <= -3.6,fg_spread_away,224,14.20116126537323,2.4231317,298,-9.028064459562302,-1.3623736798763275,-0.24645673
all,h_l3_h1m,h_l3_h1m >= 9,fg_total_under,249,7.340122759342194,2.0096438,277,-8.347473293542862,-1.4142461121082306,-0.24661711
mid,a_l10_oum,a_l10_oum <= -3.475,fg_ml_away,146,20.201919972896576,2.776465,269,0.41370163671672344,-2.0647460594773293,-0.2469959
postdl,pair_l10_gtot_vs_line,pair_l10_gtot_vs_line < 0,h1_spread_home,186,10.601738840341568,2.1285172,389,-4.339941963553429,-1.208556815981865,-0.24976206
postdl,h_l3_h1m,h_l3_h1m >= 3.667,fg_total_under,273,11.1888088285923,2.5325186,317,-10.855591297149658,-1.3381071388721466,-0.24990395
postdl,a_l3_atsm,a_l3_atsm <= -3.667,fg_ml_away,265,22.48121052980423,2.422096,314,-13.143670558929443,-1.821279525756836,-0.2505273
mid,d_l10_oum,d_l10_oum < 0,tt_home_under,130,8.88441950082779,2.0223582,439,-1.4218387193977833,-1.1343564838171005,-0.2505952
gp25,h2h_prev_margin_h,h2h_prev_margin_h >= 16,fg_ml_away,149,21.82416021823883,2.0627584,193,-5.996524170041084,-2.468397840857506,-0.25444394
gp50,h_s2d_atsm,h_s2d_atsm <= -1.433,h1_spread_home,123,22.6186141371727,3.2920978,200,-5.477029457688332,-1.717992126941681,-0.25457418
all,a_adj_off,a_adj_off <= 110.1,fg_total_over,245,14.552298188209534,3.0863276,244,-3.774232044816017,-1.6300186514854431,-0.26683992
stretch,rt_net_diff,rt_net_diff < 0,tt_away_under,293,3.678872436285019,2.016753,548,-8.595249056816101,-1.1037416756153107,-0.27175614
gp50,a_l3_atsm,a_l3_atsm <= -3.458,fg_ml_away,299,21.23977690935135,2.4313288,324,-12.299629300832748,-1.9561387598514557,-0.2717991
gp50,a_l5_h1m,a_l5_h1m >= 4.6,fg_spread_fav,209,16.921013593673706,2.7515478,224,0.5724119488149881,-1.7594695091247559,-0.2765843
postdl,a_d5_atsm,a_d5_atsm <= -4.886,fg_ml_away,176,26.43124759197235,2.340101,190,-13.911095261573792,-2.588704228401184,-0.2769956
gp50,a_s2d_h1t,a_s2d_h1t >= 116.9,fg_ml_home,299,6.66353777050972,2.507233,261,-13.368938863277435,-1.6515009105205536,-0.27805626
gp50,t60_total_point,t60_total_point <= 222.5,fg_total_over,299,8.54380577802658,2.5985765,239,-0.9244970045983791,-1.7150072380900383,-0.27818015
gp50,a_d3_margin,a_d3_margin <= -3.961,fg_spread_dog,296,3.8480106741189957,2.1086686,333,-12.814246118068695,-1.4603354036808014,-0.2796862
all,pair_l3_oum,pair_l3_oum >= 4.458,tt_away_over,290,9.945298731327057,2.1193168,697,-4.913561046123505,-1.0078467428684235,-0.2801243
postdl,d_l3_h1m,d_l3_h1m >= 5.333,fg_total_under,260,10.874120146036148,2.4183245,292,-11.083126068115234,-1.5656419098377228,-0.28063154
postdl,a_d3_margin,a_d3_margin >= 6.961,fg_total_under,175,11.282337456941605,2.0406003,226,-11.299438774585724,-1.7819546163082123,-0.28099817
veryLate,h_l5_over,h_l5_over >= 0.6,h1_total_over,130,8.495394885540009,2.0468266,258,-6.949921697378159,-1.6732040792703629,-0.28193155
stretch,t24_spread_home_point,t24_spread_home_point <= -6.175,tt_away_over,144,12.569458782672882,2.1165884,266,-4.191472381353378,-1.6452014446258545,-0.28263798
postdl,a_l5_h1m,a_l5_h1m > 0,tt_away_under,236,3.265814110636711,2.0110953,449,-7.979240268468857,-1.2730635702610016,-0.2836282
all,gbr_h,gbr_h <= -0.1667,h1_spread_dog,132,9.91596132516861,2.1810153,255,-4.019800573587418,-1.6979396343231201,-0.2838645
all,h2h_prev_ou_margin,h2h_prev_ou_margin >= 15.5,fg_ml_away,336,10.745345801115036,2.1385367,320,-6.213384121656418,-2.120813727378845,-0.28403375
postdl,d_d3_margin,d_d3_margin >= 6.118,fg_spread_dog,261,4.598372057080269,2.0697358,317,-12.035699933767319,-1.532255858182907,-0.28615937
gp50,a_l3_atsm,a_l3_atsm <= -6.333,fg_ml_away,202,27.53463387489319,2.6300495,215,-12.88147121667862,-2.5379806756973267,-0.28726542
early,a_adj_net,a_adj_net >= 0.8491,fg_spread_home,123,14.966252446174622,2.112784,148,-1.9562680274248123,-2.2626759484410286,-0.28859565
veryLate,a_d3_margin,a_d3_margin <= -4.168,fg_ml_dog,157,33.71083736419678,2.277991,162,-26.597294211387634,-3.4716665744781494,-0.28978515
gp50,h_l3_opp,h_l3_opp >= 118.7,tt_away_under,123,10.511637479066849,2.3635323,320,-9.02986228466034,-1.5408262610435486,-0.28986838
mid,h_d3_cover,h_d3_cover <= -0.1429,fg_spread_fav,269,10.016293823719025,2.0369394,284,-9.927443414926529,-1.6597911715507507,-0.29316634
all,a_s2d_h1t,a_s2d_h1t <= 109.9,tt_away_over,150,16.006934642791748,2.3219342,328,-5.461739748716354,-1.5560254454612732,-0.2966836
gp25,a_l10_gtot,a_l10_gtot >= 234.5,fg_total_under,521,7.367494702339172,2.623657,472,-7.749727368354797,-1.3044312596321106,-0.29689255
gp50,d_l10_atsm,d_l10_atsm <= -4.8,fg_spread_fav,201,13.988742232322693,2.2625852,211,0.38562770932912827,-1.946253702044487,-0.29693574
mid,a_days_since_home,a_days_since_home <= 2,fg_spread_away,274,3.8457252085208893,2.1062312,304,-3.2169539481401443,-1.6361366957426071,-0.2987685
stretch,rt_net_diff,rt_net_diff > 0,tt_away_over,284,7.44544193148613,2.0554328,551,-3.7585534155368805,-1.2122824788093567,-0.2997438
gp50,a_d5_atsm,a_d5_atsm <= -4.705,fg_ml_away,200,22.34618365764618,2.0989575,200,-13.094112277030945,-2.750621736049652,-0.30027673
gp50,a_d3_margin,a_d3_margin <= -3.961,fg_ml_away,299,19.850291311740875,2.2617,339,-12.473011016845703,-2.1295204758644104,-0.30266172
late,a_l5_margin,a_l5_margin >= 4.4,fg_total_under,184,25.543469190597534,2.8294528,197,-8.906014263629913,-2.0669594407081604,-0.30395138
gp50,pair_l10_gtot_vs_line,pair_l10_gtot_vs_line <= -1.82,fg_ml_home,298,3.8450561463832855,2.054909,285,-13.449358940124512,-1.73192098736763,-0.30470818
gp25,d_l3_h1t,d_l3_h1t >= 9,fg_ml_fav,357,3.081952966749668,2.072914,348,-5.600918456912041,-1.0887965559959412,-0.3056253
gp25,d_d5_margin,d_d5_margin <= -4.629,fg_spread_fav,516,5.071417614817619,2.090805,552,-4.878738522529602,-1.2520190328359604,-0.30814153
postdl,d_d3_margin,d_d3_margin >= 9.812,fg_ml_away,176,23.727859556674957,2.0894732,237,-13.923217356204987,-2.600826323032379,-0.31081298
mid,st_d_season_frac,st_d_season_frac <= -0.0122,h1_total_over,130,17.298974096775055,2.1625755,296,-5.841289833188057,-1.7239246517419815,-0.31105343
postdl,a_l3_atsm,a_l3_atsm <= -6.5,fg_ml_dog,179,31.016770005226135,2.671986,206,-25.12621581554413,-3.2227903604507446,-0.3126071
all,d_streak_ou,d_streak_ou <= -3,fg_spread_fav,547,5.062193050980568,2.1247144,548,-6.58942386507988,-1.275230199098587,-0.31270245
all,a_l5_own,a_l5_own >= 120.4,fg_total_under,463,4.3232932686805725,2.0603194,481,-8.295301347970963,-1.3620741665363312,-0.31299084
all,st_a_win_pct,st_a_win_pct >= 0.5909,fg_ml_home,751,4.972730576992035,2.4165545,758,-8.03675577044487,-1.1770106852054596,-0.3143404
stretch,a_l3_atsm,a_l3_atsm <= -3.425,fg_ml_away,343,16.938360035419464,2.0894434,379,-7.987133413553238,-2.175728976726532,-0.3171719
gp25,st_a_win_pct,st_a_win_pct >= 0.625,fg_ml_home,351,5.958303809165955,2.0941322,383,-10.08543074131012,-1.6682282090187073,-0.3182845
all,st_a_clinched,st_a_clinched == 1,fg_total_over,188,13.726656138896942,2.5849779,235,-4.131907597184181,-1.9876942038536072,-0.31933522
gp25,a_s2d_h1t,a_s2d_h1t <= 110.5,fg_total_over,173,18.08158904314041,3.2469096,256,-4.541958123445511,-1.9091183319687843,-0.32008868
stretch,pair_l10_gtot_vs_line,pair_l10_gtot_vs_line <= -3.55,fg_ml_home,230,6.677370518445969,2.0058932,237,-13.081863522529602,-2.0510509610176086,-0.32069844
all,d_l3_cover,d_l3_cover <= -0.6667,h1_spread_fav,121,16.489487886428833,2.0615563,257,-8.645175397396088,-1.9119441509246826,-0.3214183
gp50,a_d3_margin,a_d3_margin <= -6.625,fg_spread_dog,198,7.991628348827362,2.3357422,225,-13.397839665412903,-2.043928951025009,-0.32177582
stretch,st_d_gb_6,st_d_gb_6 <= -10,tt_away_over,134,13.95169198513031,2.211692,284,-4.367154836654663,-1.8208838999271393,-0.32323027
late,a_rest_days,a_rest_days <= 1,fg_spread_fav,122,25.18342137336731,3.331876,130,-10.380496084690094,-2.7339257299900055,-0.32669953
gp25,d_s2d_oum,d_s2d_oum <= -1.826,tt_away_under,277,2.8207018971443176,2.188511,514,-7.90187269449234,-1.3732492923736572,-0.32738706
postdl,open_spread_home_point,open_spread_home_point > 0,fg_spread_fav,310,9.604531526565552,2.0412722,386,-0.12411404168233275,-1.604730263352394,-0.3309392
gp25,a_d3_win,a_d3_win >= 0.2181,fg_total_under,345,7.351779937744141,2.1319413,341,-8.161559700965881,-1.7162635922431946,-0.33202305
all,h_d3_h1t,h_d3_h1t <= -8.691,h1_spread_away,134,13.735057413578033,2.3102274,216,-5.331645533442497,-2.158283442258835,-0.3321465
stretch,st_a_l10,st_a_l10 >= 0.8,fg_total_under,124,17.0087993144989,2.1410158,164,-12.683378159999847,-2.507050335407257,-0.3368826
gp25,a_l10_h1m,a_l10_h1m >= 4.2,fg_spread_fav,350,7.451610267162323,2.188483,347,-5.357702821493149,-1.7309833317995071,-0.3377749
all,d_l5_gtot,d_l5_gtot <= -19,fg_total_under,231,8.264465630054474,2.0828211,231,-9.061623364686966,-2.1283961832523346,-0.33893532
postdl,d_l3_opp,d_l3_opp >= 6.333,fg_spread_fav,262,11.477669328451157,2.1944072,278,-0.4646946210414171,-1.9453108310699463,-0.3404583
postdl,d_l5_atsm,d_l5_atsm <= -4,fg_spread_fav,262,12.214291095733643,2.3193882,299,-0.3976281266659498,-1.8782442435622215,-0.34091032
late,h_d3_h1m,h_d3_h1m >= 3.45,fg_spread_fav,181,10.744259506464005,2.0229988,193,-9.997425973415375,-2.3508556187152863,-0.3422904
gp50,a_s2d_own,a_s2d_own >= 117.9,h1_total_over,146,11.062341183423996,2.0929692,167,-5.251256749033928,-2.5265898555517197,-0.34245217
all,st_a_gb_10,st_a_gb_10 <= -5.5,tt_away_under,309,2.1262045949697495,2.319834,637,-7.384812831878662,-1.2941882014274597,-0.34356698
gp50,d_l10_h1t,d_l10_h1t <= -6.2,fg_ml_home,202,6.487705558538437,2.0377777,182,-14.185653626918793,-2.468215674161911,-0.34701836
gp50,d_d5_atsm,d_d5_atsm >= 6.799,fg_ml_away,200,22.62043207883835,2.1263397,204,-13.510234653949738,-3.166744112968445,-0.34914342
veryLate,d_l3_atsm,d_l3_atsm <= -5.233,fg_spread_fav,157,16.73688143491745,2.2905295,139,2.991791255772114,-2.8111593797802925,-0.34923834
gp25,h_d3_h1m,h_d3_h1m >= 8.174,fg_total_under,175,12.363634258508682,2.2130048,172,-8.994461596012115,-2.5491654872894287,-0.35024288
veryLate,st_a_clinched,st_a_clinched == 0,h1_total_under,163,14.776113629341125,2.0654447,246,-6.045486778020859,-2.149948477745056,-0.3530744
stretch,c_tt_home_point,c_tt_home_point <= 107.5,fg_total_over,131,10.766031593084335,2.2212114,138,-1.7721746116876602,-2.8733447194099426,-0.3542327
all,a_d5_oum,a_d5_oum <= -9.903,tt_away_under,123,7.70036056637764,2.111039,197,-8.504990488290787,-2.4143658578395844,-0.35643506
gp25,gbr_d,gbr_d <= -0.1617,tt_away_over,281,10.578195005655289,2.2055116,573,-4.892399907112122,-1.4157839119434357,-0.35689643
gp25,st_d_win_pct,st_d_win_pct < 0,tt_away_under,437,-0.19973693415522575,2.0794811,827,-7.714315503835678,-1.1856921017169952,-0.35855457
mid,d_d5_atsm,d_d5_atsm >= 6.365,fg_total_under,179,7.729062438011169,2.1448112,197,-3.0555283650755882,-2.4678265675902367,-0.3631044
all,d_s2d_own,d_s2d_own >= 4.248,fg_total_over,458,5.053885281085968,2.0903099,533,-3.651149943470955,-1.5069365501403809,-0.36460435
postdl,d_l3_opp,d_l3_opp >= 10,fg_spread_fav,175,13.43868225812912,2.065359,189,-1.0476200841367245,-2.528236247599125,-0.36483884
gp25,a_d3_h1m,a_d3_h1m >= 8.063,fg_spread_away,173,12.573973834514618,2.076123,198,-8.363470435142517,-2.4863984435796738,-0.36644349
gp25,st_h_l10,st_h_l10 >= 0.7,fg_spread_away,402,7.810859382152557,2.1640756,438,-7.55501464009285,-1.6779426485300064,-0.36780518
mid,st_a_gp,st_a_gp <= 23,fg_spread_fav,277,10.321266204118729,2.1201918,254,-10.482307523488998,-2.21465528011322,-0.36993417
all,a_s2d_oum,a_s2d_oum <= -1.533,fg_total_over,462,7.03296884894371,2.5450501,484,-3.753845766186714,-1.6096323728561401,-0.37111858
all,st_d_season_frac,st_d_season_frac <= -0.0122,fg_total_over,651,7.040100544691086,3.0230117,655,-3.5356078296899796,-1.3913944363594055,-0.37319362
mid,a_l10_cover,a_l10_cover >= 0.6,tt_away_under,145,0.5835375282913446,2.0153828,312,-7.285695523023605,-2.0143650472164154,-0.37429687
all,a_s2d_own,a_s2d_own >= 117.6,fg_total_under,458,7.13043138384819,2.6785245,592,-8.403412997722626,-1.4701858162879944,-0.374793
all,h_l3_over,h_l3_over == 0.333333,fg_ml_dog,940,4.3955545872449875,2.0604248,928,-7.946236431598663,-1.9115041941404343,-0.37608293
postdl,h_s2d_gtot,h_s2d_gtot <= 224.4,tt_away_over,135,14.387169480323792,2.0738456,202,-5.845781043171883,-2.518356591463089,-0.3769321
postdl,h_adj_tempo_pts,h_adj_tempo_pts <= 224.1,tt_away_over,146,13.50695937871933,2.0436614,222,-5.757381394505501,-2.429956942796707,-0.38128114
gp50,a_d3_atsm,a_d3_atsm <= -5.998,fg_ml_away,200,25.22021234035492,2.385914,219,-13.683408498764038,-3.3399179577827454,-0.38153437
gp50,d_l3_h1m,d_l3_h1m >= 5.5,fg_total_under,294,9.737494587898254,2.3389099,295,-11.987365782260895,-2.119920402765274,-0.38200557
gp25,late_spread_move,late_spread_move < 0,tt_home_under,245,11.739565432071686,2.077808,448,-7.539848983287811,-1.723049208521843,-0.38398442
