key,family,phase,market,note,n,win,base_win,edge,roi,base_roi,z,seasons_pos,by_season,disc_roi,disc_n,val_roi,val_n,search_p,tier
h2h_meet4_under,h2h,all,fg_total_under,4th+ meeting of the season -> familiarity depresses scoring,656,46.646341463414636,49.29806714140387,-2.651725677989231,-10.939381514803866,-5.875916501448264,-1.3586292290133961,0,-2/-5/-26/-13,-3.439414096928543,346,-19.310312890884063,310,1.0,-
rt_spread_gap_lo3.0,ratings,all,fg_spread_away,,1249,47.55804643714972,49.65390879478828,-2.095862357638556,-9.14711463351217,-5.17213108504266,-1.471193012730678,0,-8/-12/-9/-8,-10.096495479131068,531,-8.444995930136633,718,1.0,-
form_ats_streak_h4_fade,form,all,fg_spread_away,home on a 4+ ATS win streak -> fade,308,45.45454545454545,49.65390879478828,-4.199363340242823,-13.238676223585024,-5.17213108504266,-1.4825727910940807,0,-2/-30/-6/-15,-16.714169086333097,149,-9.98176781761356,159,1.0,-
rt_spread_gap_hi4.5_ml,ratings,all,fg_ml_home,,932,29.184549356223176,55.37387836490528,-26.189329008682105,-10.529452744190856,-5.443226418195183,-1.5118753705535022,1,+12/-23/-6/-27,-4.9165167350320855,499,-16.997940200473135,433,1.0,-
vsline_margin_l10_hi,vs_line,all,fg_spread_home,both teams' last-10 margins say home is underpriced,683,47.2913616398243,50.34609120521173,-3.0547295653874262,-9.658893808033438,-3.8500113709434873,-1.5898457531055263,0,-9/-20/-7/-3,-15.397155989480707,316,-4.718046807114261,367,1.0,-
form_ats_streak_h3_fade,form,all,fg_spread_away,home on a 3+ ATS win streak -> fade,597,46.231155778894475,49.65390879478828,-3.4227530158938038,-11.73226387537555,-5.17213108504266,-1.6786219389891428,0,-1/-17/-12/-16,-9.096104554237103,294,-14.290121434499984,303,1.0,-
form_hot_home_l3_fade,form,all,fg_spread_away,home covered all of last 3 -> fade,597,46.231155778894475,49.65390879478828,-3.4227530158938038,-11.73226387537555,-5.17213108504266,-1.6786219389891428,0,-1/-17/-12/-16,-9.096104554237103,294,-14.290121434499984,303,1.0,-
vsline_margin_l3_hi,vs_line,all,fg_spread_home,both teams' last-3 margins say home is underpriced,754,47.08222811671088,50.34609120521173,-3.2638630885008513,-10.062198787225144,-3.8500113709434873,-1.7864146623019068,0,-11/-12/-10/-8,-11.46561977861977,343,-8.89097396958924,411,1.0,-
wk1_under,early_bias,all,fg_total_under,,372,44.623655913978496,49.29806714140387,-4.674411227425374,-14.808041477975872,-5.875916501448264,-1.8047933468771757,0,-13/-10/-15/-22,-11.335249450003545,183,-18.170586139980827,189,1.0,-
reg_h_d3_atsm_hi,regress,all,fg_spread_away,,686,46.20991253644315,49.65390879478828,-3.443996258345128,-11.762604432740046,-5.17213108504266,-1.8077225050947539,0,-3/-12/-17/-13,-8.197952349001717,314,-14.771477428153585,372,1.0,-
reg_a_d3_hot_fade,regress,all,fg_spread_home,,695,46.76258992805755,50.34609120521173,-3.5835012771541774,-10.688701164672814,-3.8500113709434873,-1.8880668139040988,0,-2/-23/-12/-5,-13.515950067001567,318,-8.303912965891536,377,1.0,-
S9_both_done_under,standings,gp50,fg_total_under,,467,43.897216274089935,48.9648033126294,-5.067587038539467,-16.194437548778154,-6.51685918700183,-2.1912838116048046,0,-8/-26/-16/-12,-19.877531794630237,193,-13.600141236918839,274,1.0,-
reg_a_d5_hot_fade,regress,all,fg_spread_home,,692,45.08670520231214,50.34609120521173,-5.259386002899591,-13.90676504721489,-3.8500113709434873,-2.77053035170041,0,-20/-16/-14/-7,-17.816674088368554,323,-10.484270141272793,369,1.0,-
