market,variant,model,top,n,win,roi,corr,mae_model,mae_mkt,per
h1_total,share,cat,top5%,127,46.45669291338583,-11.26737321222404,0.024370436450145836,,,43/51
h1_total,share,lgbm_clf,top100%,2537,48.916042569964524,-6.617974096960707,-0.017845806036917575,,,49/49
h1_total,share,lgbm_clf,top50%,1271,48.229740361919745,-7.930417653962102,-0.017845806036917575,,,50/46
h1_total,share,lgbm_clf,top25%,636,47.9559748427673,-8.488610159618428,-0.017845806036917575,,,50/46
h1_total,share,lgbm_clf,top10%,254,50.78740157480315,-3.091405850978952,-0.017845806036917575,,,52/48
h1_total,share,lgbm_clf,top5%,126,50.0,-4.566724387434576,-0.017845806036917575,,,52/45
h1_total,share,hgb_clf,top100%,2537,49.34962554197872,-5.7922584770863335,0.01142326293563015,,,50/49
h1_total,share,hgb_clf,top50%,1267,51.38121546961326,-1.906044324363631,0.01142326293563015,,,51/51
h1_total,share,hgb_clf,top25%,634,48.89589905362776,-6.6290114290681785,0.01142326293563015,,,48/50
h1_total,share,hgb_clf,top10%,252,47.61904761904761,-9.10471689585268,0.01142326293563015,,,47/49
h1_total,share,hgb_clf,top5%,126,48.41269841269841,-7.586920745106744,0.01142326293563015,,,48/48
h1_total,share,stack,top100%,2537,50.610957824201805,-3.356999490652818,0.02252459704336784,,,49/52
h1_total,share,stack,top50%,1264,51.26582278481012,-2.157069459464879,0.02252459704336784,,,49/53
h1_total,share,stack,top25%,631,52.45641838351822,0.09070088339405591,0.02252459704336784,,,50/55
h1_total,share,stack,top10%,251,56.17529880478087,7.222872346914845,0.02252459704336784,,,56/57
h1_total,share,stack,top5%,124,52.41935483870967,0.0940086714882332,0.02252459704336784,,,51/54
h1_total,share,mean,top100%,2537,50.57154119038234,-3.4693593687146773,0.04033743788695235,,,50/51
h1_total,share,mean,top50%,1268,50.86750788643533,-2.908096502471149,0.04033743788695235,,,50/52
h1_total,share,mean,top25%,631,50.871632329635496,-2.9038693897738534,0.04033743788695235,,,53/48
h1_total,share,mean,top10%,252,54.36507936507936,3.7881089013072002,0.04033743788695235,,,56/52
h1_total,share,mean,top5%,126,50.79365079365079,-2.9434308947780177,0.04033743788695235,,,51/50
tt_home,raw,ridge,top100%,2554,50.23492560689115,-4.591190129683379,-0.011101456911994928,9.581310932550377,9.109375,50/50
tt_home,raw,ridge,top50%,1277,48.15974941268598,-8.511941120208794,-0.011101456911994928,9.581310932550377,9.109375,48/49
tt_home,raw,ridge,top25%,639,47.417840375586856,-9.890870893023736,-0.011101456911994928,9.581310932550377,9.109375,48/47
