market,model,mode,cut,venue,n,win,roi,blind_roi,delta
player_assists,qreg,under,top10%,best,4322,53.91022674687645,0.1365102368998671,-2.603864918629507,2.740375155529374
player_assists,qreg,under,top5%,cons,2155,51.64733178654293,-4.0752132198926745,-5.2400634803230135,1.164850260430339
player_assists,qreg,under,top5%,best,2161,52.70708005552984,-1.1445766022667625,-2.603864918629507,1.4592883163627444
player_assists,resid,mkt,top100%,cons,43087,50.97593241580988,-5.0705915702333595,-5.2400634803230135,0.169471910089654
player_assists,resid,mkt,top100%,best,43213,52.262050771758496,-2.4986414536614796,-2.603864918629507,0.10522346496802726
player_assists,resid,mkt,top25%,cons,10772,52.5807649461567,-3.766666877858487,-6.640125923425878,2.873459045567391
player_assists,resid,mkt,top25%,best,10804,53.52647167715661,-1.313214171201995,-3.935771973121612,2.6225578019196174
player_assists,resid,mkt,top10%,cons,4309,52.1930842422836,-3.956199328621072,-6.395217749324966,2.4390184207038943
player_assists,resid,mkt,top10%,best,4324,53.16836262719704,-1.0777148739482163,-2.898111641682705,1.8203967677344886
player_assists,resid,mkt,top5%,cons,2155,51.554524361948964,-5.5507244698686,-7.398313413916497,1.8475889440478976
player_assists,resid,mkt,top5%,best,2161,52.61453031004165,-2.3675322808473545,-4.094620448248853,1.7270881674014986
player_assists,resid,abs,top100%,cons,43087,54.58258871585397,-4.774293021492636,-5.2400634803230135,0.46577045883037727
player_assists,resid,abs,top100%,best,43213,55.16858352810496,-2.4665058369500037,-2.603864918629507,0.13735908167950317
player_assists,resid,abs,top25%,cons,10772,56.39621240252507,-4.354699020752268,-5.576460417034986,1.2217613962827185
player_assists,resid,abs,top25%,best,10819,56.79822534430169,-2.2074476938082843,-2.9624536767090985,0.7550059829008142
player_assists,resid,abs,top10%,cons,4401,56.39627357418768,-3.958349662920313,-7.259967960408805,3.3016182974884924
player_assists,resid,abs,top10%,best,4401,56.759827311974554,-1.8166040214888755,-4.287850014379528,2.471245992890653
player_assists,resid,abs,top5%,cons,2218,54.73399458972047,-4.559885955695315,-8.966918100205707,4.407032144510391
player_assists,resid,abs,top5%,best,2217,55.20974289580515,-2.0809189123670744,-5.335611769031392,3.254692856664317
player_assists,resid,under,top100%,cons,43087,51.247476036855666,-5.2400634803230135,-5.2400634803230135,0.0
player_assists,resid,under,top100%,best,43213,52.8151250781015,-2.603864918629507,-2.603864918629507,0.0
player_assists,resid,under,top25%,cons,10772,54.01039732640178,-3.130012022444098,-5.2400634803230135,2.1100514578789156
player_assists,resid,under,top25%,best,10804,55.04442798963347,-0.7022194556067141,-2.603864918629507,1.9016454630227928
player_assists,resid,under,top10%,cons,4310,53.89791183294663,-3.1184561042387355,-5.2400634803230135,2.121607376084278
player_assists,resid,under,top10%,best,4322,54.83572420175844,-0.9633037736161006,-2.603864918629507,1.640561145013406
player_assists,resid,under,top5%,cons,2155,52.807424593967525,-4.145650161114757,-5.2400634803230135,1.0944133192082566
player_assists,resid,under,top5%,best,2161,53.91022674687645,-1.440351652580519,-2.603864918629507,1.163513266048988
player_assists,ridge,mkt,top100%,cons,43087,51.6513101399494,-3.77121093304316,-5.2400634803230135,1.4688525472798535
player_assists,ridge,mkt,top100%,best,43213,52.801240367482,-1.4228980280758068,-2.603864918629507,1.1809668905537
player_assists,ridge,mkt,top25%,cons,10772,54.242480505013,-0.7333313305493938,-6.039650386875109,5.306319056325715
player_assists,ridge,mkt,top25%,best,10804,55.10921880784895,1.106639699069097,-4.010948137149508,5.117587836218605
player_assists,ridge,mkt,top10%,cons,4309,56.20793687630541,-0.6131651645526722,-6.517528798746714,5.904363634194041
player_assists,ridge,mkt,top10%,best,4322,56.70985654789449,0.7712828511719569,-4.809977441736528,5.581260292908485
player_assists,ridge,mkt,top5%,cons,2155,56.380510440835266,-0.07238447251286695,-5.935760141801945,5.863375669289078
player_assists,ridge,mkt,top5%,best,2161,56.77926885701064,1.2507400320724777,-4.293238664324336,5.543978696396813
player_assists,ridge,abs,top100%,cons,43087,55.82194165293476,-4.104950125496821,-5.2400634803230135,1.135113354826193
player_assists,ridge,abs,top100%,best,43213,56.08728854742786,-1.9763245655519117,-2.603864918629507,0.6275403530775951
player_assists,ridge,abs,top25%,cons,10772,60.92647604901597,-1.8762771475948101,-6.407854099323259,4.531576951728449
player_assists,ridge,abs,top25%,best,10808,60.98260547742414,-0.5692215538483739,-4.34083879479296,3.771617240944586
player_assists,ridge,abs,top10%,cons,4311,62.050568313616324,-3.717818489154346,-7.425346423732905,3.707527934578559
player_assists,ridge,abs,top10%,best,4322,62.12401665895418,-2.7834949146978616,-6.418138372848454,3.6346434581505926
player_assists,ridge,abs,top5%,cons,2156,63.03339517625231,-2.9748930614821765,-5.871649277232352,2.896756215750176
player_assists,ridge,abs,top5%,best,2161,62.933826931975936,-2.26396093319986,-4.455518435681656,2.1915575024817957
player_assists,ridge,under,top100%,cons,43087,51.247476036855666,-5.2400634803230135,-5.2400634803230135,0.0
player_assists,ridge,under,top100%,best,43213,52.8151250781015,-2.603864918629507,-2.603864918629507,0.0
player_assists,ridge,under,top25%,cons,10772,52.81284812476792,-1.7066836810846822,-5.2400634803230135,3.5333797992383316
player_assists,ridge,under,top25%,best,10804,54.19289152165865,0.7229124956861861,-2.603864918629507,3.3267774143156927
player_assists,ridge,under,top10%,cons,4309,54.096077976328615,0.15874182051974897,-5.2400634803230135,5.3988053008427626
player_assists,ridge,under,top10%,best,4325,55.23699421965318,2.278943232718231,-2.603864918629507,4.882808151347738
player_assists,ridge,under,top5%,cons,2155,56.47331786542923,1.8279767700248417,-5.2400634803230135,7.068040250347855
player_assists,ridge,under,top5%,best,2161,57.288292457195745,3.969346290934367,-2.603864918629507,6.573211209563874
player_assists,clf,mkt,top100%,cons,43087,51.40993803235314,-4.333541659271653,-5.2400634803230135,0.9065218210513608
player_assists,clf,mkt,top100%,best,43213,52.8151250781015,-1.7234696057604575,-2.603864918629507,0.8803953128690494
player_assists,clf,mkt,top25%,cons,10772,50.714816190122534,-5.297857960094716,-4.776798828888506,-0.5210591312062105
player_assists,clf,mkt,top25%,best,10804,51.999259533506105,-2.7028359271384574,-1.9976271970852,-0.7052087300532575
player_assists,clf,mkt,top10%,cons,4309,50.17405430494314,-5.519945025582357,-4.523191338045797,-0.9967536875365592
player_assists,clf,mkt,top10%,best,4322,51.27255900046275,-3.0399852690460616,-2.272374745267015,-0.7676105237790467
player_assists,clf,mkt,top5%,cons,2155,49.88399071925754,-5.843127974224754,-4.769970507743464,-1.0731574664812902
player_assists,clf,mkt,top5%,best,2161,51.04118463674225,-2.914315746206754,-2.3707036561626134,-0.5436120900441406
player_assists,clf,abs,top100%,cons,43087,54.51296214635505,-5.010656288518022,-5.2400634803230135,0.22940719180499158
player_assists,clf,abs,top100%,best,43213,55.119987040936756,-2.737011929457447,-2.603864918629507,-0.13314701082794
player_assists,clf,abs,top25%,cons,10772,57.51949498700334,-4.893058559463408,-6.845346702946813,1.952288143483405
player_assists,clf,abs,top25%,best,10804,57.67308404294705,-3.190434369631318,-4.770022478424942,1.579588108793624
player_assists,clf,abs,top10%,cons,4309,58.22696681364585,-4.563465000001203,-5.911944752974476,1.3484797529732724
player_assists,clf,abs,top10%,best,4322,58.42202683942619,-2.7708382476319433,-3.580611715268228,0.8097734676362847
player_assists,clf,abs,top5%,cons,2155,59.164733178654295,-2.9674555309410713,-7.151950976688182,4.18449544574711
player_assists,clf,abs,top5%,best,2161,59.32438685793614,-1.2891327325308117,-4.894303922463434,3.605171189932623
player_assists,clf,under,top100%,cons,43087,51.247476036855666,-5.2400634803230135,-5.2400634803230135,0.0
player_assists,clf,under,top100%,best,43213,52.8151250781015,-2.603864918629507,-2.603864918629507,0.0
player_assists,clf,under,top25%,cons,10772,52.46008169327887,-3.131560249218833,-5.2400634803230135,2.1085032311041805
player_assists,clf,under,top25%,best,10804,53.99851906701222,-0.35980248376203,-2.603864918629507,2.2440624348674767
player_assists,clf,under,top10%,cons,4309,51.75214666976097,-3.853302866213558,-5.2400634803230135,1.3867606141094555
player_assists,clf,under,top10%,best,4322,53.3317908375752,-1.017477047879185,-2.603864918629507,1.5863878707503218
player_assists,clf,under,top5%,cons,2155,51.92575406032483,-2.8349038453776987,-5.2400634803230135,2.405159634945315
player_assists,clf,under,top5%,best,2161,53.262378528459045,-0.23686984577205436,-2.603864918629507,2.3669950728574527
player_assists,mlp,mkt,top100%,cons,43087,50.69278436651427,-5.81449834353179,-5.2400634803230135,-0.5744348632087766
player_assists,mlp,mkt,top100%,best,43213,52.08154953370514,-3.178823292993339,-2.603864918629507,-0.574958374363832
player_assists,mlp,mkt,top25%,cons,10772,51.308949127367256,-5.236862090233308,-8.135054717265758,2.89819262703245
player_assists,mlp,mkt,top25%,best,10804,52.69344687152906,-2.748090665413688,-5.54740792267943,2.7993172572657423
player_assists,mlp,mkt,top10%,cons,4309,51.10234393130657,-5.17887646428779,-6.720492833726892,1.5416163694391019
player_assists,mlp,mkt,top10%,best,4322,52.66080518278575,-2.6714513611870747,-4.029560033947381,1.3581086727603062
player_assists,mlp,mkt,top5%,cons,2155,50.81206496519721,-5.01998906898941,-5.847743475796728,0.8277544068073173
