season,game_id,team,implied,anch_edge,fund_edge,tt_under,tt_over,pts,bet,homeTeam,awayTeam
2025,401762513,UTSA,32.25,-3.2298544693948763,-3.7883190349923375,1,0,58.0,UNDER,UTSA,East Carolina
2025,401752780,Arkansas,24.75,-3.0512334964104966,-4.398349605786553,1,0,37.0,UNDER,Texas,Arkansas
2025,401756960,Utah,35.0,-3.805949756148493,-3.4152231841384157,1,0,51.0,UNDER,Utah,Kansas State
2025,401752779,South Carolina,37.0,-3.4430881284595785,-5.464377671409714,1,0,51.0,UNDER,South Carolina,Coastal Carolina
2025,401760416,Colorado State,14.0,5.421322858278771,7.2358997349156695,0,1,21.0,OVER,Boise State,Colorado State
2025,401754601,Pittsburgh,29.5,-3.6890345416985824,-3.5087339983826205,1,0,42.0,UNDER,Georgia Tech,Pittsburgh
2025,401752775,Florida,27.0,-3.255031633082119,-0.5572718106009269,1,0,11.0,UNDER,Florida,Tennessee
2025,401752777,LSU,38.5,-3.9967430352405557,-3.9547079986555147,1,0,13.0,UNDER,LSU,Western Kentucky
2025,401762516,Navy,27.0,-3.022516023390022,-2.128232937173866,1,0,28.0,UNDER,Memphis,Navy
2025,401752916,Nebraska,16.5,5.6473090745773185,6.957784216161233,0,1,16.0,OVER,Nebraska,Iowa
2025,401762870,Buffalo,18.75,6.013195824002818,6.462533035123229,0,1,26.0,OVER,Buffalo,Ohio
2025,401760421,Air Force,25.0,7.688401361489817,7.0936247455578325,0,1,42.0,OVER,Colorado State,Air Force
2025,401757310,UTEP,25.5,-3.215854930697521,-0.6118554648099206,1,0,31.0,UNDER,Delaware,UTEP
2025,401761664,Georgia State,15.0,4.799387586987972,6.649451321838939,0,1,10.0,OVER,Old Dominion,Georgia State
2025,401752789,LSU,12.5,4.144341972519708,7.500543619156794,0,1,13.0,OVER,Oklahoma,LSU
2025,401757313,Kennesaw State,29.0,-4.472339748576889,-6.209329156276407,1,0,48.0,UNDER,Liberty,Kennesaw State
2025,401761666,Southern Miss,28.75,-3.0110334421600875,-3.6515800250001007,1,0,18.0,UNDER,Southern Miss,Troy
2025,401752946,Oregon State,14.25,3.439509209502738,6.879873494634232,0,1,8.0,OVER,Washington State,Oregon State
2025,401754614,Stanford,8.5,3.9194689100488187,7.3274592881804566,0,1,20.0,OVER,Stanford,Notre Dame
2025,401760423,Fresno State,24.5,6.271209453600502,7.782715405332546,0,1,41.0,OVER,San José State,Fresno State
2025,401777325,Kennesaw State,32.75,-6.707742261126295,-7.986521245791874,1,0,19.0,UNDER,Jacksonville State,Kennesaw State
2025,401777325,Kennesaw State,32.75,-6.707742261126295,-7.986521245791874,1,0,19.0,UNDER,Jacksonville State,Kennesaw State
2025,401777325,Kennesaw State,32.75,-6.707742261126295,-7.986521245791874,1,0,19.0,UNDER,Jacksonville State,Kennesaw State
2025,401777325,Kennesaw State,32.75,-6.707742261126295,-7.986521245791874,1,0,19.0,UNDER,Jacksonville State,Kennesaw State
2025,401762521,Navy,21.875,8.345631452604923,9.704535169297678,0,1,17.0,OVER,Navy,Army
2025,401762521,Army,15.875,2.941168566302359,6.7491842739073356,0,1,16.0,OVER,Navy,Army
