sport,season,week,market,away,home,raw_nums,away_open,home_open,away_close,away_price,home_close,home_price,bets_away,bets_home,money_away,money_home,tickets,away_move,home_move,money_minus_bets_away
cfb,2026,2,spread,Tulsa,Sam Houston,-12.5|+12.5|-12.5|-108|+12.5|-105,-12.5,12.5,-12.5,-108.0,12.5,-105.0,68.0,32.0,66.0,34.0,13328.0,0.0,0.0,-2.0
cfb,2026,2,spread,Lindenwood,Missouri St,+21.5|-21.5|+21.5|-120|-16.5|-110,21.5,-21.5,21.5,-120.0,-16.5,-110.0,93.0,7.0,91.0,9.0,1428.0,0.0,5.0,-2.0
cfb,2026,2,spread,Bowling Green,Nebraska,+25.5|-25.5|+30.5|-105|-31|-105,25.5,-25.5,30.5,-105.0,-31.0,-105.0,91.0,9.0,27.0,73.0,16463.0,5.0,-5.5,-64.0
cfb,2026,2,spread,West Georgia,Arkansas St,+28.5|-28.5|+31.5|-105|-31.5|-110,28.5,-28.5,31.5,-105.0,-31.5,-110.0,88.0,12.0,90.0,10.0,2382.0,3.0,-3.0,2.0
cfb,2026,2,spread,Towson,S. Carolina,+42.5|-42.5|+44.5|-108|-44.5|-110,42.5,-42.5,44.5,-108.0,-44.5,-110.0,94.0,6.0,52.0,48.0,5361.0,2.0,-2.0,-42.0
cfb,2026,2,spread,Georgia State,Kennesaw St,+9.5|-9.5|+7.5|-110|-7.5|-105,9.5,-9.5,7.5,-110.0,-7.5,-105.0,45.0,55.0,78.0,22.0,11263.0,-2.0,2.0,33.0
cfb,2026,2,spread,Illinois St,N. Illinois,-3.5|+3.5|-3.5|+106|+2.5|+100,-3.5,3.5,-3.5,106.0,2.5,100.0,46.0,54.0,45.0,55.0,2342.0,0.0,-1.0,-1.0
cfb,2026,2,spread,Middle Tenn,Marshall,+17.5|-17.5|+13.5|-115|-11.5|-106,17.5,-17.5,13.5,-115.0,-11.5,-106.0,52.0,48.0,65.0,35.0,7472.0,-4.0,6.0,13.0
cfb,2026,2,spread,Tennessee,GA Tech,-8.5|+8.5|-12|-108|+12.5|-105,-8.5,8.5,-12.0,-108.0,12.5,-105.0,72.0,28.0,65.0,35.0,43671.0,-3.5,4.0,-7.0
cfb,2026,2,spread,Southern Utah,Colorado St,+20.5|-20.5|+20.5|-108|-19.5|-110,20.5,-20.5,20.5,-108.0,-19.5,-110.0,43.0,57.0,47.0,53.0,2019.0,0.0,1.0,4.0
cfb,2026,2,spread,W. Illinois,Wisconsin,+36.5|-36.5|+43.5|-108|-43.5|-108,36.5,-36.5,43.5,-108.0,-43.5,-108.0,95.0,5.0,26.0,74.0,3402.0,7.0,-7.0,-69.0
cfb,2026,2,spread,San Diego St,UCLA,+8.5|-8.5|+13.5|-108|-13.5|-110,8.5,-8.5,13.5,-108.0,-13.5,-110.0,24.0,76.0,30.0,70.0,20467.0,5.0,-5.0,6.0
cfb,2026,2,spread,Ohio State,Texas,+2.5|-2.5|+2.5|-108|-2.5|-105,2.5,-2.5,2.5,-108.0,-2.5,-105.0,65.0,35.0,64.0,36.0,109875.0,0.0,0.0,-1.0
cfb,2026,2,spread,Fordham,Coastal Car,+31.5|-31.5|+36.5|-108|-35.5|-110,31.5,-31.5,36.5,-108.0,-35.5,-110.0,95.0,5.0,57.0,43.0,1610.0,5.0,-4.0,-38.0
cfb,2026,2,spread,Iowa State,Iowa,+13.5|-13.5|+14|-108|-14.5|+100,13.5,-13.5,14.0,-108.0,-14.5,100.0,50.0,50.0,56.0,44.0,35240.0,0.5,-1.0,6.0
cfb,2026,2,spread,LA Tech,LSU,+31.5|-31.5|+34.5|-105|-35.5|-105,31.5,-31.5,34.5,-105.0,-35.5,-105.0,84.0,16.0,9.0,91.0,20957.0,3.0,-4.0,-75.0
cfb,2026,2,spread,Navy,FL Atlantic,-6.5|+6.5|-4.5|-110|+5.5|-114,-6.5,6.5,-4.5,-110.0,5.5,-114.0,72.0,28.0,61.0,39.0,18084.0,2.0,-1.0,-11.0
cfb,2026,2,spread,Texas Tech,Oregon St,-29.5|+29.5|-26.5|-102|+25.5|-110,-29.5,29.5,-26.5,-102.0,25.5,-110.0,50.0,50.0,39.0,61.0,19068.0,3.0,-4.0,-11.0
cfb,2026,2,spread,Charlotte,Ole Miss,+46.5|-46.5|+44.5|-104|-44.5|-108,46.5,-46.5,44.5,-104.0,-44.5,-108.0,87.0,13.0,85.0,15.0,14616.0,-2.0,2.0,-2.0
cfb,2026,2,spread,Southern Miss,Auburn,+29.5|-29.5|+32.5|-110|-32.5|-102,29.5,-29.5,32.5,-110.0,-32.5,-102.0,92.0,8.0,81.0,19.0,12934.0,3.0,-3.0,-11.0
cfb,2026,2,spread,Grambling St,TCU,+44.5|-44.5|+44.5|-105|-44.5|-105,44.5,-44.5,44.5,-105.0,-44.5,-105.0,76.0,24.0,44.0,56.0,2433.0,0.0,0.0,-32.0
cfb,2026,2,spread,Prairie View,Baylor,+38.5|-38.5|+37.5|-104|-38.5|-105,38.5,-38.5,37.5,-104.0,-38.5,-105.0,88.0,12.0,78.0,22.0,2680.0,-1.0,0.0,-10.0
cfb,2026,2,spread,Cal Poly,San Jose St,+21.5|-21.5|+21.5|-106|-21.5|-105,21.5,-21.5,21.5,-106.0,-21.5,-105.0,34.0,66.0,18.0,82.0,2605.0,0.0,0.0,-16.0
cfb,2026,2,spread,Texas Southern,UTEP,+27.5|-27.5|+27.5|-110|-24.5|-115,27.5,-27.5,27.5,-110.0,-24.5,-115.0,47.0,53.0,50.0,50.0,1277.0,0.0,3.0,3.0
cfb,2026,2,spread,GA Southern,Clemson,+26.5|-26.5|+19.5|-105|-19|-110,26.5,-26.5,19.5,-105.0,-19.0,-110.0,31.0,69.0,37.0,63.0,11203.0,-7.0,7.5,6.0
cfb,2026,2,spread,ND State,Air Force,-6.5|+6.5|-1.5|-110|+2.5|-120,-6.5,6.5,-1.5,-110.0,2.5,-120.0,43.0,57.0,40.0,60.0,18750.0,5.0,-4.0,-3.0
cfb,2026,2,spread,Arkansas,Utah,+7.5|-7.5|+13.5|+100|-8.5|-120,7.5,-7.5,13.5,100.0,-8.5,-120.0,43.0,57.0,42.0,58.0,27338.0,6.0,-1.0,-1.0
cfb,2026,2,spread,Montana St,Nevada,-5.5|+5.5|-4.5|-110|+4.5|-105,-5.5,5.5,-4.5,-110.0,4.5,-105.0,43.0,57.0,24.0,76.0,13020.0,1.0,-1.0,-19.0
cfb,2026,2,spread,Sac State,Fresno State,+18.5|-18.5|+17.5|-105|-17.5|-110,18.5,-18.5,17.5,-105.0,-17.5,-110.0,53.0,47.0,68.0,32.0,14075.0,-1.0,1.0,15.0
cfb,2026,2,spread,Louisiana,USC,+28.5|-28.5|+30.5|-105|-30.5|-110,28.5,-28.5,30.5,-105.0,-30.5,-110.0,48.0,52.0,41.0,59.0,11632.0,2.0,-2.0,-7.0
cfb,2026,2,total,Florida A&M,Miami (FL),o56.5|u56.5|o66.5|-105|u66.5|-110,56.5,56.5,66.5,-105.0,66.5,-110.0,16.0,84.0,76.0,24.0,16085.0,10.0,10.0,60.0
cfb,2026,2,total,Villanova,Louisville,o55.5|u55.5|o56.5|-108|u57.5|-110,55.5,55.5,56.5,-108.0,57.5,-110.0,10.0,90.0,20.0,80.0,15327.0,1.0,2.0,10.0
cfb,2026,2,total,Richmond,NC State,o49.5|u49.5|o50.5|-110|u50.5|-105,49.5,49.5,50.5,-110.0,50.5,-105.0,26.0,74.0,56.0,44.0,10607.0,1.0,1.0,30.0
cfb,2026,2,total,Norfolk State,Virginia,o53.5|u53.5|o56.5|+100|u56.5|-108,53.5,53.5,56.5,100.0,56.5,-108.0,31.0,69.0,91.0,9.0,9749.0,3.0,3.0,60.0
cfb,2026,2,total,Rutgers,Boston Col,o57.5|u57.5|o53.5|-108|u53.5|-105,57.5,57.5,53.5,-108.0,53.5,-105.0,11.0,89.0,14.0,86.0,40344.0,-4.0,-4.0,3.0
cfb,2026,2,total,Missouri,Kansas,o52.5|u52.5|o51.5|-110|u51.5|-105,52.5,52.5,51.5,-110.0,51.5,-105.0,34.0,66.0,38.0,62.0,71100.0,-1.0,-1.0,4.0
cfb,2026,2,total,Oklahoma,Michigan,o45.5|u45.5|o43.5|-108|u43.5|-105,45.5,45.5,43.5,-108.0,43.5,-105.0,40.0,60.0,34.0,66.0,99020.0,-2.0,-2.0,-6.0
cfb,2026,2,total,Wake Forest,Purdue,o50.5|u50.5|o51|-110|u51.5|-110,50.5,50.5,51.0,-110.0,51.5,-110.0,25.0,75.0,33.0,67.0,29201.0,0.5,1.0,8.0
cfb,2026,2,total,App State,E. Carolina,o55.5|u55.5|o55.5|-108|u55.5|-110,55.5,55.5,55.5,-108.0,55.5,-110.0,18.0,82.0,20.0,80.0,14767.0,0.0,0.0,2.0
cfb,2026,2,total,Gardner-Webb,Liberty,o54.5|u54.5|o54.5|-115|u55.5|-110,54.5,54.5,54.5,-115.0,55.5,-110.0,40.0,60.0,47.0,53.0,2443.0,0.0,1.0,7.0
cfb,2026,2,total,Washington St,K State,o52.5|u52.5|o48.5|-102|u48.5|-110,52.5,52.5,48.5,-102.0,48.5,-110.0,40.0,60.0,42.0,58.0,13500.0,-4.0,-4.0,2.0
cfb,2026,2,total,Howard,Indiana,o64.5|u64.5|o67.5|-110|u68.5|-108,64.5,64.5,67.5,-110.0,68.5,-108.0,28.0,72.0,89.0,11.0,6901.0,3.0,4.0,61.0
cfb,2026,2,total,Wofford,Kent State,o46.5|u46.5|o45.5|-110|u46.5|-108,46.5,46.5,45.5,-110.0,46.5,-108.0,30.0,70.0,32.0,68.0,2887.0,-1.0,0.0,2.0
cfb,2026,2,total,Arizona St,Texas A&M,o51.5|u51.5|o51.5|-102|u51.5|-110,51.5,51.5,51.5,-102.0,51.5,-110.0,48.0,52.0,62.0,38.0,35265.0,0.0,0.0,14.0
cfb,2026,2,total,Penn State,Temple,o49.5|u49.5|o49.5|-110|u51|-110,49.5,49.5,49.5,-110.0,51.0,-110.0,42.0,58.0,49.0,51.0,25450.0,0.0,1.5,7.0
cfb,2026,2,total,East Tenn,UNC,o51.5|u51.5|o54.5|-115|u55.5|-110,51.5,51.5,54.5,-115.0,55.5,-110.0,37.0,63.0,40.0,60.0,3094.0,3.0,4.0,3.0
cfb,2026,2,total,Oregon,OK State,o58.5|u58.5|o55.5|+100|u55.5|-105,58.5,58.5,55.5,100.0,55.5,-105.0,40.0,60.0,22.0,78.0,39879.0,-3.0,-3.0,-18.0
cfb,2026,2,total,Old Dominion,VA Tech,o52.5|u52.5|o47.5|-110|u47.5|-105,52.5,52.5,47.5,-110.0,47.5,-105.0,39.0,61.0,32.0,68.0,20295.0,-5.0,-5.0,-7.0
cfb,2026,2,total,S. Florida,Army,o54.5|u54.5|o45.5|-110|u45.5|-108,54.5,54.5,45.5,-110.0,45.5,-108.0,56.0,44.0,53.0,47.0,20684.0,-9.0,-9.0,-3.0
cfb,2026,2,total,Wagner,JMU,o54.5|u54.5|o56.5|-110|u57|-110,54.5,54.5,56.5,-110.0,57.0,-110.0,44.0,56.0,75.0,25.0,1923.0,2.0,2.5,31.0
cfb,2026,2,total,W. Kentucky,Georgia,o52.5|u52.5|o55.5|-110|u55.5|-102,52.5,52.5,55.5,-110.0,55.5,-102.0,31.0,69.0,48.0,52.0,20154.0,3.0,3.0,17.0
cfb,2026,2,total,Holy Cross,Miami (OH),o50.5|u50.5|o46.5|-112|u47.5|-110,50.5,50.5,46.5,-112.0,47.5,-110.0,29.0,71.0,18.0,82.0,2135.0,-4.0,-3.0,-11.0
cfb,2026,2,total,Colgate,C. Michigan,o50.5|u50.5|o49.5|-105|u49.5|-110,50.5,50.5,49.5,-105.0,49.5,-110.0,65.0,35.0,66.0,34.0,2448.0,-1.0,-1.0,1.0
cfb,2026,2,total,TN-Martin,West Virginia,o52.5|u52.5|o55.5|-112|u57.5|-110,52.5,52.5,55.5,-112.0,57.5,-110.0,53.0,47.0,56.0,44.0,3801.0,3.0,5.0,3.0
cfb,2026,2,total,Stony Brook,Ball State,o56.5|u56.5|o52.5|-110|u52.5|-105,56.5,56.5,52.5,-110.0,52.5,-105.0,29.0,71.0,24.0,76.0,2297.0,-4.0,-4.0,-5.0
cfb,2026,2,total,LA-Monroe,UAB,o52.5|u52.5|o52.5|-115|u54.5|-115,52.5,52.5,52.5,-115.0,54.5,-115.0,19.0,81.0,16.0,84.0,5482.0,0.0,2.0,-3.0
cfb,2026,2,total,Utah State,Washington,o54.5|u54.5|o55.5|-108|u55.5|-110,54.5,54.5,55.5,-108.0,55.5,-110.0,25.0,75.0,26.0,74.0,9577.0,1.0,1.0,1.0
cfb,2026,2,total,Robert Morris,Akron,o43.5|u43.5|o45.5|-110|u46.5|-110,43.5,43.5,45.5,-110.0,46.5,-110.0,64.0,36.0,72.0,28.0,2181.0,2.0,3.0,8.0
cfb,2026,2,total,Duke,Illinois,o54.5|u54.5|o51.5|-110|u51.5|-110,54.5,54.5,51.5,-110.0,51.5,-110.0,38.0,62.0,34.0,66.0,22719.0,-3.0,-3.0,-4.0
cfb,2026,2,total,Sacred Heart,UMass,o54.5|u54.5|o53.5|-110|u53.5|-110,54.5,54.5,53.5,-110.0,53.5,-110.0,46.0,54.0,45.0,55.0,2600.0,-1.0,-1.0,-1.0
cfb,2026,2,total,Central Conn,Toledo,o56.5|u56.5|o52.5|-105|u53.5|-108,56.5,56.5,52.5,-105.0,53.5,-108.0,42.0,58.0,30.0,70.0,2130.0,-4.0,-3.0,-12.0
cfb,2026,2,total,California,Syracuse,o53.5|u53.5|o56.5|-112|u57.5|-112,53.5,53.5,56.5,-112.0,57.5,-112.0,39.0,61.0,43.0,57.0,27061.0,3.0,4.0,4.0
cfb,2026,2,total,Mississippi St,Minnesota,o51.5|u51.5|o53.5|-108|u54.5|-105,51.5,51.5,53.5,-108.0,54.5,-105.0,57.0,43.0,47.0,53.0,40470.0,2.0,3.0,-10.0
cfb,2026,2,total,Maryland,UConn,o53.5|u53.5|o52.5|-110|u53.5|-110,53.5,53.5,52.5,-110.0,53.5,-110.0,41.0,59.0,47.0,53.0,10652.0,-1.0,0.0,6.0
cfb,2026,2,total,UCF,Pittsburgh,o51.5|u51.5|o55.5|-105|u55.5|-108,51.5,51.5,55.5,-105.0,55.5,-108.0,37.0,63.0,38.0,62.0,16524.0,4.0,4.0,1.0
cfb,2026,2,total,Arizona,BYU,o53.5|u53.5|o48.5|-106|u52.5|-120,53.5,53.5,48.5,-106.0,52.5,-120.0,65.0,35.0,57.0,43.0,40056.0,-5.0,-1.0,-8.0
cfb,2026,2,total,Rice,Notre Dame,o52.5|u52.5|o54.5|-108|u54.5|-105,52.5,52.5,54.5,-108.0,54.5,-105.0,38.0,62.0,57.0,43.0,11657.0,2.0,2.0,19.0
cfb,2026,2,total,Alabama,Kentucky,o49.5|u49.5|o47.5|-105|u47.5|-115,49.5,49.5,47.5,-105.0,47.5,-115.0,30.0,70.0,49.0,51.0,68490.0,-2.0,-2.0,19.0
cfb,2026,2,total,E. Michigan,Michigan St,o50.5|u50.5|o49.5|-110|u49.5|-105,50.5,50.5,49.5,-110.0,49.5,-105.0,37.0,63.0,29.0,71.0,7355.0,-1.0,-1.0,-8.0
cfb,2026,2,total,Weber State,Colorado,o52.5|u52.5|o56.5|-115|u57.5|-108,52.5,52.5,56.5,-115.0,57.5,-108.0,38.0,62.0,88.0,12.0,3084.0,4.0,5.0,50.0
cfb,2026,2,total,UTSA,Texas St,o63.5|u63.5|o65.5|-108|u66|-110,63.5,63.5,65.5,-108.0,66.0,-110.0,13.0,87.0,20.0,80.0,13570.0,2.0,2.5,7.0
cfb,2026,2,total,UNLV,North Texas,o60.5|u60.5|o57.5|-110|u58.5|-115,60.5,60.5,57.5,-110.0,58.5,-115.0,12.0,88.0,32.0,68.0,19068.0,-3.0,-2.0,20.0
cfb,2026,2,total,N. Colorado,Wyoming,o49.5|u49.5|o44.5|-105|u44.5|-110,49.5,49.5,44.5,-105.0,44.5,-110.0,34.0,66.0,22.0,78.0,1666.0,-5.0,-5.0,-12.0
cfb,2026,2,total,UC Davis,SMU,o58.5|u58.5|o58.5|-110|u59.5|-110,58.5,58.5,58.5,-110.0,59.5,-110.0,12.0,88.0,24.0,76.0,8143.0,0.0,1.0,12.0
cfb,2026,2,total,Alabama St,Troy,o52.5|u52.5|o52.5|-110|u52.5|-108,52.5,52.5,52.5,-110.0,52.5,-108.0,13.0,87.0,15.0,85.0,1257.0,0.0,0.0,2.0
cfb,2026,2,total,Mercyhurst,New Mexico,o51.5|u51.5|o53.5|-110|u54.5|-110,51.5,51.5,53.5,-110.0,54.5,-110.0,32.0,68.0,55.0,45.0,1681.0,2.0,3.0,23.0
cfb,2026,2,total,Delaware,Vanderbilt,o53.5|u53.5|o54.5|-105|u54.5|-105,53.5,53.5,54.5,-105.0,54.5,-105.0,22.0,78.0,22.0,78.0,9557.0,1.0,1.0,0.0
cfb,2026,2,total,Campbell,Florida,o66.5|u66.5|o66.5|-110|u66.5|-105,66.5,66.5,66.5,-110.0,66.5,-105.0,24.0,76.0,12.0,88.0,4165.0,0.0,0.0,-12.0
cfb,2026,2,total,Memphis,Boise State,o54.5|u54.5|o54.5|-115|u54.5|-102,54.5,54.5,54.5,-115.0,54.5,-102.0,19.0,81.0,30.0,70.0,30317.0,0.0,0.0,11.0
cfb,2026,2,total,Buffalo,FIU,o50.5|u50.5|o47.5|-110|u47.5|-108,50.5,50.5,47.5,-110.0,47.5,-108.0,31.0,69.0,28.0,72.0,13232.0,-3.0,-3.0,-3.0
cfb,2026,2,total,Jax State,Ohio,o50.5|u50.5|o48.5|-112|u49.5|-105,50.5,50.5,48.5,-112.0,49.5,-105.0,29.0,71.0,28.0,72.0,8082.0,-2.0,-1.0,-1.0
cfb,2026,2,total,Monmouth,W. Michigan,o53.5|u53.5|o54.5|-110|u54.5|-110,53.5,53.5,54.5,-110.0,54.5,-110.0,49.0,51.0,50.0,50.0,2933.0,1.0,1.0,1.0
cfb,2026,2,total,Southern U,Houston,o60.5|u60.5|o61.5|-114|u62.5|-110,60.5,60.5,61.5,-114.0,62.5,-110.0,13.0,87.0,33.0,67.0,2928.0,1.0,2.0,20.0
cfb,2026,2,total,S. Alabama,Tulane,o55.5|u55.5|o48.5|-104|u48.5|-110,55.5,55.5,48.5,-104.0,48.5,-110.0,27.0,73.0,27.0,73.0,11687.0,-7.0,-7.0,0.0
cfb,2026,2,total,W. Carolina,Cincinnati,o60.5|u60.5|o61.5|-106|u61.5|-110,60.5,60.5,61.5,-106.0,61.5,-110.0,29.0,71.0,30.0,70.0,1711.0,1.0,1.0,1.0
cfb,2026,2,total,Tulsa,Sam Houston,o51.5|u51.5|o51.5|-110|u52.5|-110,51.5,51.5,51.5,-110.0,52.5,-110.0,9.0,91.0,11.0,89.0,13328.0,0.0,1.0,2.0
cfb,2026,2,total,Lindenwood,Missouri St,o53.5|u53.5|o53.5|-110|u53.5|-110,53.5,53.5,53.5,-110.0,53.5,-110.0,34.0,66.0,33.0,67.0,1428.0,0.0,0.0,-1.0
cfb,2026,2,total,Bowling Green,Nebraska,o50.5|u50.5|o48.5|-112|u49.5|-110,50.5,50.5,48.5,-112.0,49.5,-110.0,68.0,32.0,1.0,99.0,16463.0,-2.0,-1.0,-67.0
cfb,2026,2,total,West Georgia,Arkansas St,o56.5|u56.5|o56.5|-108|u56.5|-110,56.5,56.5,56.5,-108.0,56.5,-110.0,53.0,47.0,59.0,41.0,2382.0,0.0,0.0,6.0
cfb,2026,2,total,Towson,S. Carolina,o54.5|u54.5|o57.5|-108|u57.5|-110,54.5,54.5,57.5,-108.0,57.5,-110.0,24.0,76.0,49.0,51.0,5361.0,3.0,3.0,25.0
cfb,2026,2,total,Georgia State,Kennesaw St,o50.5|u50.5|o55.5|-106|u55.5|-110,50.5,50.5,55.5,-106.0,55.5,-110.0,15.0,85.0,16.0,84.0,11263.0,5.0,5.0,1.0
cfb,2026,2,total,Illinois St,N. Illinois,o46.5|u46.5|o48.5|-105|u47.5|-105,46.5,46.5,48.5,-105.0,47.5,-105.0,72.0,28.0,67.0,33.0,2342.0,2.0,1.0,-5.0
cfb,2026,2,total,Middle Tenn,Marshall,o57.5|u57.5|o55.5|-110|u56.5|-112,57.5,57.5,55.5,-110.0,56.5,-112.0,6.0,94.0,9.0,91.0,7472.0,-2.0,-1.0,3.0
cfb,2026,2,total,Tennessee,GA Tech,o54.5|u54.5|o55.5|-105|u55.5|-110,54.5,54.5,55.5,-105.0,55.5,-110.0,77.0,23.0,79.0,21.0,43671.0,1.0,1.0,2.0
cfb,2026,2,total,Southern Utah,Colorado St,o57.5|u57.5|o57.5|-105|u57.5|-108,57.5,57.5,57.5,-105.0,57.5,-108.0,40.0,60.0,34.0,66.0,2019.0,0.0,0.0,-6.0
cfb,2026,2,total,W. Illinois,Wisconsin,o49.5|u49.5|o52.5|-110|u53.5|-108,49.5,49.5,52.5,-110.0,53.5,-108.0,38.0,62.0,98.0,2.0,3402.0,3.0,4.0,60.0
cfb,2026,2,total,San Diego St,UCLA,o49.5|u49.5|o53.5|-112|u53.5|-105,49.5,49.5,53.5,-112.0,53.5,-105.0,12.0,88.0,36.0,64.0,20467.0,4.0,4.0,24.0
cfb,2026,2,total,Ohio State,Texas,o47.5|u47.5|o50.5|-112|u50.5|-104,47.5,47.5,50.5,-112.0,50.5,-104.0,64.0,36.0,77.0,23.0,109875.0,3.0,3.0,13.0
cfb,2026,2,total,Fordham,Coastal Car,o53.5|u53.5|o53.5|-110|u54.5|-115,53.5,53.5,53.5,-110.0,54.5,-115.0,33.0,67.0,33.0,67.0,1610.0,0.0,1.0,0.0
cfb,2026,2,total,Iowa State,Iowa,o41.5|u41.5|o42.5|-108|u42.5|-105,41.5,41.5,42.5,-108.0,42.5,-105.0,40.0,60.0,32.0,68.0,35240.0,1.0,1.0,-8.0
cfb,2026,2,total,LA Tech,LSU,o55.5|u55.5|o54.5|-115|u55.5|-110,55.5,55.5,54.5,-115.0,55.5,-110.0,35.0,65.0,64.0,36.0,20957.0,-1.0,0.0,29.0
cfb,2026,2,total,Navy,FL Atlantic,o57.5|u57.5|o59.5|-108|u59.5|-110,57.5,57.5,59.5,-108.0,59.5,-110.0,13.0,87.0,56.0,44.0,18084.0,2.0,2.0,43.0
cfb,2026,2,total,Texas Tech,Oregon St,o51.5|u51.5|o48.5|-110|u52.5|-110,51.5,51.5,48.5,-110.0,52.5,-110.0,8.0,92.0,19.0,81.0,19068.0,-3.0,1.0,11.0
cfb,2026,2,total,Charlotte,Ole Miss,o61.5|u61.5|o59.5|-108|u60.5|-110,61.5,61.5,59.5,-108.0,60.5,-110.0,14.0,86.0,16.0,84.0,14616.0,-2.0,-1.0,2.0
cfb,2026,2,total,Southern Miss,Auburn,o52.5|u52.5|o56.5|-110|u56.5|-105,52.5,52.5,56.5,-110.0,56.5,-105.0,7.0,93.0,11.0,89.0,12934.0,4.0,4.0,4.0
cfb,2026,2,total,Grambling St,TCU,o54.5|u54.5|o55.5|-115|u56.5|-110,54.5,54.5,55.5,-115.0,56.5,-110.0,21.0,79.0,65.0,35.0,2433.0,1.0,2.0,44.0
cfb,2026,2,total,Prairie View,Baylor,o54.5|u54.5|o55.5|-110|u58.5|-110,54.5,54.5,55.5,-110.0,58.5,-110.0,14.0,86.0,33.0,67.0,2680.0,1.0,4.0,19.0
cfb,2026,2,total,Cal Poly,San Jose St,o57.5|u57.5|o58.5|-105|u58.5|-108,57.5,57.5,58.5,-105.0,58.5,-108.0,36.0,64.0,41.0,59.0,2605.0,1.0,1.0,5.0
cfb,2026,2,total,Texas Southern,UTEP,o53.5|u53.5|o52.5|-110|u53.5|-110,53.5,53.5,52.5,-110.0,53.5,-110.0,55.0,45.0,60.0,40.0,1277.0,-1.0,0.0,5.0
cfb,2026,2,total,GA Southern,Clemson,o57.5|u57.5|o53.5|-112|u54.5|-110,57.5,57.5,53.5,-112.0,54.5,-110.0,7.0,93.0,10.0,90.0,11203.0,-4.0,-3.0,3.0
cfb,2026,2,total,ND State,Air Force,o49.5|u49.5|o48.5|-105|u48.5|-106,49.5,49.5,48.5,-105.0,48.5,-106.0,74.0,26.0,70.0,30.0,18750.0,-1.0,-1.0,-4.0
cfb,2026,2,total,Arkansas,Utah,o55.5|u55.5|o55.5|-110|u55.5|-105,55.5,55.5,55.5,-110.0,55.5,-105.0,4.0,96.0,41.0,59.0,27338.0,0.0,0.0,37.0
cfb,2026,2,total,Montana St,Nevada,o48.5|u48.5|o50.5|+102|u52|-110,48.5,48.5,50.5,102.0,52.0,-110.0,16.0,84.0,22.0,78.0,13020.0,2.0,3.5,6.0
cfb,2026,2,total,Sac State,Fresno State,o48.5|u48.5|o43.5|-110|u43.5|-105,48.5,48.5,43.5,-110.0,43.5,-105.0,60.0,40.0,53.0,47.0,14075.0,-5.0,-5.0,-7.0
cfb,2026,2,total,Louisiana,USC,o63.5|u63.5|o58.5|-110|u59.5|+104,63.5,63.5,58.5,-110.0,59.5,104.0,18.0,82.0,32.0,68.0,11632.0,-5.0,-4.0,14.0
cfb,2026,2,ml,Villanova,Louisville,+2400|-10000|+6600|N/A,2400.0,-10000.0,6600.0,,,,,,,,15327.0,4200.0,,
cfb,2026,2,ml,Richmond,NC State,+3000|-10000|+4000|-6500,3000.0,-10000.0,4000.0,,-6500.0,,8.0,92.0,48.0,52.0,10607.0,1000.0,3500.0,40.0
cfb,2026,2,ml,Rutgers,Boston Col,+205|-255|+125|-142,205.0,-255.0,125.0,,-142.0,,17.0,83.0,85.0,15.0,40344.0,-80.0,113.0,68.0
cfb,2026,2,ml,Missouri,Kansas,-210|+176|-190|+168,-210.0,176.0,-190.0,,168.0,,89.0,11.0,64.0,36.0,71100.0,20.0,-8.0,-25.0
cfb,2026,2,ml,Oklahoma,Michigan,+122|-146|-215|+185,122.0,-146.0,-215.0,,185.0,,86.0,14.0,89.0,11.0,99020.0,-337.0,331.0,3.0
cfb,2026,2,ml,Wake Forest,Purdue,-162|+134|-135|+126,-162.0,134.0,-135.0,,126.0,,83.0,17.0,74.0,26.0,29201.0,27.0,-8.0,-9.0
cfb,2026,2,ml,App State,E. Carolina,+270|-345|+205|-230,270.0,-345.0,205.0,,-230.0,,6.0,94.0,4.0,96.0,14767.0,-65.0,115.0,-2.0
cfb,2026,2,ml,Gardner-Webb,Liberty,+1600|-4500|+2000|-3200,1600.0,-4500.0,2000.0,,-3200.0,,4.0,96.0,14.0,86.0,2443.0,400.0,1300.0,10.0
cfb,2026,2,ml,Washington St,K State,+800|-1400|+740|-950,800.0,-1400.0,740.0,,-950.0,,3.0,97.0,8.0,92.0,13500.0,-60.0,450.0,5.0
cfb,2026,2,ml,Wofford,Kent State,+550|-820|+350|-410,550.0,-820.0,350.0,,-410.0,,3.0,97.0,10.0,90.0,2887.0,-200.0,410.0,7.0
cfb,2026,2,ml,Arizona St,Texas A&M,+470|-650|+525|-550,470.0,-650.0,525.0,,-550.0,,3.0,97.0,7.0,93.0,35265.0,55.0,100.0,4.0
cfb,2026,2,ml,Penn State,Temple,-4000|+1400|-2500|+1400,-4000.0,1400.0,-2500.0,,1400.0,,97.0,3.0,94.0,6.0,25450.0,1500.0,0.0,-3.0
cfb,2026,2,ml,East Tenn,UNC,+4000|-20000|+5500|N/A,4000.0,-20000.0,5500.0,,,,,,,,3094.0,1500.0,,
cfb,2026,2,ml,Oregon,OK State,-1000|+640|-2200|+1300,-1000.0,640.0,-2200.0,,1300.0,,97.0,3.0,92.0,8.0,39879.0,-1200.0,660.0,-5.0
cfb,2026,2,ml,Old Dominion,VA Tech,+610|-950|+810|-950,610.0,-950.0,810.0,,-950.0,,3.0,97.0,3.0,97.0,20295.0,200.0,0.0,0.0
