sport,season,week,market,away,home,raw_nums,away_open,home_open,away_close,away_price,home_close,home_price,bets_away,bets_home,money_away,money_home,tickets,away_move,home_move,money_minus_bets_away
cfb,2026,2,ml,S. Florida,Army,+100|-120|+140|-165,100.0,-120.0,140.0,,-165.0,,12.0,88.0,35.0,65.0,20684.0,40.0,-45.0,23.0
cfb,2026,2,ml,Holy Cross,Miami (OH),+2400|-10000|+3500|-6500,2400.0,-10000.0,3500.0,,-6500.0,,2.0,98.0,13.0,87.0,2135.0,1100.0,3500.0,11.0
cfb,2026,2,ml,Colgate,C. Michigan,+1280|-3500|+920|-1400,1280.0,-3500.0,920.0,,-1400.0,,3.0,97.0,6.0,94.0,2448.0,-360.0,2100.0,3.0
cfb,2026,2,ml,Stony Brook,Ball State,+610|-950|+500|-550,610.0,-950.0,500.0,,-550.0,,2.0,98.0,1.0,99.0,2297.0,-110.0,400.0,-1.0
cfb,2026,2,ml,LA-Monroe,UAB,+285|-365|+290|-350,285.0,-365.0,290.0,,-350.0,,2.0,98.0,1.0,99.0,5482.0,5.0,15.0,-1.0
cfb,2026,2,ml,Utah State,Washington,+1400|-4000|+2000|-5000,1400.0,-4000.0,2000.0,,-5000.0,,1.0,99.0,4.0,96.0,9577.0,600.0,-1000.0,3.0
cfb,2026,2,ml,Robert Morris,Akron,+2000|-7000|+2000|-2800,2000.0,-7000.0,2000.0,,-2800.0,,2.0,98.0,18.0,82.0,2181.0,0.0,4200.0,16.0
cfb,2026,2,ml,Duke,Illinois,+240|-300|+205|-235,240.0,-300.0,205.0,,-235.0,,5.0,95.0,8.0,92.0,22719.0,-35.0,65.0,3.0
cfb,2026,2,ml,Sacred Heart,UMass,+1200|-3000|+1250|-2200,1200.0,-3000.0,1250.0,,-2200.0,,2.0,98.0,1.0,99.0,2600.0,50.0,800.0,-1.0
cfb,2026,2,ml,Central Conn,Toledo,+3006|-10000|+6600|N/A,3006.0,-10000.0,6600.0,,,,,,,,2130.0,3594.0,,
cfb,2026,2,ml,California,Syracuse,-126|+105|+164|-180,-126.0,105.0,164.0,,-180.0,,12.0,88.0,16.0,84.0,27061.0,290.0,-285.0,4.0
cfb,2026,2,ml,Mississippi St,Minnesota,-102|-118|-110|-105,-102.0,-118.0,-110.0,,-105.0,,71.0,29.0,85.0,15.0,40470.0,-8.0,13.0,14.0
cfb,2026,2,ml,Maryland,UConn,-385|+300|-450|+360,-385.0,300.0,-450.0,,360.0,,96.0,4.0,94.0,6.0,10652.0,-65.0,60.0,-2.0
cfb,2026,2,ml,UCF,Pittsburgh,+260|-330|+250|-280,260.0,-330.0,250.0,,-280.0,,4.0,96.0,8.0,92.0,16524.0,-10.0,50.0,4.0
cfb,2026,2,ml,Arizona,BYU,+265|-335|+220|-120,265.0,-335.0,220.0,,-120.0,,2.0,98.0,34.0,66.0,40056.0,-45.0,215.0,32.0
cfb,2026,2,ml,Alabama,Kentucky,-360|+280|-350|+300,-360.0,280.0,-350.0,,300.0,,98.0,2.0,96.0,4.0,68490.0,10.0,20.0,-2.0
cfb,2026,2,ml,E. Michigan,Michigan St,+610|-950|+650|-850,610.0,-950.0,650.0,,-850.0,,1.0,99.0,4.0,96.0,7355.0,40.0,100.0,3.0
cfb,2026,2,ml,Weber State,Colorado,+2500|-10000|+8000|-8000,2500.0,-10000.0,8000.0,,-8000.0,,2.0,98.0,14.0,86.0,3084.0,5500.0,2000.0,12.0
cfb,2026,2,ml,UTSA,Texas St,-118|-102|+112|-120,-118.0,-102.0,112.0,,-120.0,,25.0,75.0,34.0,66.0,13570.0,230.0,-18.0,9.0
cfb,2026,2,ml,UNLV,North Texas,-245|+198|-140|+126,-245.0,198.0,-140.0,,126.0,,94.0,6.0,91.0,9.0,19068.0,105.0,-72.0,-3.0
cfb,2026,2,ml,N. Colorado,Wyoming,+1400|-4000|+1200|-1800,1400.0,-4000.0,1200.0,,-1800.0,,2.0,98.0,1.0,99.0,1666.0,-200.0,2200.0,-1.0
cfb,2026,2,ml,UC Davis,SMU,+1200|-2400|+3000|-3200,1200.0,-2400.0,3000.0,,-3200.0,,2.0,98.0,12.0,88.0,8143.0,1800.0,-800.0,10.0
cfb,2026,2,ml,Alabama St,Troy,+980|-2000|+1200|-1700,980.0,-2000.0,1200.0,,-1700.0,,2.0,98.0,16.0,84.0,1257.0,220.0,300.0,14.0
cfb,2026,2,ml,Delaware,Vanderbilt,+1200|-3000|+950|-1350,1200.0,-3000.0,950.0,,-1350.0,,1.0,99.0,1.0,99.0,9557.0,-250.0,1650.0,0.0
cfb,2026,2,ml,Memphis,Boise State,+260|-330|+285|-330,260.0,-330.0,285.0,,-330.0,,3.0,97.0,3.0,97.0,30317.0,25.0,0.0,0.0
cfb,2026,2,ml,Buffalo,FIU,+245|-310|+280|-335,245.0,-310.0,280.0,,-335.0,,2.0,98.0,92.0,8.0,13232.0,35.0,-25.0,90.0
cfb,2026,2,ml,Jax State,Ohio,-104|-115|+105|-120,-104.0,-115.0,105.0,,-120.0,,11.0,89.0,30.0,70.0,8082.0,209.0,-5.0,19.0
cfb,2026,2,ml,Monmouth,W. Michigan,+1400|-4000|+2800|-5000,1400.0,-4000.0,2800.0,,-5000.0,,3.0,97.0,2.0,98.0,2933.0,1400.0,-1000.0,-1.0
cfb,2026,2,ml,S. Alabama,Tulane,+300|-380|+315|-360,300.0,-380.0,315.0,,-360.0,,2.0,98.0,20.0,80.0,11687.0,15.0,20.0,18.0
cfb,2026,2,ml,W. Carolina,Cincinnati,+2400|-10000|+3500|-10000,2400.0,-10000.0,3500.0,,-10000.0,,3.0,97.0,3.0,97.0,1711.0,1100.0,0.0,0.0
cfb,2026,2,ml,Tulsa,Sam Houston,-550|+400|-470|+420,-550.0,400.0,-470.0,,420.0,,98.0,2.0,80.0,20.0,13328.0,80.0,20.0,-18.0
cfb,2026,2,ml,Lindenwood,Missouri St,+1160|-2800|+1200|-900,1160.0,-2800.0,1200.0,,-900.0,,4.0,96.0,1.0,99.0,1428.0,40.0,1900.0,-3.0
cfb,2026,2,ml,Bowling Green,Nebraska,+1600|-4500|+3500|-7000,1600.0,-4500.0,3500.0,,-7000.0,,1.0,99.0,2.0,98.0,16463.0,1900.0,-2500.0,1.0
cfb,2026,2,ml,West Georgia,Arkansas St,+2000|-8000|+3500|-8000,2000.0,-8000.0,3500.0,,-8000.0,,2.0,98.0,61.0,39.0,2382.0,1500.0,0.0,59.0
cfb,2026,2,ml,Georgia State,Kennesaw St,+270|-340|+260|-300,270.0,-340.0,260.0,,-300.0,,1.0,99.0,38.0,62.0,11263.0,-10.0,40.0,37.0
cfb,2026,2,ml,Illinois St,N. Illinois,-170|+140|-145|+125,-170.0,140.0,-145.0,,125.0,,94.0,6.0,44.0,56.0,2342.0,25.0,-15.0,-50.0
cfb,2026,2,ml,Middle Tenn,Marshall,+650|-1000|+400|-430,650.0,-1000.0,400.0,,-430.0,,1.0,99.0,19.0,81.0,7472.0,-250.0,570.0,18.0
cfb,2026,2,ml,Tennessee,GA Tech,-350|+275|-485|+380,-350.0,275.0,-485.0,,380.0,,99.0,1.0,94.0,6.0,43671.0,-135.0,105.0,-5.0
cfb,2026,2,ml,Southern Utah,Colorado St,+920|-1800|+920|-1300,920.0,-1800.0,920.0,,-1300.0,,1.0,99.0,100.0,1.0,2019.0,0.0,500.0,99.0
cfb,2026,2,ml,W. Illinois,Wisconsin,+3500|-20000|+20000|N/A,3500.0,-20000.0,20000.0,,,,,,,,3402.0,16500.0,,
cfb,2026,2,ml,San Diego St,UCLA,+320|-420|+450|-525,320.0,-420.0,450.0,,-525.0,,1.0,99.0,1.0,99.0,20467.0,130.0,-105.0,0.0
cfb,2026,2,ml,Ohio State,Texas,+111|-135|+115|-126,111.0,-135.0,115.0,,-126.0,,48.0,52.0,51.0,49.0,109875.0,4.0,9.0,3.0
cfb,2026,2,ml,Fordham,Coastal Car,+3500|-20000|+5500|-10000,3500.0,-20000.0,5500.0,,-10000.0,,2.0,98.0,1.0,99.0,1610.0,2000.0,10000.0,-1.0
cfb,2026,2,ml,Iowa State,Iowa,+450|-630|+475|-600,450.0,-630.0,475.0,,-600.0,,2.0,98.0,54.0,46.0,35240.0,25.0,30.0,52.0
cfb,2026,2,ml,LA Tech,LSU,+3000|-10000|+4000|-15000,3000.0,-10000.0,4000.0,,-15000.0,,5.0,95.0,17.0,83.0,20957.0,1000.0,-5000.0,12.0
cfb,2026,2,ml,Navy,FL Atlantic,-250|+205|-200|+170,-250.0,205.0,-200.0,,170.0,,96.0,4.0,93.0,7.0,18084.0,50.0,-35.0,-3.0
cfb,2026,2,ml,Texas Tech,Oregon St,-10000|+2400|-2500|+1600,-10000.0,2400.0,-2500.0,,1600.0,,97.0,3.0,88.0,12.0,19068.0,7500.0,-800.0,-9.0
cfb,2026,2,ml,Southern Miss,Auburn,+1800|-5000|+2500|-8000,1800.0,-5000.0,2500.0,,-8000.0,,3.0,97.0,40.0,60.0,12934.0,700.0,-3000.0,37.0
cfb,2026,2,ml,Prairie View,Baylor,+3000|-10000|+2800|N/A,3000.0,-10000.0,2800.0,,,,,,,,2680.0,-200.0,,
cfb,2026,2,ml,Cal Poly,San Jose St,+1160|-2800|+1160|-1800,1160.0,-2800.0,1160.0,,-1800.0,,1.0,99.0,1.0,99.0,2605.0,0.0,1000.0,0.0
cfb,2026,2,ml,Texas Southern,UTEP,+2000|-7000|+1700|-2500,2000.0,-7000.0,1700.0,,-2500.0,,3.0,97.0,12.0,88.0,1277.0,-300.0,4500.0,9.0
cfb,2026,2,ml,GA Southern,Clemson,+1700|-4500|+850|-1200,1700.0,-4500.0,850.0,,-1200.0,,2.0,98.0,29.0,71.0,11203.0,-850.0,3300.0,27.0
cfb,2026,2,ml,ND State,Air Force,-245|+200|-120|+102,-245.0,200.0,-120.0,,102.0,,84.0,16.0,77.0,23.0,18750.0,125.0,-98.0,-7.0
cfb,2026,2,ml,Arkansas,Utah,+255|-320|+455|-425,255.0,-320.0,455.0,,-425.0,,4.0,96.0,3.0,97.0,27338.0,200.0,-105.0,-1.0
cfb,2026,2,ml,Montana St,Nevada,-220|+180|-205|+180,-220.0,180.0,-205.0,,180.0,,83.0,17.0,35.0,65.0,13020.0,15.0,0.0,-48.0
cfb,2026,2,ml,Sac State,Fresno State,+675|-1050|+740|-950,675.0,-1050.0,740.0,,-950.0,,2.0,98.0,5.0,95.0,14075.0,65.0,100.0,3.0
cfb,2026,2,ml,Louisiana,USC,+2200|-8000|+3000|-6500,2200.0,-8000.0,3000.0,,-6500.0,,1.0,99.0,17.0,83.0,11632.0,800.0,1500.0,16.0
cfb,2026,3,spread,Montana,Oregon St,+9.5|-9.5|+17.5|-110|-17.5|-105,9.5,-9.5,17.5,-110.0,-17.5,-105.0,9.0,91.0,8.0,92.0,7088.0,8.0,-8.0,-1.0
cfb,2026,3,spread,Purdue,UCLA,+12.5|-12.5|+13.5|+100|-14|-108,12.5,-12.5,13.5,100.0,-14.0,-108.0,5.0,95.0,5.0,95.0,21270.0,1.0,-1.5,0.0
cfb,2026,3,spread,Fresno State,San Jose St,-6.5|+6.5|-3.5|-105|+4.5|-110,-6.5,6.5,-3.5,-105.0,4.5,-110.0,62.0,38.0,36.0,64.0,21356.0,3.0,-2.0,-26.0
cfb,2026,3,spread,N. Illinois,Arizona,+31.5|-31.5|+34.5|-108|-34.5|-110,31.5,-31.5,34.5,-108.0,-34.5,-110.0,73.0,27.0,77.0,23.0,7007.0,3.0,-3.0,4.0
cfb,2026,3,spread,ND State,Sac State,-23.5|+23.5|-25|-108|+26.5|-105,-23.5,23.5,-25.0,-108.0,26.5,-105.0,19.0,81.0,19.0,81.0,13192.0,-1.5,3.0,0.0
cfb,2026,3,spread,South Dakota,Boise State,+22.5|-22.5|+28|-108|-28.5|-105,22.5,-22.5,28.0,-108.0,-28.5,-105.0,43.0,57.0,32.0,68.0,7840.0,5.5,-6.0,-11.0
cfb,2026,3,spread,JMU,San Diego St,+1.5|-1.5|+2.5|-102|-1.5|-110,1.5,-1.5,2.5,-102.0,-1.5,-110.0,70.0,30.0,59.0,41.0,15125.0,1.0,0.0,-11.0
cfb,2026,3,spread,BYU,Colorado St,-20.5|+20.5|-17.5|-110|+17.5|-105,-20.5,20.5,-17.5,-110.0,17.5,-105.0,63.0,37.0,56.0,44.0,17993.0,3.0,-3.0,-7.0
cfb,2026,3,spread,UTSA,Texas,+29.5|-29.5|+29.5|-105|-30|-108,29.5,-29.5,29.5,-105.0,-30.0,-108.0,55.0,45.0,52.0,48.0,19826.0,0.0,-0.5,-3.0
cfb,2026,3,spread,E TA&M,Tulsa,+42.5|-42.5|+41.5|-106|-41.5|-102,42.5,-42.5,41.5,-106.0,-41.5,-102.0,48.0,52.0,82.0,18.0,1696.0,-1.0,1.0,34.0
cfb,2026,3,spread,Arkansas St,TCU,+20.5|-20.5|+19.5|+102|-19.5|-102,20.5,-20.5,19.5,102.0,-19.5,-102.0,39.0,61.0,53.0,47.0,8799.0,-1.0,1.0,14.0
cfb,2026,3,spread,UAB,Louisiana,+8.5|-8.5|+6.5|+111|-7|-105,8.5,-8.5,6.5,111.0,-7.0,-105.0,34.0,66.0,58.0,42.0,8012.0,-2.0,1.5,24.0
cfb,2026,3,spread,Kennesaw St,Tennessee,+35.5|-35.5|+35.5|-112|-35.5|-105,35.5,-35.5,35.5,-112.0,-35.5,-105.0,53.0,47.0,49.0,51.0,10006.0,0.0,0.0,-4.0
cfb,2026,3,spread,Colorado,Northwestern,+5.5|-5.5|+3.5|-110|-3.5|-105,5.5,-5.5,3.5,-110.0,-3.5,-105.0,79.0,21.0,69.0,31.0,21946.0,-2.0,2.0,-10.0
cfb,2026,3,spread,Michigan St,Notre Dame,+29.5|-29.5|+28.5|-105|-29.5|-106,29.5,-29.5,28.5,-105.0,-29.5,-106.0,47.0,53.0,54.0,46.0,18796.0,-1.0,0.0,7.0
cfb,2026,3,spread,LSU,Ole Miss,+2.5|-2.5|-3|-105|+3.5|-115,2.5,-2.5,-3.0,-105.0,3.5,-115.0,52.0,48.0,54.0,46.0,111884.0,-5.5,6.0,2.0
cfb,2026,3,spread,VA Tech,Maryland,-1.5|+1.5|-2|-110|+2.5|-108,-1.5,1.5,-2.0,-110.0,2.5,-108.0,67.0,33.0,68.0,32.0,32528.0,-0.5,1.0,1.0
cfb,2026,3,spread,New Mexico,Oklahoma,+21.5|-21.5|+21.5|-112|-21.5|-105,21.5,-21.5,21.5,-112.0,-21.5,-105.0,43.0,57.0,52.0,48.0,21674.0,0.0,0.0,9.0
cfb,2026,3,spread,West Virginia,Virginia,+8.5|-8.5|+10.5|-105|-11.5|-105,8.5,-8.5,10.5,-105.0,-11.5,-105.0,40.0,60.0,47.0,53.0,21820.0,2.0,-3.0,7.0
cfb,2026,3,spread,Eastern Wash,Washington,+44.5|-44.5|+42.5|-108|-42.5|-110,44.5,-44.5,42.5,-108.0,-42.5,-110.0,69.0,31.0,78.0,22.0,2251.0,-2.0,2.0,9.0
cfb,2026,3,spread,North Dakota,Nebraska,+24.5|-24.5|+26.5|+106|-26.5|-106,24.5,-24.5,26.5,106.0,-26.5,-106.0,65.0,35.0,66.0,34.0,5220.0,2.0,-2.0,1.0
cfb,2026,3,spread,GA Southern,Jax State,+2.5|-2.5|+3.5|-110|-3.5|-108,2.5,-2.5,3.5,-110.0,-3.5,-108.0,41.0,59.0,52.0,48.0,4538.0,1.0,-1.0,11.0
cfb,2026,3,spread,Nicholls St,Sam Houston,+18.5|-18.5|+21.5|-110|-21.5|-105,18.5,-18.5,21.5,-110.0,-21.5,-105.0,46.0,54.0,45.0,55.0,1585.0,3.0,-3.0,-1.0
cfb,2026,3,spread,Nevada,Middle Tenn,-6.5|+6.5|-4.5|+111|+4.5|-111,-6.5,6.5,-4.5,111.0,4.5,-111.0,51.0,49.0,54.0,46.0,6108.0,2.0,-2.0,3.0
cfb,2026,3,spread,Ohio,S. Alabama,+3.5|-3.5|+13.5|-115|-7|-105,3.5,-3.5,13.5,-115.0,-7.0,-105.0,49.0,51.0,41.0,59.0,13606.0,10.0,-3.5,-8.0
cfb,2026,3,spread,Delaware St,S. Florida,+37.5|-37.5|+36.5|-105|-37.5|-105,37.5,-37.5,36.5,-105.0,-37.5,-105.0,38.0,62.0,40.0,60.0,1802.0,-1.0,0.0,2.0
cfb,2026,3,spread,Murray State,OK State,+57.5|-57.5|+55.5|+100|-56.5|-105,57.5,-57.5,55.5,100.0,-56.5,-105.0,56.0,44.0,56.0,44.0,3483.0,-2.0,1.0,0.0
cfb,2026,3,spread,W. Michigan,Rice,-10.5|+10.5|-7.5|-110|+8.5|-105,-10.5,10.5,-7.5,-110.0,8.5,-105.0,80.0,20.0,82.0,18.0,16186.0,3.0,-2.0,2.0
cfb,2026,3,spread,Florida,Auburn,-1.5|+1.5|-2.5|-105|+5.5|-110,-1.5,1.5,-2.5,-105.0,5.5,-110.0,61.0,39.0,48.0,52.0,59287.0,-1.0,4.0,-13.0
cfb,2026,3,spread,Georgia State,UCF,+19.5|-19.5|+17.5|-114|-17.5|-102,19.5,-19.5,17.5,-114.0,-17.5,-102.0,44.0,56.0,46.0,54.0,10097.0,-2.0,2.0,2.0
cfb,2026,3,spread,Troy,Missouri,+27.5|-27.5|+27|-110|-26.5|-105,27.5,-27.5,27.0,-110.0,-26.5,-105.0,75.0,25.0,68.0,32.0,10011.0,-0.5,1.0,-7.0
cfb,2026,3,spread,UConn,Southern Miss,-2.5|+2.5|-3.5|-102|+3.5|-110,-2.5,2.5,-3.5,-102.0,3.5,-110.0,62.0,38.0,53.0,47.0,5099.0,-1.0,1.0,-9.0
cfb,2026,3,spread,TN-Martin,Memphis,+35.5|-35.5|+33.5|-110|-33.5|-110,35.5,-35.5,33.5,-110.0,-33.5,-110.0,36.0,64.0,36.0,64.0,1448.0,-2.0,2.0,0.0
cfb,2026,3,spread,Marshall,Missouri St,-4.5|+4.5|-4.5|+106|+4.5|-106,-4.5,4.5,-4.5,106.0,4.5,-106.0,43.0,57.0,39.0,61.0,6280.0,0.0,0.0,-4.0
cfb,2026,3,spread,FIU,FL Atlantic,+9.5|-9.5|+5.5|-115|-4.5|-110,9.5,-9.5,5.5,-115.0,-4.5,-110.0,22.0,78.0,24.0,76.0,10622.0,-4.0,5.0,2.0
cfb,2026,3,spread,Charlotte,App State,+19.5|-19.5|+15.5|-105|-16.5|-108,19.5,-19.5,15.5,-105.0,-16.5,-108.0,20.0,80.0,21.0,79.0,6184.0,-4.0,3.0,1.0
cfb,2026,3,spread,E. Carolina,Old Dominion,+2.5|-2.5|+2.5|-105|-2.5|-108,2.5,-2.5,2.5,-105.0,-2.5,-108.0,55.0,45.0,53.0,47.0,7992.0,0.0,0.0,-2.0
cfb,2026,3,spread,Florida St,Alabama,+15.5|-15.5|+18.5|-108|-18.5|-105,15.5,-15.5,18.5,-108.0,-18.5,-105.0,60.0,40.0,57.0,43.0,44332.0,3.0,-3.0,-3.0
cfb,2026,3,spread,SE Louisiana,LA-Monroe,+12.5|-12.5|+10|-105|-9.5|-115,12.5,-12.5,10.0,-105.0,-9.5,-115.0,3.0,97.0,2.0,98.0,2009.0,-2.5,3.0,-1.0
cfb,2026,3,spread,Mississippi St,S. Carolina,+7.5|-7.5|+3|-105|+16.5|+100,7.5,-7.5,3.0,-105.0,16.5,100.0,66.0,34.0,53.0,47.0,49537.0,-4.5,24.0,-13.0
cfb,2026,3,spread,Stanford,Duke,+11.5|-11.5|+9.5|+102|-10|-108,11.5,-11.5,9.5,102.0,-10.0,-108.0,36.0,64.0,31.0,69.0,18377.0,-2.0,1.5,-5.0
cfb,2026,3,spread,Ball State,Liberty,+13.5|-13.5|+14.5|-110|+6.5|+100,13.5,-13.5,14.5,-110.0,6.5,100.0,6.0,94.0,6.0,94.0,7552.0,1.0,20.0,0.0
cfb,2026,3,spread,LA Tech,Baylor,+18.5|-18.5|+19.5|-105|-20.5|-106,18.5,-18.5,19.5,-105.0,-20.5,-106.0,80.0,20.0,81.0,19.0,15211.0,1.0,-2.0,1.0
cfb,2026,3,spread,N. Iowa,Iowa,+41.5|-41.5|+37.5|-102|-37.5|-115,41.5,-41.5,37.5,-102.0,-37.5,-115.0,72.0,28.0,77.0,23.0,7517.0,-4.0,4.0,5.0
cfb,2026,3,spread,W. Kentucky,Indiana,+44.5|-44.5|+44.5|+100|-44.5|-110,44.5,-44.5,44.5,100.0,-44.5,-110.0,62.0,38.0,46.0,54.0,14772.0,0.0,0.0,-16.0
cfb,2026,3,spread,UTEP,Michigan,+35.5|-35.5|+34.5|-104|-34.5|-105,35.5,-35.5,34.5,-104.0,-34.5,-105.0,63.0,37.0,53.0,47.0,18508.0,-1.0,1.0,-10.0
cfb,2026,3,spread,USC,Rutgers,-24.5|+24.5|-21.5|-105|+21|-102,-24.5,24.5,-21.5,-105.0,21.0,-102.0,47.0,53.0,49.0,51.0,34901.0,3.0,-3.5,2.0
cfb,2026,3,spread,Utah State,Utah,+26.5|-26.5|+26.5|-110|-26|-108,26.5,-26.5,26.5,-110.0,-26.0,-108.0,42.0,58.0,37.0,63.0,16085.0,0.0,0.5,-5.0
cfb,2026,3,spread,Duquesne,Washington St,+35.5|-35.5|+38|-105|-38.5|-105,35.5,-35.5,38.0,-105.0,-38.5,-105.0,38.0,62.0,27.0,73.0,2241.0,2.5,-3.0,-11.0
cfb,2026,3,spread,Stonehill,UMass,+34.5|-34.5|+30.5|-105|-31.5|-106,34.5,-34.5,30.5,-105.0,-31.5,-106.0,51.0,49.0,63.0,37.0,2181.0,-4.0,3.0,12.0
cfb,2026,3,spread,Miami (OH),Cincinnati,+13.5|-13.5|+14.5|-108|-14.5|-108,13.5,-13.5,14.5,-108.0,-14.5,-108.0,8.0,92.0,7.0,93.0,12556.0,1.0,-1.0,-1.0
cfb,2026,3,spread,Kentucky,Texas A&M,+14.5|-14.5|+16.5|-105|-16.5|-110,14.5,-14.5,16.5,-105.0,-16.5,-110.0,12.0,88.0,13.0,87.0,32155.0,2.0,-2.0,1.0
cfb,2026,3,spread,SMU,Louisville,+1.5|-1.5|+3|-105|-3|-105,1.5,-1.5,3.0,-105.0,-3.0,-105.0,57.0,43.0,62.0,38.0,66557.0,1.5,-1.5,5.0
cfb,2026,3,spread,Wagner,California,+58.5|-58.5|+58.5|-110|-59|-105,58.5,-58.5,58.5,-110.0,-59.0,-105.0,63.0,37.0,55.0,45.0,1055.0,0.0,-0.5,-8.0
cfb,2026,3,spread,Temple,Toledo,+2.5|-2.5|+4.5|+100|-4.5|-110,2.5,-2.5,4.5,100.0,-4.5,-110.0,18.0,82.0,16.0,84.0,9804.0,2.0,-2.0,-2.0
cfb,2026,3,spread,Maine,Boston Col,+39.5|-39.5|+37.5|-105|-38|-105,39.5,-39.5,37.5,-105.0,-38.0,-105.0,63.0,37.0,54.0,46.0,2494.0,-2.0,1.5,-9.0
cfb,2026,3,spread,S. Illinois,Illinois,+41.5|-41.5|+34.5|+100|-35.5|+100,41.5,-41.5,34.5,100.0,-35.5,100.0,69.0,31.0,77.0,23.0,3231.0,-7.0,6.0,8.0
cfb,2026,3,spread,Wyoming,C. Michigan,+1.5|-1.5|-1.5|-110|+2|-108,1.5,-1.5,-1.5,-110.0,2.0,-108.0,63.0,37.0,82.0,18.0,9400.0,-3.0,3.5,19.0
cfb,2026,3,spread,NC State,Vanderbilt,+4.5|-4.5|+4.5|-120|-3|-108,4.5,-4.5,4.5,-120.0,-3.0,-108.0,40.0,60.0,57.0,43.0,26707.0,0.0,1.5,17.0
cfb,2026,3,spread,E. Michigan,Wisconsin,+24.5|-24.5|+23.5|-108|-23|-110,24.5,-24.5,23.5,-108.0,-23.0,-110.0,59.0,41.0,50.0,50.0,11672.0,-1.0,1.5,-9.0
cfb,2026,3,spread,UNC,Clemson,+9.5|-9.5|+2.5|+100|-3|-105,9.5,-9.5,2.5,100.0,-3.0,-105.0,54.0,46.0,62.0,38.0,47866.0,-7.0,6.5,8.0
cfb,2026,3,spread,Kent State,Ohio State,+52.5|-52.5|+31.5|+100|-31.5|+100,52.5,-52.5,31.5,100.0,-31.5,100.0,42.0,58.0,27.0,73.0,19074.0,-21.0,21.0,-15.0
cfb,2026,3,spread,Arizona St,Kansas,-5.5|+5.5|-5|-105|+5.5|-110,-5.5,5.5,-5.0,-105.0,5.5,-110.0,57.0,43.0,68.0,32.0,28126.0,0.5,0.0,11.0
cfb,2026,3,spread,North Texas,Texas St,+2.5|-2.5|+3|-102|-3|-105,2.5,-2.5,3.0,-102.0,-3.0,-105.0,45.0,55.0,41.0,59.0,26147.0,0.5,-0.5,-4.0
cfb,2026,3,spread,Mercer,GA Tech,+41.5|-41.5|+38.5|-105|-38.5|-110,41.5,-41.5,38.5,-105.0,-38.5,-110.0,50.0,50.0,45.0,55.0,5210.0,-3.0,3.0,-5.0
cfb,2026,3,spread,Akron,Minnesota,+28.5|-28.5|+22.5|+102|-23|-110,28.5,-28.5,22.5,102.0,-23.0,-110.0,69.0,31.0,67.0,33.0,9890.0,-6.0,5.5,-2.0
cfb,2026,3,spread,Tulane,K State,+20.5|-20.5|+20.5|-110|-20.5|-108,20.5,-20.5,20.5,-110.0,-20.5,-108.0,70.0,30.0,63.0,37.0,16261.0,0.0,0.0,-7.0
cfb,2026,3,spread,Georgia,Arkansas,-16.5|+16.5|-24.5|-110|+24.5|-105,-16.5,16.5,-24.5,-110.0,24.5,-105.0,76.0,24.0,83.0,17.0,52653.0,-8.0,8.0,7.0
cfb,2026,3,spread,Bowling Green,Iowa State,+23.5|-23.5|+44.5|+100|-23|-108,23.5,-23.5,44.5,100.0,-23.0,-108.0,54.0,46.0,62.0,38.0,12818.0,21.0,0.5,8.0
cfb,2026,3,spread,Buffalo,Penn State,+39.5|-39.5|+39|-108|-25.5|+100,39.5,-39.5,39.0,-108.0,-25.5,100.0,67.0,33.0,45.0,55.0,8804.0,-0.5,14.0,-22.0
cfb,2026,3,spread,Coastal Car,Delaware,+4.5|-4.5|+4.5|-105|-4.5|-108,4.5,-4.5,4.5,-105.0,-4.5,-108.0,36.0,64.0,39.0,61.0,22527.0,0.0,0.0,3.0
cfb,2026,3,spread,Portland State,Oregon,+57.5|-57.5|+58.5|-105|-59|-105,57.5,-57.5,58.5,-105.0,-59.0,-105.0,45.0,55.0,25.0,75.0,13813.0,1.0,-1.5,-20.0
cfb,2026,3,spread,Houston,Texas Tech,+13|-13|+8.5|-112|-7.5|-110,13.0,-13.0,8.5,-112.0,-7.5,-110.0,41.0,59.0,54.0,46.0,75846.0,-4.5,5.5,13.0
cfb,2026,3,spread,Miami (FL),Wake Forest,-19.5|+19.5|-20|-110|+19.5|-105,-19.5,19.5,-20.0,-110.0,19.5,-105.0,48.0,52.0,59.0,41.0,69490.0,-0.5,0.0,11.0
cfb,2026,3,spread,Syracuse,Pittsburgh,+10.5|-10.5|+10.5|-108|-10.5|-108,10.5,-10.5,10.5,-108.0,-10.5,-108.0,41.0,59.0,44.0,56.0,,0.0,0.0,3.0
cfb,2026,3,total,Syracuse,Pittsburgh,o59.5|u59.5|o51.5|-102|u51.5|-110,59.5,59.5,51.5,-102.0,51.5,-110.0,69.0,31.0,63.0,37.0,32256.0,-8.0,-8.0,-6.0
cfb,2026,3,total,Miami (FL),Wake Forest,o50.5|u50.5|o56.5|+111|u56.5|-111,50.5,50.5,56.5,111.0,56.5,-111.0,77.0,23.0,82.0,18.0,69490.0,6.0,6.0,5.0
cfb,2026,3,total,Houston,Texas Tech,o54|u54|o51.5|-111|u51.5|+111,54.0,54.0,51.5,-111.0,51.5,111.0,85.0,15.0,85.0,15.0,75846.0,-2.5,-2.5,0.0
