pick_id,season,week,game,rule,market,side,bet_home,open_num,close_num,edge,confluence,reg_edge,away_ab,home_ab,actual_margin,actual_total,win,clv_pts,roi_u
2023-W11-NYG@WAS-S,2023,11,NYG@WAS,sides_model,spread,WAS -8,1,-8.0,-8.5,0.047,0.0,-3.84,NYG,WAS,-12,50,0.0,0.5,-1.0
2023-W12-LAR@ARI-S,2023,12,LAR@ARI,sides_model,spread,LAR -2.5,0,2.5,3.0,-0.13,0.0,-1.0,LAR,ARI,-23,51,1.0,0.5,0.9090909090909091
2023-W12-LAR@ARI-BBU,2023,12,LAR@ARI,bot_vs_bot_under,total,UNDER 46,-2,46.0,45.0,46.0,,,LAR,ARI,-23,51,0.0,1.0,-1.0
2023-W12-LAR@ARI-LLO,2023,12,LAR@ARI,total_low_line_over,total,OVER 46,-1,46.0,45.0,-11.0,,,LAR,ARI,-23,51,1.0,-1.0,0.9090909090909091
2023-W12-NO@ATL-S,2023,12,NO@ATL,sides_model,spread,NO -0,0,0.0,2.0,-0.106,0.0,-0.36,NO,ATL,9,39,0.0,2.0,-1.0
2023-W12-NO@ATL-FPR,2023,12,NO@ATL,fade_pr_in_tight_game,spread,ATL +0,1,0.0,2.0,3.4,,,NO,ATL,9,39,1.0,-2.0,0.9090909090909091
2023-W12-NO@ATL-HLU,2023,12,NO@ATL,total_high_line_under,total,UNDER 41,-2,41.0,42.0,7.42,,,NO,ATL,9,39,1.0,-1.0,0.9090909090909091
2023-W12-PIT@CIN-O,2023,12,PIT@CIN,receiver_over_HC,total,OVER 41.5,-1,41.5,36.5,44.4,,,PIT,CIN,-6,26,0.0,-5.0,-1.0
2023-W12-WAS@DAL-S,2023,12,WAS@DAL,sides_model,spread,WAS +9.5,0,-9.5,-13.5,-0.102,0.0,4.31,WAS,DAL,35,55,0.0,-4.0,-1.0
2023-W12-WAS@DAL-DKO,2023,12,WAS@DAL,dk_giant_fav_over,total,OVER 45,-1,45.0,47.5,5.4,,,WAS,DAL,35,55,1.0,2.5,0.9090909090909091
2023-W12-CLE@DEN-S,2023,12,CLE@DEN,sides_model,spread,CLE +1.5,0,-1.5,-1.5,-0.125,1.0,-4.48,CLE,DEN,17,41,0.0,0.0,-1.0
2023-W12-CLE@DEN-FPR,2023,12,CLE@DEN,fade_pr_in_tight_game,spread,DEN -1.5,1,-1.5,-1.5,6.9,,,CLE,DEN,17,41,1.0,0.0,0.9090909090909091
2023-W12-CLE@DEN-HLU,2023,12,CLE@DEN,total_high_line_under,total,UNDER 36.5,-2,36.5,37.5,6.5,,,CLE,DEN,17,41,0.0,-1.0,-1.0
2023-W12-CLE@DEN-SDFH,2023,12,CLE@DEN,spread_dog_cover_fade_home,spread,DEN -1.5,1,-1.5,-1.5,8.15,,,CLE,DEN,17,41,1.0,0.0,0.9090909090909091
2023-W12-GB@DET-S,2023,12,GB@DET,sides_model,spread,GB +7.5,0,-7.5,-8.5,-0.036,0.0,-1.07,GB,DET,-7,51,1.0,-1.0,0.9090909090909091
2023-W12-JAX@HOU-TSML,2023,12,JAX@HOU,tight_soft_ml_fade_home,spread,JAX -1,0,1.0,1.5,7.5,,,JAX,HOU,-3,45,1.0,0.5,0.9090909090909091
2023-W12-TB@IND-S,2023,12,TB@IND,sides_model,spread,TB +1.5,0,-1.5,-2.5,-0.043,1.0,-2.45,TB,IND,7,47,0.0,-1.0,-1.0
2023-W12-BAL@LAC-S,2023,12,BAL@LAC,sides_model,spread,BAL -3.5,0,3.5,3.0,-0.142,1.0,-3.46,BAL,LAC,-10,30,1.0,-0.5,0.9090909090909091
2023-W12-KC@LV-S,2023,12,KC@LV,sides_model,spread,LV +9.5,1,9.5,9.0,0.113,1.0,2.87,KC,LV,-14,48,0.0,0.5,-1.0
2023-W12-KC@LV-DKO,2023,12,KC@LV,dk_giant_fav_over,total,OVER 45,-1,45.0,42.5,5.1,,,KC,LV,-14,48,1.0,-2.5,0.9090909090909091
2023-W12-CHI@MIN-S,2023,12,CHI@MIN,sides_model,spread,CHI +3.5,0,-3.5,-3.0,-0.053,1.0,-1.78,CHI,MIN,-2,22,1.0,0.5,0.9090909090909091
2023-W12-NE@NYG-S,2023,12,NE@NYG,sides_model,spread,NYG +5,1,5.0,4.5,0.046,1.0,2.33,NE,NYG,3,17,1.0,0.5,0.9090909090909091
2023-W12-NE@NYG-O,2023,12,NE@NYG,receiver_over,total,OVER 35,-1,35.0,36.0,35.3,,,NE,NYG,3,17,0.0,1.0,-1.0
2023-W12-MIA@NYJ-S,2023,12,MIA@NYJ,sides_model,spread,MIA -6.5,0,6.5,9.5,-0.108,1.0,-3.91,MIA,NYJ,-21,47,1.0,3.0,0.9090909090909091
2023-W12-BUF@PHI-S,2023,12,BUF@PHI,sides_model,spread,BUF +3.5,0,-3.5,-2.5,-0.27,1.0,-4.34,BUF,PHI,3,71,1.0,1.0,0.9090909090909091
2023-W12-CAR@TEN-S,2023,12,CAR@TEN,sides_model,spread,TEN -4,1,-4.0,-3.5,0.053,1.0,2.18,CAR,TEN,7,27,1.0,-0.5,0.9090909090909091
2023-W13-SEA@DAL-S,2023,13,SEA@DAL,sides_model,spread,SEA +7,0,-7.0,-9.5,-0.089,0.0,-1.18,SEA,DAL,6,76,1.0,-2.5,0.9090909090909091
2023-W13-KC@GB-S,2023,13,KC@GB,sides_model,spread,KC -7,0,7.0,5.5,-0.037,0.0,0.46,KC,GB,8,46,0.0,-1.5,-1.0
2023-W13-DEN@HOU-S,2023,13,DEN@HOU,sides_model,spread,HOU -3,1,-3.0,-3.0,0.05,0.0,0.21,DEN,HOU,5,39,1.0,0.0,0.9090909090909091
2023-W13-CIN@JAX-S,2023,13,CIN@JAX,sides_model,spread,CIN +7,0,-7.0,-10.0,-0.14,0.0,-0.13,CIN,JAX,-3,65,1.0,-3.0,0.9090909090909091
2023-W13-CLE@LAR-S,2023,13,CLE@LAR,sides_model,spread,CLE +1,0,-1.0,-3.5,-0.076,1.0,-3.9,CLE,LAR,17,55,0.0,-2.5,-1.0
2023-W13-CLE@LAR-FPR,2023,13,CLE@LAR,fade_pr_in_tight_game,spread,LAR -1,1,-1.0,-3.5,4.0,,,CLE,LAR,17,55,1.0,2.5,0.9090909090909091
2023-W13-LAC@NE-S,2023,13,LAC@NE,sides_model,spread,NE +4.5,1,4.5,4.5,0.219,1.0,5.38,LAC,NE,-6,6,0.0,0.0,-1.0
2023-W13-DET@NO-S,2023,13,DET@NO,sides_model,spread,NO +3,1,3.0,4.0,0.162,1.0,6.05,DET,NO,-5,61,0.0,-1.0,-1.0
2023-W13-ATL@NYJ-BBU,2023,13,ATL@NYJ,bot_vs_bot_under,total,UNDER 36.5,-2,36.5,33.0,36.5,,,ATL,NYJ,-5,21,1.0,3.5,0.9090909090909091
2023-W13-SF@PHI-TSML,2023,13,SF@PHI,tight_soft_ml_fade_home,spread,SF -1,0,1.0,3.0,11.2,,,SF,PHI,-23,61,1.0,2.0,0.9090909090909091
2023-W13-ARI@PIT-S,2023,13,ARI@PIT,sides_model,spread,ARI +3,0,-3.0,-6.0,-0.032,0.0,6.2,ARI,PIT,-14,34,1.0,-3.0,0.9090909090909091
2023-W13-CAR@TB-S,2023,13,CAR@TB,sides_model,spread,TB -5.5,1,-5.5,-3.5,0.134,0.0,0.3,CAR,TB,3,39,0.0,-2.0,-1.0
2023-W13-IND@TEN-S,2023,13,IND@TEN,sides_model,spread,IND -1,0,1.0,1.0,-0.071,0.0,1.81,IND,TEN,-3,59,1.0,0.0,0.9090909090909091
2023-W13-IND@TEN-TSML,2023,13,IND@TEN,tight_soft_ml_fade_home,spread,IND -1,0,1.0,1.0,6.3,,,IND,TEN,-3,59,1.0,0.0,0.9090909090909091
2023-W13-IND@TEN-BBU,2023,13,IND@TEN,bot_vs_bot_under,total,UNDER 41,-2,41.0,42.0,41.0,,,IND,TEN,-3,59,0.0,-1.0,-1.0
2023-W13-MIA@WAS-S,2023,13,MIA@WAS,sides_model,spread,WAS +7,1,7.0,9.0,0.187,0.0,-2.28,MIA,WAS,-30,60,0.0,-2.0,-1.0
2023-W14-TB@ATL-S,2023,14,TB@ATL,sides_model,spread,TB +2,0,-2.0,-1.5,-0.133,1.0,-3.49,TB,ATL,-4,54,1.0,0.5,0.9090909090909091
2023-W14-TB@ATL-BBU,2023,14,TB@ATL,bot_vs_bot_under,total,UNDER 40,-2,40.0,41.0,40.0,,,TB,ATL,-4,54,0.0,-1.0,-1.0
2023-W14-DET@CHI-S,2023,14,DET@CHI,sides_model,spread,DET -5,0,5.0,3.0,-0.05,0.0,4.37,DET,CHI,15,41,0.0,-2.0,-1.0
2023-W14-IND@CIN-S,2023,14,IND@CIN,sides_model,spread,IND -2,0,2.0,-3.0,-0.068,0.0,5.74,IND,CIN,20,48,0.0,-5.0,-1.0
2023-W14-IND@CIN-TSML,2023,14,IND@CIN,tight_soft_ml_fade_home,spread,IND -2,0,2.0,-3.0,5.6,,,IND,CIN,20,48,0.0,-5.0,-1.0
2023-W14-JAX@CLE-S,2023,14,JAX@CLE,sides_model,spread,JAX -3,0,3.0,-2.5,-0.242,0.0,-0.59,JAX,CLE,4,58,0.0,-5.5,-1.0
2023-W14-PHI@DAL-S,2023,14,PHI@DAL,sides_model,spread,PHI +2.75,0,-2.75,-3.5,-0.086,1.0,-2.46,PHI,DAL,20,46,0.0,-0.75,-1.0
2023-W14-PHI@DAL-PTF,2023,14,PHI@DAL,primetime_tight_favorite,spread,DAL -2.75,1,-2.75,-3.5,2.75,,,PHI,DAL,20,46,1.0,0.75,0.9090909090909091
2023-W14-PHI@DAL-PTU,2023,14,PHI@DAL,primetime_tight_under,total,UNDER 49,-2,49.0,52.5,49.0,,,PHI,DAL,20,46,1.0,-3.5,0.9090909090909091
2023-W14-PHI@DAL-TTH,2023,14,PHI@DAL,top_vs_top_pt_home,spread,DAL -2.75,1,-2.75,-3.5,0.0,,,PHI,DAL,20,46,1.0,0.75,0.9090909090909091
2023-W14-BUF@KC-S,2023,14,BUF@KC,sides_model,spread,BUF +3,0,-3.0,-1.75,-0.11,1.0,-2.98,BUF,KC,-3,37,1.0,1.25,0.9090909090909091
2023-W14-DEN@LAC-S,2023,14,DEN@LAC,sides_model,spread,DEN +3,0,-3.0,-3.0,-0.253,1.0,-5.22,DEN,LAC,-17,31,1.0,0.0,0.9090909090909091
2023-W14-MIN@LV-S,2023,14,MIN@LV,sides_model,spread,LV +1,1,1.0,3.0,0.237,1.0,4.83,MIN,LV,-3,3,0.0,-2.0,-1.0
2023-W14-MIN@LV-TSML,2023,14,MIN@LV,tight_soft_ml_fade_home,spread,MIN -1,0,1.0,3.0,6.6,,,MIN,LV,-3,3,1.0,2.0,0.9090909090909091
2023-W14-TEN@MIA-S,2023,14,TEN@MIA,sides_model,spread,MIA -12.5,1,-12.5,-13.5,0.09,0.0,-0.25,TEN,MIA,-1,55,0.0,1.0,-1.0
2023-W14-CAR@NO-S,2023,14,CAR@NO,sides_model,spread,CAR +6.5,0,-6.5,-5.5,-0.032,0.0,-0.71,CAR,NO,22,34,0.0,1.0,-1.0
2023-W14-GB@NYG-S,2023,14,GB@NYG,sides_model,spread,GB -4.5,0,4.5,5.5,-0.144,1.0,-4.71,GB,NYG,2,46,0.0,1.0,-1.0
2023-W14-GB@NYG-O,2023,14,GB@NYG,receiver_over,total,OVER 37,-1,37.0,37.0,39.4,,,GB,NYG,2,46,1.0,0.0,0.9090909090909091
2023-W14-GB@NYG-HLU,2023,14,GB@NYG,total_high_line_under,total,UNDER 37,-2,37.0,37.0,12.08,,,GB,NYG,2,46,0.0,0.0,-1.0
2023-W14-HOU@NYJ-S,2023,14,HOU@NYJ,sides_model,spread,HOU -4.5,0,4.5,3.0,-0.184,0.0,4.45,HOU,NYJ,24,36,0.0,-1.5,-1.0
2023-W14-NE@PIT-S,2023,14,NE@PIT,sides_model,spread,PIT -6.5,1,-6.5,-5.5,0.153,1.0,2.38,NE,PIT,-3,39,0.0,-1.0,-1.0
2023-W14-SEA@SF-S,2023,14,SEA@SF,sides_model,spread,SEA +10.5,0,-10.5,-14.5,-0.192,0.0,3.33,SEA,SF,12,44,0.0,-4.0,-1.0
2023-W15-DAL@BUF-FPR,2023,15,DAL@BUF,fade_pr_in_tight_game,spread,BUF -1.5,1,-1.5,-2.0,3.0,,,DAL,BUF,21,41,1.0,0.5,0.9090909090909091
2023-W15-ATL@CAR-S,2023,15,ATL@CAR,sides_model,spread,CAR +2.5,1,2.5,2.75,0.169,0.0,-1.09,ATL,CAR,2,16,1.0,-0.25,0.9090909090909091
2023-W15-ATL@CAR-BBU,2023,15,ATL@CAR,bot_vs_bot_under,total,UNDER 35,-2,35.0,32.0,35.0,,,ATL,CAR,2,16,1.0,3.0,0.9090909090909091
2023-W15-MIN@CIN-TSML,2023,15,MIN@CIN,tight_soft_ml_fade_home,spread,MIN -1,0,1.0,-3.0,6.3,,,MIN,CIN,3,51,0.0,-4.0,-1.0
2023-W15-CHI@CLE-S,2023,15,CHI@CLE,sides_model,spread,CHI +2.5,0,-2.5,-2.5,-0.056,0.0,2.23,CHI,CLE,3,37,0.0,0.0,-1.0
2023-W15-CHI@CLE-U,2023,15,CHI@CLE,wind_under,total,UNDER 37,-2,37.0,37.0,19.5,,,CHI,CLE,3,37,,0.0,0.0
2023-W15-CHI@CLE-DKJ,2023,15,CHI@CLE,dk_heavy_home_juice,spread,CLE -2.5,1,-2.5,-2.5,120.0,,,CHI,CLE,3,37,1.0,0.0,0.9090909090909091
2023-W15-TB@GB-S,2023,15,TB@GB,sides_model,spread,GB -3.5,1,-3.5,-3.5,0.074,0.0,0.49,TB,GB,-14,54,0.0,0.0,-1.0
2023-W15-TB@GB-O,2023,15,TB@GB,receiver_over,total,OVER 43,-1,43.0,41.5,39.4,,,TB,GB,-14,54,1.0,-1.5,0.9090909090909091
2023-W15-BAL@JAX-S,2023,15,BAL@JAX,sides_model,spread,JAX +6,1,6.0,4.0,0.137,1.0,9.77,BAL,JAX,-16,30,0.0,2.0,-1.0
2023-W15-BAL@JAX-U,2023,15,BAL@JAX,wind_under,total,UNDER 39.5,-2,39.5,42.5,16.1,,,BAL,JAX,-16,30,1.0,-3.0,0.9090909090909091
2023-W15-BAL@JAX-HLU,2023,15,BAL@JAX,total_high_line_under,total,UNDER 39.5,-2,39.5,42.5,9.83,,,BAL,JAX,-16,30,1.0,-3.0,0.9090909090909091
2023-W15-WAS@LAR-S,2023,15,WAS@LAR,sides_model,spread,WAS +6.5,0,-6.5,-6.5,-0.127,0.0,0.36,WAS,LAR,8,48,0.0,0.0,-1.0
2023-W15-LAC@LV-S,2023,15,LAC@LV,sides_model,spread,LV +3.5,1,3.5,-3.0,0.093,1.0,8.85,LAC,LV,42,84,1.0,6.5,0.9090909090909091
2023-W15-LAC@LV-O,2023,15,LAC@LV,receiver_over_HC,total,OVER 42.5,-1,42.5,36.0,39.5,,,LAC,LV,42,84,1.0,-6.5,0.9090909090909091
2023-W15-NYJ@MIA-U,2023,15,NYJ@MIA,wind_under,total,UNDER 40.5,-2,40.5,36.0,19.2,,,NYJ,MIA,30,30,1.0,4.5,0.9090909090909091
2023-W15-NYJ@MIA-HLU,2023,15,NYJ@MIA,total_high_line_under,total,UNDER 40.5,-2,40.5,36.0,9.25,,,NYJ,MIA,30,30,1.0,4.5,0.9090909090909091
2023-W15-KC@NE-S,2023,15,KC@NE,sides_model,spread,NE +10,1,10.0,9.5,0.137,1.0,3.26,KC,NE,-10,44,,0.5,0.0
2023-W15-NYG@NO-S,2023,15,NYG@NO,sides_model,spread,NYG +6,0,-6.0,-6.0,-0.068,0.0,1.45,NYG,NO,18,30,0.0,0.0,-1.0
2023-W15-NYG@NO-HLU,2023,15,NYG@NO,total_high_line_under,total,UNDER 36.5,-2,36.5,39.5,7.58,,,NYG,NO,18,30,1.0,-3.0,0.9090909090909091
2023-W15-HOU@TEN-S,2023,15,HOU@TEN,sides_model,spread,HOU -3.5,0,3.5,-3.0,-0.228,0.0,3.25,HOU,TEN,-3,35,0.0,-6.5,-1.0
2023-W16-GB@CAR-S,2023,16,GB@CAR,sides_model,spread,GB -5.5,0,5.5,3.5,-0.059,0.0,3.65,GB,CAR,-3,63,0.0,-2.0,-1.0
2023-W16-GB@CAR-O,2023,16,GB@CAR,receiver_over,total,OVER 36,-1,36.0,38.5,39.4,,,GB,CAR,-3,63,1.0,2.5,0.9090909090909091
2023-W16-ARI@CHI-S,2023,16,ARI@CHI,sides_model,spread,CHI -3,1,-3.0,-4.5,0.082,1.0,6.13,ARI,CHI,11,43,1.0,1.5,0.9090909090909091
2023-W16-ARI@CHI-O,2023,16,ARI@CHI,receiver_over_HC,total,OVER 43.5,-1,43.5,42.25,42.4,,,ARI,CHI,11,43,0.0,-1.25,-1.0
2023-W16-ARI@CHI-BBU,2023,16,ARI@CHI,bot_vs_bot_under,total,UNDER 43.5,-2,43.5,42.25,43.5,,,ARI,CHI,11,43,1.0,1.25,0.9090909090909091
2023-W16-NE@DEN-S,2023,16,NE@DEN,sides_model,spread,DEN -5.5,1,-5.5,-7.0,0.061,0.0,0.63,NE,DEN,-3,49,0.0,1.5,-1.0
2023-W16-CLE@HOU-S,2023,16,CLE@HOU,sides_model,spread,HOU -1.5,1,-1.5,2.25,0.112,0.0,-0.54,CLE,HOU,-14,58,0.0,-3.75,-1.0
2023-W16-CLE@HOU-FPR,2023,16,CLE@HOU,fade_pr_in_tight_game,spread,HOU -1.5,1,-1.5,2.25,3.8,,,CLE,HOU,-14,58,0.0,-3.75,-1.0
2023-W16-LV@KC-S,2023,16,LV@KC,sides_model,spread,LV +10.5,0,-10.5,-10.5,-0.17,1.0,-2.66,LV,KC,-6,34,1.0,0.0,0.9090909090909091
2023-W16-BUF@LAC-S,2023,16,BUF@LAC,sides_model,spread,BUF -10,0,10.0,12.75,-0.114,1.0,-5.29,BUF,LAC,-2,46,0.0,2.75,-1.0
2023-W16-BUF@LAC-O,2023,16,BUF@LAC,receiver_over_HC,total,OVER 40.5,-1,40.5,44.5,39.5,,,BUF,LAC,-2,46,1.0,4.0,0.9090909090909091
2023-W16-NO@LAR-S,2023,16,NO@LAR,sides_model,spread,NO +4,0,-4.0,-4.0,-0.135,0.0,2.49,NO,LAR,8,52,0.0,0.0,-1.0
2023-W16-DAL@MIA-S,2023,16,DAL@MIA,sides_model,spread,DAL -0,0,0.0,-1.5,-0.21,1.0,-3.9,DAL,MIA,2,42,0.0,-1.5,-1.0
2023-W16-WAS@NYJ-S,2023,16,WAS@NYJ,sides_model,spread,WAS +3,0,-3.0,-3.0,-0.116,0.0,0.14,WAS,NYJ,2,58,1.0,0.0,0.9090909090909091
2023-W16-WAS@NYJ-BBU,2023,16,WAS@NYJ,bot_vs_bot_under,total,UNDER 39,-2,39.0,37.0,39.0,,,WAS,NYJ,2,58,0.0,2.0,-1.0
2023-W16-NYG@PHI-S,2023,16,NYG@PHI,sides_model,spread,NYG +10.5,0,-10.5,-14.0,-0.101,0.0,6.34,NYG,PHI,8,58,1.0,-3.5,0.9090909090909091
2023-W16-CIN@PIT-S,2023,16,CIN@PIT,sides_model,spread,PIT +0,1,0.0,3.0,0.075,0.0,-2.78,CIN,PIT,23,45,1.0,-3.0,0.9090909090909091
2023-W16-CIN@PIT-O,2023,16,CIN@PIT,receiver_over_HC,total,OVER 39,-1,39.0,38.5,38.7,,,CIN,PIT,23,45,1.0,-0.5,0.9090909090909091
2023-W16-CIN@PIT-FPR,2023,16,CIN@PIT,fade_pr_in_tight_game,spread,PIT +0,1,0.0,3.0,5.1,,,CIN,PIT,23,45,1.0,-3.0,0.9090909090909091
2023-W16-CIN@PIT-HLU,2023,16,CIN@PIT,total_high_line_under,total,UNDER 39,-2,39.0,38.5,4.33,,,CIN,PIT,23,45,0.0,0.5,-1.0
2023-W16-BAL@SF-S,2023,16,BAL@SF,sides_model,spread,BAL +5.5,0,-5.5,-6.5,-0.081,0.0,-0.03,BAL,SF,-14,52,1.0,-1.0,0.9090909090909091
2023-W16-JAX@TB-S,2023,16,JAX@TB,sides_model,spread,JAX -2.5,0,2.5,2.0,-0.101,0.0,1.63,JAX,TB,18,42,0.0,-0.5,-1.0
2023-W16-SEA@TEN-S,2023,16,SEA@TEN,sides_model,spread,TEN +2,1,2.0,3.0,0.162,1.0,2.6,SEA,TEN,-3,37,0.0,-1.0,-1.0
2023-W16-SEA@TEN-TSML,2023,16,SEA@TEN,tight_soft_ml_fade_home,spread,SEA -2,0,2.0,3.0,5.3,,,SEA,TEN,-3,37,1.0,1.0,0.9090909090909091
2023-W17-MIA@BAL-S,2023,17,MIA@BAL,sides_model,spread,MIA +3,0,-3.0,-3.0,-0.038,1.0,-2.41,MIA,BAL,37,75,0.0,0.0,-1.0
2023-W17-NE@BUF-S,2023,17,NE@BUF,sides_model,spread,NE +13,0,-13.0,-14.5,-0.054,0.0,2.95,NE,BUF,6,48,1.0,-1.5,0.9090909090909091
2023-W17-NE@BUF-HLU,2023,17,NE@BUF,total_high_line_under,total,UNDER 40,-2,40.0,40.0,6.08,,,NE,BUF,6,48,0.0,0.0,-1.0
2023-W17-ATL@CHI-S,2023,17,ATL@CHI,sides_model,spread,ATL +3,0,-3.0,-2.5,-0.165,1.0,-4.04,ATL,CHI,20,54,0.0,0.5,-1.0
2023-W17-ATL@CHI-O,2023,17,ATL@CHI,receiver_over_HC,total,OVER 37.5,-1,37.5,39.0,37.4,,,ATL,CHI,20,54,1.0,1.5,0.9090909090909091
2023-W17-ATL@CHI-BBU,2023,17,ATL@CHI,bot_vs_bot_under,total,UNDER 37.5,-2,37.5,39.0,37.5,,,ATL,CHI,20,54,0.0,-1.5,-1.0
2023-W17-NYJ@CLE-S,2023,17,NYJ@CLE,sides_model,spread,NYJ +5.5,0,-5.5,-7.0,-0.12,0.0,-1.32,NYJ,CLE,17,57,0.0,-1.5,-1.0
2023-W17-NYJ@CLE-HLU,2023,17,NYJ@CLE,total_high_line_under,total,UNDER 35,-2,35.0,33.5,11.92,,,NYJ,CLE,17,57,0.0,1.5,-1.0
2023-W17-DET@DAL-S,2023,17,DET@DAL,sides_model,spread,DET +5.5,0,-5.5,-4.5,-0.243,1.0,-2.33,DET,DAL,1,39,1.0,1.0,0.9090909090909091
2023-W17-LAC@DEN-S,2023,17,LAC@DEN,sides_model,spread,LAC +6.5,0,-6.5,-3.5,-0.095,1.0,-8.84,LAC,DEN,7,25,0.0,3.0,-1.0
2023-W17-LAC@DEN-O,2023,17,LAC@DEN,receiver_over_HC,total,OVER 38,-1,38.0,38.5,46.1,,,LAC,DEN,7,25,0.0,0.5,-1.0
2023-W17-TEN@HOU-S,2023,17,TEN@HOU,sides_model,spread,TEN +4.5,0,-4.5,-5.5,-0.157,1.0,-2.56,TEN,HOU,23,29,0.0,-1.0,-1.0
2023-W17-LV@IND-S,2023,17,LV@IND,sides_model,spread,IND -3,1,-3.0,-3.5,0.045,0.0,-4.03,LV,IND,3,43,,0.5,0.0
2023-W17-CAR@JAX-S,2023,17,CAR@JAX,sides_model,spread,JAX -8,1,-8.0,-3.5,0.131,0.0,-0.21,CAR,JAX,26,26,1.0,-4.5,0.9090909090909091
2023-W17-CIN@KC-S,2023,17,CIN@KC,sides_model,spread,CIN +7.5,0,-7.5,-7.0,-0.097,1.0,-6.18,CIN,KC,8,42,0.0,0.5,-1.0
2023-W17-GB@MIN-S,2023,17,GB@MIN,sides_model,spread,GB +2,0,-2.0,0.0,-0.128,1.0,-1.85,GB,MIN,-23,43,1.0,2.0,0.9090909090909091
2023-W17-GB@MIN-O,2023,17,GB@MIN,receiver_over,total,OVER 43.5,-1,43.5,42.5,39.4,,,GB,MIN,-23,43,0.0,-1.0,-1.0
2023-W17-GB@MIN-PTF,2023,17,GB@MIN,primetime_tight_favorite,spread,MIN -2,1,-2.0,0.0,2.0,,,GB,MIN,-23,43,0.0,-2.0,-1.0
2023-W17-GB@MIN-PTU,2023,17,GB@MIN,primetime_tight_under,total,UNDER 43.5,-2,43.5,42.5,43.5,,,GB,MIN,-23,43,1.0,1.0,0.9090909090909091
2023-W17-LAR@NYG-S,2023,17,LAR@NYG,sides_model,spread,LAR -6,0,6.0,6.0,-0.087,0.0,0.49,LAR,NYG,-1,51,0.0,0.0,-1.0
2023-W17-ARI@PHI-S,2023,17,ARI@PHI,sides_model,spread,PHI -10,1,-10.0,-12.5,0.073,1.0,12.03,ARI,PHI,-4,66,0.0,2.5,-1.0
2023-W17-ARI@PHI-O,2023,17,ARI@PHI,receiver_over_HC,total,OVER 47.5,-1,47.5,48.0,42.4,,,ARI,PHI,-4,66,1.0,0.5,0.9090909090909091
2023-W17-PIT@SEA-S,2023,17,PIT@SEA,sides_model,spread,PIT +3.5,0,-3.5,-4.5,-0.164,0.0,-0.35,PIT,SEA,-7,53,1.0,-1.0,0.9090909090909091
2023-W17-NO@TB-S,2023,17,NO@TB,sides_model,spread,NO +2,0,-2.0,-2.5,-0.086,0.0,0.08,NO,TB,-10,36,1.0,-0.5,0.9090909090909091
2023-W17-NO@TB-HLU,2023,17,NO@TB,total_high_line_under,total,UNDER 41,-2,41.0,42.5,14.08,,,NO,TB,-10,36,1.0,-1.5,0.9090909090909091
2023-W17-SF@WAS-S,2023,17,SF@WAS,sides_model,spread,SF -13.5,0,13.5,14.0,-0.061,0.0,6.46,SF,WAS,-17,37,1.0,0.5,0.9090909090909091
2023-W18-SEA@ARI-S,2023,18,SEA@ARI,sides_model,spread,ARI +3.5,1,3.5,3.0,0.143,1.0,4.33,SEA,ARI,-1,41,1.0,0.5,0.9090909090909091
2023-W18-PIT@BAL-S,2023,18,PIT@BAL,sides_model,spread,PIT -3.5,0,3.5,3.0,-0.09,0.0,3.13,PIT,BAL,-7,27,1.0,-0.5,0.9090909090909091
2023-W18-PIT@BAL-O,2023,18,PIT@BAL,receiver_over_HC,total,OVER 38,-1,38.0,33.5,35.5,,,PIT,BAL,-7,27,0.0,-4.5,-1.0
2023-W18-PIT@BAL-U,2023,18,PIT@BAL,wind_under,total,UNDER 38,-2,38.0,33.5,15.5,,,PIT,BAL,-7,27,1.0,4.5,0.9090909090909091
2023-W18-PIT@BAL-HLU,2023,18,PIT@BAL,total_high_line_under,total,UNDER 38,-2,38.0,33.5,21.25,,,PIT,BAL,-7,27,1.0,4.5,0.9090909090909091
2023-W18-TB@CAR-S,2023,18,TB@CAR,sides_model,spread,TB -5.5,0,5.5,4.75,-0.069,0.0,-1.43,TB,CAR,-9,9,1.0,-0.75,0.9090909090909091
2023-W18-CLE@CIN-S,2023,18,CLE@CIN,sides_model,spread,CLE +4.5,0,-4.5,-7.25,-0.136,1.0,-1.5,CLE,CIN,17,45,0.0,-2.75,-1.0
2023-W18-CLE@CIN-O,2023,18,CLE@CIN,receiver_over_HC,total,OVER 40,-1,40.0,37.0,43.4,,,CLE,CIN,17,45,1.0,-3.0,0.9090909090909091
2023-W18-CLE@CIN-HLU,2023,18,CLE@CIN,total_high_line_under,total,UNDER 40,-2,40.0,37.0,7.67,,,CLE,CIN,17,45,0.0,3.0,-1.0
2023-W18-MIN@DET-S,2023,18,MIN@DET,sides_model,spread,MIN +4,0,-4.0,-4.0,-0.156,0.0,-0.34,MIN,DET,10,50,0.0,0.0,-1.0
2023-W18-MIN@DET-O,2023,18,MIN@DET,receiver_over,total,OVER 44.5,-1,44.5,47.5,38.0,,,MIN,DET,10,50,1.0,3.0,0.9090909090909091
2023-W18-CHI@GB-O,2023,18,CHI@GB,receiver_over_HC,total,OVER 44,-1,44.0,46.0,37.4,,,CHI,GB,8,26,0.0,2.0,-1.0
2023-W18-HOU@IND-S,2023,18,HOU@IND,sides_model,spread,HOU +1,0,-1.0,1.5,-0.043,0.0,0.75,HOU,IND,-4,42,1.0,2.5,0.9090909090909091
